image,classname,pbox,gtbox,ioubox,iou
3021 plate 2x3 025L.jpg,3021 plate 2x3,"[45, 108, 360, 276, '3021 plate 2x3', 0.9912272095680237]","[47, 111, 360, 272]","(47.0, 111.0, 360.0, 272.0)",0.9522486772486772
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[118, 102, 298, 301, '3022 Plate 2x2', 0.9853231906890869]","[121, 105, 296, 304]","(121.0, 105.0, 296.0, 301.0)",0.9437336635025451
3022 Plate 2x2 009L.jpg,3022 Plate 2x2,"[77, 81, 322, 303, '3022 Plate 2x2', 0.9540717601776123]","[79, 80, 320, 301]","(79.0, 81.0, 320.0, 301.0)",0.9705112481924182
3022 Plate 2x2 022R.jpg,3022 Plate 2x2,"[109, 75, 307, 323, '3022 Plate 2x2', 0.9918414354324341]","[113, 79, 304, 327]","(113.0, 79.0, 304.0, 323.0)",0.9345472046201974
3022 Plate 2x2 024L.jpg,3022 Plate 2x2,"[106, 78, 314, 303, '3022 Plate 2x2', 0.9790638089179993]","[103, 80, 311, 303]","(106.0, 80.0, 311.0, 303.0)",0.9630495691925256
3022 Plate 2x2 035R.jpg,3022 Plate 2x2,"[97, 107, 312, 298, '3022 Plate 2x2', 0.9401580095291138]","[95, 111, 312, 296]","(97.0, 111.0, 312.0, 296.0)",0.9599372511162061
3023 Plate 1x2 017L.jpg,3023 Plate 1x2,"[96, 156, 305, 255, '3023 Plate 1x2', 0.9989431500434875]","[95, 159, 304, 255]","(96.0, 159.0, 304.0, 255.0)",0.9606003752345216
3023 Plate 1x2 020R.jpg,3023 Plate 1x2,"[102, 162, 299, 242, '3023 Plate 1x2', 0.998694121837616]","[103, 167, 296, 240]","(103.0, 167.0, 296.0, 240.0)",0.8939720812182741
3023 Plate 1x2 036L.jpg,3023 Plate 1x2,"[112, 92, 296, 303, '3023 Plate 1x2', 0.9964859485626221]","[114, 96, 294, 302]","(114.0, 96.0, 294.0, 302.0)",0.9550793323717288
3023 Plate 1x2 037R.jpg,3023 Plate 1x2,"[112, 141, 293, 272, '3023 Plate 1x2', 0.996752142906189]","[111, 143, 296, 272]","(112.0, 143.0, 293.0, 272.0)",0.9637594419449375
3023 Plate 1x2 050L.jpg,3023 Plate 1x2,"[110, 140, 304, 249, '3023 Plate 1x2', 0.9989405274391174]","[115, 143, 303, 248]","(115.0, 143.0, 303.0, 248.0)",0.9335098836659416
3024 plate 1x1 001L.jpg,3024 plate 1x1,"[127, 162, 265, 245, '3024 plate 1x1', 0.9893010258674622]","[128, 160, 264, 244]","(128.0, 162.0, 264.0, 244.0)",0.951048951048951
3024 plate 1x1 003R.jpg,3024 plate 1x1,"[134, 158, 265, 254, '3024 plate 1x1', 0.9982395172119141]","[136, 159, 264, 256]","(136.0, 159.0, 264.0, 254.0)",0.9476309226932669
3024 plate 1x1 010L.jpg,3024 plate 1x1,"[157, 142, 258, 257, '3024 plate 1x1', 0.993675172328949]","[159, 144, 256, 256]","(159.0, 144.0, 256.0, 256.0)",0.9353422298751615
3024 plate 1x1 018R.jpg,3024 plate 1x1,"[132, 142, 264, 268, '3024 plate 1x1', 0.997876763343811]","[135, 146, 261, 264]","(135.0, 146.0, 261.0, 264.0)",0.8939393939393939
3024 plate 1x1 020R.jpg,3024 plate 1x1,"[167, 134, 241, 264, '3024 plate 1x1', 0.9958808422088623]","[167, 135, 240, 264]","(167.0, 135.0, 240.0, 264.0)",0.9788981288981289
3037 roof tile 1x4 004L.jpg,3037 roof tile 1x4,"[2, 21, 392, 384, '3037 roof tile 1x4', 0.8060940504074097]","[0, 27, 384, 384]","(2.0, 27.0, 384.0, 384.0)",0.9584633549801805
3037 roof tile 1x4 007L.jpg,3037 roof tile 1x4,"[34, 91, 390, 312, '3037 roof tile 1x4', 0.9410673975944519]","[39, 95, 391, 312]","(39.0, 95.0, 390.0, 312.0)",0.9654468710785494
3037 roof tile 1x4 011L.jpg,3037 roof tile 1x4,"[20, 83, 396, 279, '3037 roof tile 1x4', 0.9579892754554749]","[27, 87, 400, 280]","(27.0, 87.0, 396.0, 279.0)",0.9466974892098828
3037 roof tile 1x4 026L.jpg,3037 roof tile 1x4,"[20, 22, 330, 378, '3037 roof tile 1x4', 0.9402469992637634]","[8, 31, 328, 376]","(20.0, 31.0, 328.0, 376.0)",0.9280349344978166
3038 roof tile 2x3 003L.jpg,3038 roof tile 2x3,"[56, 124, 357, 274, '3038 roof tile 2x3', 0.9835114479064941]","[55, 127, 352, 272]","(56.0, 127.0, 352.0, 272.0)",0.9475659565073408
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[48, 103, 336, 318, '3038 roof tile 2x3', 0.9835500717163086]","[47, 104, 336, 320]","(48.0, 104.0, 336.0, 318.0)",0.9827784156142365
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[48, 60, 333, 336, '3038 roof tile 2x3', 0.995817244052887]","[47, 63, 328, 335]","(48.0, 63.0, 328.0, 335.0)",0.9648811635331678
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[57, 76, 361, 310, '3038 roof tile 2x3', 0.9918147921562195]","[55, 79, 360, 312]","(57.0, 79.0, 360.0, 310.0)",0.9693247285619322
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[34, 32, 375, 370, '3038 roof tile 2x3', 0.9547979831695557]","[31, 31, 372, 376]","(34.0, 32.0, 372.0, 370.0)",0.9627925399674698
3039 roof tile 2x2 007L.jpg,3039 roof tile 2x2,"[62, 100, 304, 310, '3039 roof tile 2x2', 0.599362313747406]","[63, 103, 301, 312]","(63.0, 103.0, 301.0, 310.0)",0.9604257641921398
3039 roof tile 2x2 018R.jpg,3039 roof tile 2x2,"[77, 100, 315, 333, '3039 roof tile 2x2', 0.780910313129425]","[79, 104, 313, 335]","(79.0, 104.0, 313.0, 333.0)",0.9582275312041773
3039 roof tile 2x2 030R.jpg,3039 roof tile 2x2,"[132, 71, 276, 324, '3039 roof tile 2x2', 0.20730304718017578]","[129, 74, 272, 328]","(132.0, 74.0, 272.0, 324.0)",0.9270540869841606
3039 roof tile 2x2 040R.jpg,3039 roof tile 2x2,"[89, 119, 319, 304, '3039 roof tile 2x2', 0.6860221028327942]","[91, 119, 320, 304]","(91.0, 119.0, 319.0, 304.0)",0.987012987012987
3039 roof tile 2x2 068R.jpg,3039 roof tile 2x2,"[101, 94, 296, 317, '3039 roof tile 2x2', 0.46448612213134766]","[103, 95, 296, 317]","(103.0, 95.0, 296.0, 317.0)",0.9853052776819593
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[101, 100, 260, 306, '3040 roof tile 1x2', 0.9977973699569702]","[103, 103, 256, 304]","(103.0, 103.0, 256.0, 304.0)",0.9389082249496244
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[111, 84, 305, 286, '3040 roof tile 1x2', 0.9927420616149902]","[111, 87, 304, 287]","(111.0, 87.0, 304.0, 286.0)",0.9752672608618369
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[135, 77, 321, 311, '3040 roof tile 1x2', 0.9952805638313293]","[135, 80, 320, 312]","(135.0, 80.0, 320.0, 311.0)",0.9777162598091926
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[110, 142, 300, 303, '3040 roof tile 1x2', 0.9929797053337097]","[111, 144, 297, 304]","(111.0, 144.0, 297.0, 303.0)",0.9609435924096699
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[77, 133, 306, 319, '3040 roof tile 1x2', 0.985420286655426]","[80, 135, 304, 320]","(80.0, 135.0, 304.0, 319.0)",0.9625858283899295
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[59, 93, 290, 320, '3045 roof corner outside tile 2x2', 0.5367656946182251]","[63, 95, 288, 320]","(63.0, 95.0, 288.0, 320.0)",0.9654442473825734
3045 roof corner outside tile 2x2 052R.jpg,3045 roof corner outside tile 2x2,"[132, 63, 327, 328, '3045 roof corner outside tile 2x2', 0.6154548525810242]","[136, 63, 326, 328]","(136.0, 63.0, 326.0, 328.0)",0.9743589743589743
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[68, 119, 307, 303, '3045 roof corner outside tile 2x2', 0.4353446960449219]","[63, 120, 304, 301]","(68.0, 120.0, 304.0, 301.0)",0.9517613243911678
3045 roof corner outside tile 2x2 090L.jpg,3045 roof corner outside tile 2x2,"[159, 82, 314, 316, '3045 roof corner outside tile 2x2', 0.31111788749694824]","[159, 87, 312, 320]","(159.0, 87.0, 312.0, 316.0)",0.949975597852611
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[115, 95, 328, 313, '3045 roof corner outside tile 2x2', 0.6782168745994568]","[119, 95, 328, 314]","(119.0, 95.0, 328.0, 313.0)",0.9768239607229381
3046 roof corner inside tile 2x2 006L.jpg,3046 roof corner inside tile 2x2,"[88, 68, 327, 297, '3046 roof corner inside tile 2x2', 0.4682384431362152]","[87, 74, 328, 296]","(88.0, 74.0, 327.0, 296.0)",0.9616311735387404
3046 roof corner inside tile 2x2 102R.jpg,3046 roof corner inside tile 2x2,"[62, 89, 327, 330, '3046 roof corner inside tile 2x2', 0.24601316452026367]","[63, 88, 324, 328]","(63.0, 89.0, 324.0, 328.0)",0.972756760128497
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[143, 125, 256, 280, '3062 Round Brick 1x1', 0.9999686479568481]","[143, 127, 256, 280]","(143.0, 127.0, 256.0, 280.0)",0.9870967741935484
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[126, 149, 279, 248, '3062 Round Brick 1x1', 0.9998823404312134]","[127, 151, 279, 248]","(127.0, 151.0, 279.0, 248.0)",0.9733940714332872
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[135, 119, 271, 272, '3062 Round Brick 1x1', 0.9999845027923584]","[135, 120, 269, 272]","(135.0, 120.0, 269.0, 272.0)",0.9788542868127643
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[128, 149, 272, 249, '3062 Round Brick 1x1', 0.9999865293502808]","[127, 151, 272, 248]","(128.0, 151.0, 272.0, 248.0)",0.9635096916603435
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[134, 144, 265, 255, '3062 Round Brick 1x1', 0.9998132586479187]","[135, 143, 264, 256]","(135.0, 144.0, 264.0, 255.0)",0.9675653760389216
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[62, 104, 321, 271, '3063 Curved Brick 2 Knobs', 0.8280639052391052]","[64, 103, 320, 272]","(64.0, 104.0, 320.0, 271.0)",0.9768536501770821
3063 Curved Brick 2 Knobs 015L.jpg,3063 Curved Brick 2 Knobs,"[108, 68, 266, 307, '3063 Curved Brick 2 Knobs', 0.7966321110725403]","[111, 71, 264, 304]","(111.0, 71.0, 264.0, 304.0)",0.9440442773158202
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[72, 124, 308, 302, '3063 Curved Brick 2 Knobs', 0.8832536339759827]","[72, 127, 304, 304]","(72.0, 127.0, 304.0, 302.0)",0.9559239028065549
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[57, 134, 337, 278, '3063 Curved Brick 2 Knobs', 0.3384808897972107]","[58, 135, 335, 280]","(58.0, 135.0, 335.0, 278.0)",0.9691001614718403
3063 Curved Brick 2 Knobs 030R.jpg,3063 Curved Brick 2 Knobs,"[119, 101, 270, 275, '3063 Curved Brick 2 Knobs', 0.7738345265388489]","[119, 103, 272, 271]","(119.0, 103.0, 270.0, 271.0)",0.953325817361894
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[82, 128, 320, 270, '3068 flat tile 2x2', 0.9754997491836548]","[80, 128, 319, 272]","(82.0, 128.0, 319.0, 270.0)",0.9738410787661324
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[77, 145, 321, 250, '3068 flat tile 2x2', 0.9921280145645142]","[79, 144, 320, 248]","(79.0, 145.0, 320.0, 248.0)",0.9598623409767604
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[105, 108, 289, 289, '3068 flat tile 2x2', 0.9430859684944153]","[108, 111, 288, 287]","(108.0, 111.0, 288.0, 287.0)",0.9512370886380015
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[104, 118, 293, 281, '3068 flat tile 2x2', 0.9203861951828003]","[106, 119, 295, 280]","(106.0, 119.0, 293.0, 280.0)",0.9671688778952102
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[78, 102, 325, 294, '3068 flat tile 2x2', 0.9980123043060303]","[80, 103, 328, 296]","(80.0, 103.0, 325.0, 294.0)",0.9649846369579115
3069 Flat Tile 1x2 005L.jpg,3069 Flat Tile 1x2,"[111, 95, 289, 303, '3069 Flat Tile 1x2', 0.9430191516876221]","[112, 99, 284, 304]","(112.0, 99.0, 284.0, 303.0)",0.943327239488117
3069 Flat Tile 1x2 011R.jpg,3069 Flat Tile 1x2,"[104, 124, 297, 272, '3069 Flat Tile 1x2', 0.8988470435142517]","[103, 127, 296, 271]","(104.0, 127.0, 296.0, 271.0)",0.9630764943569736
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[119, 130, 284, 265, '3069 Flat Tile 1x2', 0.9976230263710022]","[119, 128, 280, 263]","(119.0, 130.0, 280.0, 263.0)",0.9476036642032128
3069 Flat Tile 1x2 014L.jpg,3069 Flat Tile 1x2,"[126, 97, 274, 299, '3069 Flat Tile 1x2', 0.9963961243629456]","[127, 103, 272, 296]","(127.0, 103.0, 272.0, 296.0)",0.936078405137811
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[104, 124, 294, 275, '3069 Flat Tile 1x2', 0.9890466332435608]","[104, 127, 289, 271]","(104.0, 127.0, 289.0, 271.0)",0.9285465318926455
3070 Flat Tile 1x1 005R.jpg,3070 Flat Tile 1x1,"[135, 135, 265, 265, '3070 Flat Tile 1x1', 0.5034456253051758]","[135, 135, 261, 264]","(135.0, 135.0, 261.0, 264.0)",0.9617751479289941
3070 Flat Tile 1x1 009L.jpg,3070 Flat Tile 1x1,"[143, 141, 250, 256, '3070 Flat Tile 1x1', 0.6522855162620544]","[144, 143, 248, 256]","(144.0, 143.0, 248.0, 256.0)",0.9550589191385616
3070 Flat Tile 1x1 012L.jpg,3070 Flat Tile 1x1,"[137, 150, 265, 251, '3070 Flat Tile 1x1', 0.897011935710907]","[135, 151, 263, 248]","(137.0, 151.0, 263.0, 248.0)",0.9314128943758574
3070 Flat Tile 1x1 017L.jpg,3070 Flat Tile 1x1,"[129, 133, 268, 264, '3070 Flat Tile 1x1', 0.6943187713623047]","[133, 135, 264, 264]","(133.0, 135.0, 264.0, 264.0)",0.9280575539568345
3070 Flat Tile 1x1 039L.jpg,3070 Flat Tile 1x1,"[141, 137, 264, 259, '3070 Flat Tile 1x1', 0.660050094127655]","[143, 135, 263, 256]","(143.0, 137.0, 263.0, 256.0)",0.9366391184573003
3298 roof tile 2x3 008L.jpg,3298 roof tile 2x3,"[102, 56, 316, 351, '3298 roof tile 2x3', 0.46459075808525085]","[104, 55, 312, 352]","(104.0, 56.0, 312.0, 351.0)",0.9655997230352815
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[33, 158, 361, 327, '3298 roof tile 2x3', 0.4038544297218323]","[33, 160, 358, 328]","(33.0, 160.0, 358.0, 327.0)",0.973420377710422
3298 roof tile 2x3 012R.jpg,3298 roof tile 2x3,"[63, 53, 275, 338, '3298 roof tile 2x3', 0.8267104625701904]","[64, 55, 277, 336]","(64.0, 55.0, 275.0, 336.0)",0.9722705060509659
3298 roof tile 2x3 019R.jpg,3298 roof tile 2x3,"[58, 77, 345, 282, '3298 roof tile 2x3', 0.7102553248405457]","[55, 79, 343, 280]","(58.0, 79.0, 343.0, 280.0)",0.9637773814731316
3298 roof tile 2x3 030R.jpg,3298 roof tile 2x3,"[89, 71, 346, 320, '3298 roof tile 2x3', 0.7181184887886047]","[87, 74, 344, 320]","(89.0, 74.0, 344.0, 320.0)",0.9727843684577809
