image,classname,pbox,gtbox,ioubox,iou
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[40, 34, 374, 330, '3038 roof tile 2x3', 0.48143941164016724]","[31, 31, 372, 376]","(40.0, 34.0, 372.0, 330.0)",0.8311442272723428
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[106, 103, 251, 305, '3040 roof tile 1x2', 0.2655926048755646]","[103, 103, 256, 304]","(106.0, 103.0, 251.0, 304.0)",0.943264936241828
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[116, 87, 296, 287, '3040 roof tile 1x2', 0.33680272102355957]","[111, 87, 304, 287]","(116.0, 87.0, 296.0, 287.0)",0.9326424870466321
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[140, 81, 313, 310, '3040 roof tile 1x2', 0.3514588177204132]","[135, 80, 320, 312]","(140.0, 81.0, 313.0, 310.0)",0.9230428704566636
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[87, 142, 299, 313, '3040 roof tile 1x2', 0.3894630968570709]","[80, 135, 304, 320]","(87.0, 142.0, 299.0, 313.0)",0.8748069498069498
3659 brick bow 1x4 002R.jpg,3659 brick bow 1x4,"[19, 132, 376, 270, '3659 brick bow 1x4', 0.23931556940078735]","[24, 127, 359, 288]","(24.0, 132.0, 359.0, 270.0)",0.8114654824384336
3659 brick bow 1x4 006R.jpg,3659 brick bow 1x4,"[10, 66, 400, 264, '3659 brick bow 1x4', 0.37978482246398926]","[15, 59, 384, 320]","(15.0, 66.0, 384.0, 264.0)",0.7272238645525396
3659 brick bow 1x4 023L.jpg,3659 brick bow 1x4,"[94, 2, 292, 381, '3659 brick bow 1x4', 0.24226270616054535]","[79, 12, 312, 400]","(94.0, 12.0, 292.0, 381.0)",0.7908512296501559
3659 brick bow 1x4 038L.jpg,3659 brick bow 1x4,"[21, 145, 357, 315, '3659 brick bow 1x4', 0.20738321542739868]","[45, 95, 352, 328]","(45.0, 145.0, 352.0, 315.0)",0.6825701991865134
3659 brick bow 1x4 040R.jpg,3659 brick bow 1x4,"[9, 121, 382, 245, '3659 brick bow 1x4', 0.27592578530311584]","[18, 111, 368, 272]","(18.0, 121.0, 368.0, 245.0)",0.7330833417789939
4286 roof tile 1x3 007L.jpg,4286 roof tile 1x3,"[48, 99, 290, 307, '4286 roof tile 1x3', 0.22881343960762024]","[47, 95, 296, 312]","(48.0, 99.0, 290.0, 307.0)",0.9315788499620602
4286 roof tile 1x3 031R.jpg,4286 roof tile 1x3,"[102, 100, 295, 329, '4286 roof tile 1x3', 0.22541429102420807]","[95, 95, 302, 328]","(102.0, 100.0, 295.0, 328.0)",0.90872294729886
4286 roof tile 1x3 040L.jpg,4286 roof tile 1x3,"[51, 98, 348, 294, '4286 roof tile 1x3', 0.3391976058483124]","[51, 87, 352, 303]","(51.0, 98.0, 348.0, 294.0)",0.8953488372093024
4490 brick bow 1x3 005R.jpg,4490 brick bow 1x3,"[58, 96, 345, 295, '4490 brick bow 1x3', 0.4845975339412689]","[55, 95, 344, 310]","(58.0, 96.0, 344.0, 295.0)",0.9130490582988418
4490 brick bow 1x3 014L.jpg,4490 brick bow 1x3,"[55, 80, 365, 297, '4490 brick bow 1x3', 0.4467644691467285]","[55, 75, 352, 311]","(55.0, 80.0, 352.0, 297.0)",0.8839164483699752
4490 brick bow 1x3 015L.jpg,4490 brick bow 1x3,"[85, 85, 332, 304, '4490 brick bow 1x3', 0.4421420097351074]","[82, 80, 336, 312]","(85.0, 85.0, 332.0, 304.0)",0.9179507195221287
4490 brick bow 1x3 027L.jpg,4490 brick bow 1x3,"[61, 106, 342, 266, '4490 brick bow 1x3', 0.4393395185470581]","[55, 103, 344, 280]","(61.0, 106.0, 342.0, 266.0)",0.878931831955115
4490 brick bow 1x3 051L.jpg,4490 brick bow 1x3,"[68, 82, 330, 322, '4490 brick bow 1x3', 0.637670636177063]","[63, 87, 327, 336]","(68.0, 87.0, 327.0, 322.0)",0.8983631237915307
14719 flat tile corner 2x2 010L.jpg,14719 flat tile corner 2x2,"[95, 93, 301, 291, '14719 flat tile corner 2x2', 0.349481999874115]","[87, 94, 312, 291]","(95.0, 94.0, 301.0, 291.0)",0.9113202039028991
14719 flat tile corner 2x2 016L.jpg,14719 flat tile corner 2x2,"[81, 90, 268, 302, '14719 flat tile corner 2x2', 0.29905641078948975]","[71, 90, 280, 304]","(81.0, 90.0, 268.0, 302.0)",0.8863748155435317
14719 flat tile corner 2x2 023R.jpg,14719 flat tile corner 2x2,"[101, 108, 283, 293, '14719 flat tile corner 2x2', 0.20145095884799957]","[95, 103, 287, 296]","(101.0, 108.0, 283.0, 293.0)",0.9086247841105354
14719 flat tile corner 2x2 031L.jpg,14719 flat tile corner 2x2,"[74, 130, 322, 296, '14719 flat tile corner 2x2', 0.309000700712204]","[71, 128, 328, 311]","(74.0, 130.0, 322.0, 296.0)",0.8753375433224895
33909 plate 2 knobs 2x2 012L.jpg,33909 plate 2 knobs 2x2,"[99, 94, 307, 293, '33909 plate 2 knobs 2x2', 0.22513419389724731]","[95, 87, 320, 296]","(99.0, 94.0, 307.0, 293.0)",0.8802126528442318
33909 plate 2 knobs 2x2 018R.jpg,33909 plate 2 knobs 2x2,"[81, 95, 324, 307, '33909 plate 2 knobs 2x2', 0.44750258326530457]","[79, 97, 320, 320]","(81.0, 97.0, 320.0, 307.0)",0.9114020592347782
33909 plate 2 knobs 2x2 021L.jpg,33909 plate 2 knobs 2x2,"[92, 101, 320, 304, '33909 plate 2 knobs 2x2', 0.3940590023994446]","[88, 103, 327, 314]","(92.0, 103.0, 320.0, 304.0)",0.9006190429399626
33909 plate 2 knobs 2x2 036R.jpg,33909 plate 2 knobs 2x2,"[101, 77, 314, 305, '33909 plate 2 knobs 2x2', 0.37732431292533875]","[97, 79, 318, 311]","(101.0, 79.0, 314.0, 305.0)",0.9311385353398584
33909 plate 2 knobs 2x2 051L.jpg,33909 plate 2 knobs 2x2,"[99, 100, 311, 284, '33909 plate 2 knobs 2x2', 0.22628355026245117]","[98, 95, 320, 288]","(99.0, 100.0, 311.0, 284.0)",0.9104233767446203
