image,classname,pbox,gtbox,ioubox,iou
3005 brick 1x1 012L.jpg,3005 brick 1x1,"[120, 111, 288, 271, '3005 brick 1x1', 0.8420664668083191]","[119, 111, 282, 272]","(120.0, 111.0, 282.0, 271.0)",0.952836084255413
3005 brick 1x1 015R.jpg,3005 brick 1x1,"[111, 128, 268, 279, '3005 brick 1x1', 0.9492220878601074]","[114, 127, 267, 280]","(114.0, 128.0, 267.0, 279.0)",0.9621038604089451
3005 brick 1x1 017L.jpg,3005 brick 1x1,"[111, 110, 273, 279, '3005 brick 1x1', 0.913979172706604]","[111, 111, 272, 277]","(111.0, 111.0, 272.0, 277.0)",0.9761852582365403
3005 brick 1x1 030L.jpg,3005 brick 1x1,"[128, 111, 288, 278, '3005 brick 1x1', 0.7695319652557373]","[127, 111, 287, 280]","(128.0, 111.0, 287.0, 278.0)",0.9759620685852906
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[14, 87, 376, 326, '3010 brick 1x4', 0.9295714497566223]","[15, 89, 376, 328]","(15.0, 89.0, 376.0, 326.0)",0.9807083906464924
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[55, 54, 354, 366, '3010 brick 1x4', 0.9073235392570496]","[55, 55, 352, 368]","(55.0, 55.0, 352.0, 366.0)",0.9838627212884259
3010 brick 1x4 015L.jpg,3010 brick 1x4,"[116, 6, 298, 383, '3010 brick 1x4', 0.5055291056632996]","[119, 7, 296, 390]","(119.0, 7.0, 296.0, 383.0)",0.9527436187422158
3010 brick 1x4 021L.jpg,3010 brick 1x4,"[110, 85, 280, 336, '3010 brick 1x4', 0.9791330695152283]","[112, 87, 280, 336]","(112.0, 87.0, 280.0, 336.0)",0.9803609093039606
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[47, 47, 330, 350, '3010 brick 1x4', 0.6184267997741699]","[47, 47, 328, 351]","(47.0, 47.0, 328.0, 350.0)",0.9896896431477391
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[31, 103, 390, 287, '3020 plate 2x4', 0.9949023723602295]","[31, 103, 390, 288]","(31.0, 103.0, 390.0, 287.0)",0.9945945945945946
3020 plate 2x4 024R.jpg,3020 plate 2x4,"[74, 45, 335, 369, '3020 plate 2x4', 0.9941114783287048]","[71, 47, 336, 368]","(74.0, 47.0, 335.0, 368.0)",0.975922560805144
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[72, 82, 355, 319, '3020 plate 2x4', 0.9883630871772766]","[71, 86, 359, 320]","(72.0, 86.0, 355.0, 319.0)",0.9622759908937015
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[71, 40, 319, 327, '3020 plate 2x4', 0.9799743890762329]","[73, 39, 320, 328]","(73.0, 40.0, 319.0, 327.0)",0.9811693094486985
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 108, 381, 312, '3020 plate 2x4', 0.9854201674461365]","[0, 111, 400, 312]","(0.0, 111.0, 381.0, 312.0)",0.939148670026857
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[27, 104, 400, 312, '3020 plate 2x4', 0.7556875348091125]","[0, 111, 400, 312]","(27.0, 111.0, 400.0, 312.0)",0.903169459469227
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 109, 354, 312, '3020 plate 2x4', 0.5747319459915161]","[0, 111, 400, 312]","(0.0, 111.0, 354.0, 312.0)",0.8772747447847314
3021 plate 2x3 009R.jpg,3021 plate 2x3,"[88, 55, 303, 345, '3021 plate 2x3', 0.9718137383460999]","[88, 56, 296, 344]","(88.0, 56.0, 296.0, 344.0)",0.9607698476343224
3021 plate 2x3 011L.jpg,3021 plate 2x3,"[40, 87, 367, 286, '3021 plate 2x3', 0.3371801972389221]","[40, 93, 364, 285]","(40.0, 93.0, 364.0, 285.0)",0.9559725231662901
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[87, 48, 335, 352, '3021 plate 2x3', 0.9681740999221802]","[87, 48, 335, 352]","(87.0, 48.0, 335.0, 352.0)",1.0
3021 plate 2x3 019L.jpg,3021 plate 2x3,"[40, 70, 350, 319, '3021 plate 2x3', 0.9647350907325745]","[39, 71, 351, 314]","(40.0, 71.0, 350.0, 314.0)",0.9697976208867604
3021 plate 2x3 025L.jpg,3021 plate 2x3,"[45, 110, 362, 274, '3021 plate 2x3', 0.9725855588912964]","[47, 111, 360, 272]","(47.0, 111.0, 360.0, 272.0)",0.9693198430407017
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[120, 103, 296, 301, '3022 Plate 2x2', 0.9657901525497437]","[121, 105, 296, 304]","(121.0, 105.0, 296.0, 301.0)",0.9696661295338252
3022 Plate 2x2 009L.jpg,3022 Plate 2x2,"[78, 79, 319, 304, '3022 Plate 2x2', 0.9322130084037781]","[79, 80, 320, 301]","(79.0, 80.0, 319.0, 301.0)",0.9741762480255666
3022 Plate 2x2 022R.jpg,3022 Plate 2x2,"[112, 79, 304, 325, '3022 Plate 2x2', 0.9519879817962646]","[113, 79, 304, 327]","(113.0, 79.0, 304.0, 325.0)",0.9868106019238039
3022 Plate 2x2 024L.jpg,3022 Plate 2x2,"[104, 79, 312, 304, '3022 Plate 2x2', 0.9763922691345215]","[103, 80, 311, 303]","(104.0, 80.0, 311.0, 303.0)",0.9816685451800183
3022 Plate 2x2 035R.jpg,3022 Plate 2x2,"[95, 111, 312, 296, '3022 Plate 2x2', 0.6932127475738525]","[95, 111, 312, 296]","(95.0, 111.0, 312.0, 296.0)",1.0
3023 Plate 1x2 017L.jpg,3023 Plate 1x2,"[95, 158, 305, 255, '3023 Plate 1x2', 0.9625906348228455]","[95, 159, 304, 255]","(95.0, 159.0, 304.0, 255.0)",0.984977908689249
3023 Plate 1x2 020R.jpg,3023 Plate 1x2,"[104, 163, 296, 239, '3023 Plate 1x2', 0.9230936765670776]","[103, 167, 296, 240]","(104.0, 167.0, 296.0, 239.0)",0.9304704852931278
3023 Plate 1x2 036L.jpg,3023 Plate 1x2,"[112, 96, 295, 304, '3023 Plate 1x2', 0.8497304916381836]","[114, 96, 294, 302]","(114.0, 96.0, 294.0, 302.0)",0.9741488020176545
3023 Plate 1x2 037R.jpg,3023 Plate 1x2,"[111, 143, 291, 271, '3023 Plate 1x2', 0.7900205254554749]","[111, 143, 296, 272]","(111.0, 143.0, 291.0, 271.0)",0.9654305468258957
3023 Plate 1x2 050L.jpg,3023 Plate 1x2,"[112, 142, 304, 248, '3023 Plate 1x2', 0.9711279273033142]","[115, 143, 303, 248]","(115.0, 143.0, 303.0, 248.0)",0.9699292452830188
3024 plate 1x1 001L.jpg,3024 plate 1x1,"[127, 162, 264, 247, '3024 plate 1x1', 0.9568039178848267]","[128, 160, 264, 244]","(128.0, 162.0, 264.0, 244.0)",0.9358059914407989
3024 plate 1x1 003R.jpg,3024 plate 1x1,"[134, 160, 264, 255, '3024 plate 1x1', 0.9554938077926636]","[136, 159, 264, 256]","(136.0, 160.0, 264.0, 255.0)",0.9646200222116452
3024 plate 1x1 010L.jpg,3024 plate 1x1,"[158, 144, 256, 257, '3024 plate 1x1', 0.968562662601471]","[159, 144, 256, 256]","(159.0, 144.0, 256.0, 256.0)",0.9810366624525917
3024 plate 1x1 018R.jpg,3024 plate 1x1,"[133, 144, 263, 264, '3024 plate 1x1', 0.970003068447113]","[135, 146, 261, 264]","(135.0, 146.0, 261.0, 264.0)",0.953076923076923
3024 plate 1x1 020R.jpg,3024 plate 1x1,"[168, 135, 239, 263, '3024 plate 1x1', 0.910200297832489]","[167, 135, 240, 264]","(168.0, 135.0, 239.0, 263.0)",0.9650631836041202
3037 roof tile 1x4 004L.jpg,3037 roof tile 1x4,"[0, 21, 384, 382, '3037 roof tile 1x4', 0.8911330699920654]","[0, 27, 384, 384]","(0.0, 27.0, 384.0, 382.0)",0.977961432506887
3037 roof tile 1x4 007L.jpg,3037 roof tile 1x4,"[36, 94, 391, 311, '3037 roof tile 1x4', 0.8891816139221191]","[39, 95, 391, 312]","(39.0, 95.0, 391.0, 311.0)",0.9824905991962475
3037 roof tile 1x4 011L.jpg,3037 roof tile 1x4,"[24, 86, 391, 279, '3037 roof tile 1x4', 0.9592865705490112]","[27, 87, 400, 280]","(27.0, 87.0, 391.0, 279.0)",0.9582624910875884
3037 roof tile 1x4 026L.jpg,3037 roof tile 1x4,"[9, 31, 331, 372, '3037 roof tile 1x4', 0.8850428462028503]","[8, 31, 328, 376]","(9.0, 31.0, 328.0, 372.0)",0.976270608402215
3037 roof tile 1x4 039R.jpg,3037 roof tile 1x4,"[48, 79, 367, 296, '3037 roof tile 1x4', 0.8135494589805603]","[47, 79, 368, 296]","(48.0, 79.0, 367.0, 296.0)",0.9937694704049844
3038 roof tile 2x3 003L.jpg,3038 roof tile 2x3,"[56, 125, 351, 272, '3038 roof tile 2x3', 0.47807228565216064]","[55, 127, 352, 272]","(56.0, 127.0, 351.0, 272.0)",0.9798419425037224
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[48, 103, 336, 319, '3038 roof tile 2x3', 0.953607976436615]","[47, 104, 336, 320]","(48.0, 104.0, 336.0, 319.0)",0.9873708381171068
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[48, 62, 330, 334, '3038 roof tile 2x3', 0.9017060995101929]","[47, 63, 328, 335]","(48.0, 63.0, 328.0, 334.0)",0.9821890856373615
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[55, 79, 359, 310, '3038 roof tile 2x3', 0.8408390283584595]","[55, 79, 360, 312]","(55.0, 79.0, 359.0, 310.0)",0.9881657637374235
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[35, 30, 374, 373, '3038 roof tile 2x3', 0.7025041580200195]","[31, 31, 372, 376]","(35.0, 31.0, 372.0, 373.0)",0.9712306603296592
3039 roof tile 2x2 007L.jpg,3039 roof tile 2x2,"[62, 102, 303, 311, '3039 roof tile 2x2', 0.9158498048782349]","[63, 103, 301, 312]","(63.0, 103.0, 301.0, 311.0)",0.9782045962021064
3039 roof tile 2x2 018R.jpg,3039 roof tile 2x2,"[79, 103, 318, 334, '3039 roof tile 2x2', 0.958023190498352]","[79, 104, 313, 335]","(79.0, 104.0, 313.0, 334.0)",0.9707266922785563
3039 roof tile 2x2 030R.jpg,3039 roof tile 2x2,"[129, 71, 272, 327, '3039 roof tile 2x2', 0.9274553060531616]","[129, 74, 272, 328]","(129.0, 74.0, 272.0, 327.0)",0.9844357976653697
3039 roof tile 2x2 040R.jpg,3039 roof tile 2x2,"[85, 118, 319, 303, '3039 roof tile 2x2', 0.8907288312911987]","[91, 119, 320, 304]","(91.0, 119.0, 319.0, 303.0)",0.9599341006338238
3039 roof tile 2x2 068R.jpg,3039 roof tile 2x2,"[102, 95, 296, 319, '3039 roof tile 2x2', 0.9524261951446533]","[103, 95, 296, 317]","(103.0, 95.0, 296.0, 317.0)",0.9859628129602357
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[104, 103, 255, 303, '3040 roof tile 1x2', 0.9286342859268188]","[103, 103, 256, 304]","(104.0, 103.0, 255.0, 303.0)",0.9820180145026501
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[112, 86, 303, 287, '3040 roof tile 1x2', 0.7245798707008362]","[111, 87, 304, 287]","(112.0, 87.0, 303.0, 287.0)",0.9847645072310588
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[135, 79, 319, 310, '3040 roof tile 1x2', 0.6312181949615479]","[135, 80, 320, 312]","(135.0, 80.0, 319.0, 310.0)",0.98181143281366
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[111, 143, 298, 303, '3040 roof tile 1x2', 0.9614542722702026]","[111, 144, 297, 304]","(111.0, 144.0, 297.0, 303.0)",0.982329103833123
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[78, 134, 304, 320, '3040 roof tile 1x2', 0.8160426020622253]","[80, 135, 304, 320]","(80.0, 135.0, 304.0, 320.0)",0.9858216766581026
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[63, 95, 289, 319, '3045 roof corner outside tile 2x2', 0.775283932685852]","[63, 95, 288, 320]","(63.0, 95.0, 288.0, 319.0)",0.9911699345119864
3045 roof corner outside tile 2x2 052R.jpg,3045 roof corner outside tile 2x2,"[136, 64, 327, 326, '3045 roof corner outside tile 2x2', 0.8879623413085938]","[136, 63, 326, 328]","(136.0, 64.0, 326.0, 326.0)",0.9835612107800522
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[63, 118, 304, 302, '3045 roof corner outside tile 2x2', 0.7348847389221191]","[63, 120, 304, 301]","(63.0, 120.0, 304.0, 301.0)",0.9836956521739131
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[118, 94, 328, 319, '3045 roof corner outside tile 2x2', 0.9332359433174133]","[119, 95, 328, 314]","(119.0, 95.0, 328.0, 314.0)",0.9686984126984127
3046 roof corner inside tile 2x2 006L.jpg,3046 roof corner inside tile 2x2,"[87, 70, 327, 299, '3046 roof corner inside tile 2x2', 0.9368284940719604]","[87, 74, 328, 296]","(87.0, 74.0, 327.0, 296.0)",0.9655322387735131
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[71, 79, 319, 311, '3046 roof corner inside tile 2x2', 0.8384573459625244]","[71, 79, 320, 311]","(71.0, 79.0, 319.0, 311.0)",0.9959839357429718
3046 roof corner inside tile 2x2 044R.jpg,3046 roof corner inside tile 2x2,"[97, 63, 319, 327, '3046 roof corner inside tile 2x2', 0.9628674387931824]","[95, 63, 320, 323]","(97.0, 63.0, 319.0, 323.0)",0.9719135178824004
3046 roof corner inside tile 2x2 088L.jpg,3046 roof corner inside tile 2x2,"[62, 64, 318, 336, '3046 roof corner inside tile 2x2', 0.9280935525894165]","[63, 64, 320, 335]","(63.0, 64.0, 318.0, 335.0)",0.9847664377119731
3046 roof corner inside tile 2x2 102R.jpg,3046 roof corner inside tile 2x2,"[64, 87, 326, 327, '3046 roof corner inside tile 2x2', 0.9385278820991516]","[63, 88, 324, 328]","(64.0, 88.0, 324.0, 327.0)",0.9804354686020826
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[143, 125, 254, 279, '3062 Round Brick 1x1', 0.9898606538772583]","[143, 127, 256, 280]","(143.0, 127.0, 254.0, 279.0)",0.9635086517046428
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[127, 150, 280, 248, '3062 Round Brick 1x1', 0.9800565838813782]","[127, 151, 279, 248]","(127.0, 151.0, 279.0, 248.0)",0.9833266639989329
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[134, 120, 269, 270, '3062 Round Brick 1x1', 0.9867223501205444]","[135, 120, 269, 272]","(135.0, 120.0, 269.0, 270.0)",0.979627644019885
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[128, 150, 272, 248, '3062 Round Brick 1x1', 0.98337721824646]","[127, 151, 272, 248]","(128.0, 151.0, 272.0, 248.0)",0.9830389189950032
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[134, 142, 264, 256, '3062 Round Brick 1x1', 0.981287956237793]","[135, 143, 264, 256]","(135.0, 143.0, 264.0, 256.0)",0.9836032388663968
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[63, 104, 319, 272, '3063 Curved Brick 2 Knobs', 0.9968370199203491]","[64, 103, 320, 272]","(64.0, 104.0, 319.0, 272.0)",0.9863694971449622
3063 Curved Brick 2 Knobs 015L.jpg,3063 Curved Brick 2 Knobs,"[111, 71, 265, 304, '3063 Curved Brick 2 Knobs', 0.9808965921401978]","[111, 71, 264, 304]","(111.0, 71.0, 264.0, 304.0)",0.9935064935064936
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[72, 127, 304, 302, '3063 Curved Brick 2 Knobs', 0.995613694190979]","[72, 127, 304, 304]","(72.0, 127.0, 304.0, 302.0)",0.9887005649717514
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[59, 134, 335, 279, '3063 Curved Brick 2 Knobs', 0.9359312653541565]","[58, 135, 335, 280]","(59.0, 135.0, 335.0, 279.0)",0.9827650157018867
3063 Curved Brick 2 Knobs 030R.jpg,3063 Curved Brick 2 Knobs,"[119, 103, 275, 272, '3063 Curved Brick 2 Knobs', 0.988021969795227]","[119, 103, 272, 271]","(119.0, 103.0, 272.0, 271.0)",0.9749658625398271
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[80, 126, 320, 271, '3068 flat tile 2x2', 0.8337574601173401]","[80, 128, 319, 272]","(80.0, 128.0, 319.0, 271.0)",0.9753988412911327
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[79, 143, 317, 248, '3068 flat tile 2x2', 0.9877436757087708]","[79, 144, 320, 248]","(79.0, 144.0, 317.0, 248.0)",0.9782625879377125
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[102, 110, 289, 287, '3068 flat tile 2x2', 0.7407970428466797]","[108, 111, 288, 287]","(108.0, 111.0, 288.0, 287.0)",0.9571286141575274
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[104, 118, 291, 279, '3068 flat tile 2x2', 0.8364973664283752]","[106, 119, 295, 280]","(106.0, 119.0, 291.0, 279.0)",0.9568140677527799
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[79, 103, 328, 295, '3068 flat tile 2x2', 0.9906195402145386]","[80, 103, 328, 296]","(80.0, 103.0, 328.0, 295.0)",0.9908440153154653
3069 Flat Tile 1x2 005L.jpg,3069 Flat Tile 1x2,"[110, 95, 287, 302, '3069 Flat Tile 1x2', 0.699485182762146]","[112, 99, 284, 304]","(112.0, 99.0, 284.0, 302.0)",0.9441094556958602
3069 Flat Tile 1x2 011R.jpg,3069 Flat Tile 1x2,"[102, 126, 296, 271, '3069 Flat Tile 1x2', 0.7025639414787292]","[103, 127, 296, 271]","(103.0, 127.0, 296.0, 271.0)",0.9879843583362957
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[120, 128, 281, 263, '3069 Flat Tile 1x2', 0.9711767435073853]","[119, 128, 280, 263]","(120.0, 128.0, 280.0, 263.0)",0.9876543209876543
3069 Flat Tile 1x2 014L.jpg,3069 Flat Tile 1x2,"[128, 102, 272, 295, '3069 Flat Tile 1x2', 0.7907111048698425]","[127, 103, 272, 296]","(128.0, 103.0, 272.0, 295.0)",0.982900209747947
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[103, 127, 294, 271, '3069 Flat Tile 1x2', 0.4661000669002533]","[104, 127, 289, 271]","(104.0, 127.0, 289.0, 271.0)",0.9685863874345549
3070 Flat Tile 1x1 005R.jpg,3070 Flat Tile 1x1,"[137, 135, 264, 262, '3070 Flat Tile 1x1', 0.7206128239631653]","[135, 135, 261, 264]","(137.0, 135.0, 261.0, 262.0)",0.9466786895100692
3070 Flat Tile 1x1 009L.jpg,3070 Flat Tile 1x1,"[143, 142, 248, 256, '3070 Flat Tile 1x1', 0.6901353001594543]","[144, 143, 248, 256]","(144.0, 143.0, 248.0, 256.0)",0.9817878028404344
