image,classname,pbox,gtbox,ioubox,iou
3021 plate 2x3 025L.jpg,3021 plate 2x3,"[46, 110, 361, 272, '3021 plate 2x3', 0.9970794916152954]","[47, 111, 360, 272]","(47.0, 111.0, 360.0, 272.0)",0.987517146776406
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[120, 102, 297, 302, '3022 Plate 2x2', 0.9618332982063293]","[121, 105, 296, 304]","(121.0, 105.0, 296.0, 302.0)",0.9643356643356643
3022 Plate 2x2 009L.jpg,3022 Plate 2x2,"[79, 82, 319, 302, '3022 Plate 2x2', 0.7488917112350464]","[79, 80, 320, 301]","(79.0, 82.0, 319.0, 301.0)",0.9824115437094634
3022 Plate 2x2 022R.jpg,3022 Plate 2x2,"[112, 78, 306, 326, '3022 Plate 2x2', 0.9735974073410034]","[113, 79, 304, 327]","(113.0, 79.0, 304.0, 326.0)",0.9766888184998861
3022 Plate 2x2 024L.jpg,3022 Plate 2x2,"[103, 79, 313, 303, '3022 Plate 2x2', 0.9524924755096436]","[103, 80, 311, 303]","(103.0, 80.0, 311.0, 303.0)",0.9860544217687075
3022 Plate 2x2 035R.jpg,3022 Plate 2x2,"[96, 108, 312, 294, '3022 Plate 2x2', 0.9454668164253235]","[95, 111, 312, 296]","(96.0, 111.0, 312.0, 294.0)",0.9689897776579315
3023 Plate 1x2 017L.jpg,3023 Plate 1x2,"[96, 158, 304, 255, '3023 Plate 1x2', 0.9982557892799377]","[95, 159, 304, 255]","(96.0, 159.0, 304.0, 255.0)",0.9850039463299132
3023 Plate 1x2 020R.jpg,3023 Plate 1x2,"[101, 165, 298, 240, '3023 Plate 1x2', 0.9939051270484924]","[103, 167, 296, 240]","(103.0, 167.0, 296.0, 240.0)",0.9535702199661591
3023 Plate 1x2 036L.jpg,3023 Plate 1x2,"[111, 95, 295, 304, '3023 Plate 1x2', 0.9950785636901855]","[114, 96, 294, 302]","(114.0, 96.0, 294.0, 302.0)",0.9642188475140421
3023 Plate 1x2 037R.jpg,3023 Plate 1x2,"[112, 141, 294, 271, '3023 Plate 1x2', 0.9964553117752075]","[111, 143, 296, 272]","(112.0, 143.0, 294.0, 271.0)",0.9614924264311362
3023 Plate 1x2 050L.jpg,3023 Plate 1x2,"[112, 140, 303, 248, '3023 Plate 1x2', 0.9992190599441528]","[115, 143, 303, 248]","(115.0, 143.0, 303.0, 248.0)",0.9569517161140197
3024 plate 1x1 001L.jpg,3024 plate 1x1,"[127, 163, 264, 247, '3024 plate 1x1', 0.9952240586280823]","[128, 160, 264, 244]","(128.0, 163.0, 264.0, 244.0)",0.9244712990936556
3024 plate 1x1 003R.jpg,3024 plate 1x1,"[135, 159, 262, 254, '3024 plate 1x1', 0.9984751343727112]","[136, 159, 264, 256]","(136.0, 159.0, 262.0, 254.0)",0.9567580529134362
3024 plate 1x1 010L.jpg,3024 plate 1x1,"[158, 144, 257, 256, '3024 plate 1x1', 0.995721697807312]","[159, 144, 256, 256]","(159.0, 144.0, 256.0, 256.0)",0.9797979797979798
3024 plate 1x1 018R.jpg,3024 plate 1x1,"[133, 145, 264, 265, '3024 plate 1x1', 0.998563826084137]","[135, 146, 261, 264]","(135.0, 146.0, 261.0, 264.0)",0.9458015267175572
3024 plate 1x1 020R.jpg,3024 plate 1x1,"[167, 135, 240, 263, '3024 plate 1x1', 0.9971248507499695]","[167, 135, 240, 264]","(167.0, 135.0, 240.0, 263.0)",0.9922480620155039
3037 roof tile 1x4 004L.jpg,3037 roof tile 1x4,"[0, 24, 387, 387, '3037 roof tile 1x4', 0.8004165291786194]","[0, 27, 384, 384]","(0.0, 27.0, 384.0, 384.0)",0.9758472676020244
3037 roof tile 1x4 007L.jpg,3037 roof tile 1x4,"[40, 94, 389, 315, '3037 roof tile 1x4', 0.8850089907646179]","[39, 95, 391, 312]","(40.0, 95.0, 389.0, 312.0)",0.9736821805091284
3037 roof tile 1x4 011L.jpg,3037 roof tile 1x4,"[26, 83, 398, 282, '3037 roof tile 1x4', 0.9710270762443542]","[27, 87, 400, 280]","(27.0, 87.0, 398.0, 280.0)",0.9622248501626038
3037 roof tile 1x4 026L.jpg,3037 roof tile 1x4,"[13, 29, 328, 377, '3037 roof tile 1x4', 0.6260154247283936]","[8, 31, 328, 376]","(13.0, 31.0, 328.0, 376.0)",0.9760204768961337
3038 roof tile 2x3 003L.jpg,3038 roof tile 2x3,"[55, 125, 349, 271, '3038 roof tile 2x3', 0.984660804271698]","[55, 127, 352, 272]","(55.0, 127.0, 349.0, 271.0)",0.9698302522163426
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[49, 103, 338, 319, '3038 roof tile 2x3', 0.975141167640686]","[47, 104, 336, 320]","(49.0, 104.0, 336.0, 319.0)",0.9772262958681089
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[48, 60, 331, 336, '3038 roof tile 2x3', 0.9886810779571533]","[47, 63, 328, 335]","(48.0, 63.0, 328.0, 335.0)",0.9716764480734882
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[57, 77, 357, 310, '3038 roof tile 2x3', 0.9927613735198975]","[55, 79, 360, 312]","(57.0, 79.0, 357.0, 310.0)",0.9669992325402916
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[34, 31, 373, 377, '3038 roof tile 2x3', 0.9912406802177429]","[31, 31, 372, 376]","(34.0, 31.0, 372.0, 376.0)",0.9854727074512588
3039 roof tile 2x2 007L.jpg,3039 roof tile 2x2,"[65, 101, 303, 312, '3039 roof tile 2x2', 0.8952783942222595]","[63, 103, 301, 312]","(65.0, 103.0, 301.0, 312.0)",0.9740895805355874
3039 roof tile 2x2 018R.jpg,3039 roof tile 2x2,"[79, 103, 314, 333, '3039 roof tile 2x2', 0.9803780913352966]","[79, 104, 313, 335]","(79.0, 104.0, 313.0, 333.0)",0.9829047287134525
3039 roof tile 2x2 030R.jpg,3039 roof tile 2x2,"[128, 71, 274, 327, '3039 roof tile 2x2', 0.47425079345703125]","[129, 74, 272, 328]","(129.0, 74.0, 272.0, 327.0)",0.9642847623870572
3039 roof tile 2x2 040R.jpg,3039 roof tile 2x2,"[89, 119, 319, 303, '3039 roof tile 2x2', 0.9875203371047974]","[91, 119, 320, 304]","(91.0, 119.0, 319.0, 303.0)",0.9817237263941216
3039 roof tile 2x2 068R.jpg,3039 roof tile 2x2,"[102, 95, 296, 320, '3039 roof tile 2x2', 0.9198518395423889]","[103, 95, 296, 317]","(103.0, 95.0, 296.0, 317.0)",0.9815807560137457
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[104, 101, 258, 303, '3040 roof tile 1x2', 0.9983291029930115]","[103, 103, 256, 304]","(104.0, 103.0, 256.0, 303.0)",0.9662757064301835
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[111, 88, 304, 287, '3040 roof tile 1x2', 0.9885848164558411]","[111, 87, 304, 287]","(111.0, 88.0, 304.0, 287.0)",0.995
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[135, 79, 321, 310, '3040 roof tile 1x2', 0.9790313839912415]","[135, 80, 320, 312]","(135.0, 80.0, 320.0, 310.0)",0.9818626546058704
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[110, 142, 296, 303, '3040 roof tile 1x2', 0.9974005222320557]","[111, 144, 297, 304]","(111.0, 144.0, 296.0, 303.0)",0.9710805189660295
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[78, 134, 305, 317, '3040 roof tile 1x2', 0.9665915369987488]","[80, 135, 304, 320]","(80.0, 135.0, 304.0, 317.0)",0.9657688389832516
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[60, 93, 290, 319, '3045 roof corner outside tile 2x2', 0.9184540510177612]","[63, 95, 288, 320]","(63.0, 95.0, 288.0, 319.0)",0.9654247677425534
3045 roof corner outside tile 2x2 052R.jpg,3045 roof corner outside tile 2x2,"[135, 63, 327, 327, '3045 roof corner outside tile 2x2', 0.4670078456401825]","[136, 63, 326, 328]","(136.0, 63.0, 326.0, 327.0)",0.9858878100554267
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[64, 118, 307, 303, '3045 roof corner outside tile 2x2', 0.7570000886917114]","[63, 120, 304, 301]","(64.0, 120.0, 304.0, 301.0)",0.9624246721020915
3045 roof corner outside tile 2x2 090L.jpg,3045 roof corner outside tile 2x2,"[160, 86, 311, 320, '3045 roof corner outside tile 2x2', 0.6757609248161316]","[159, 87, 312, 320]","(160.0, 87.0, 311.0, 320.0)",0.9827653631284916
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[116, 95, 327, 313, '3045 roof corner outside tile 2x2', 0.9184760451316833]","[119, 95, 328, 314]","(119.0, 95.0, 327.0, 313.0)",0.9767151319332257
3046 roof corner inside tile 2x2 006L.jpg,3046 roof corner inside tile 2x2,"[88, 72, 327, 297, '3046 roof corner inside tile 2x2', 0.9636733531951904]","[87, 74, 328, 296]","(88.0, 74.0, 327.0, 296.0)",0.9785868422508714
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[71, 77, 319, 311, '3046 roof corner inside tile 2x2', 0.8611280918121338]","[71, 79, 320, 311]","(71.0, 79.0, 319.0, 311.0)",0.9875051489770699
3046 roof corner inside tile 2x2 044R.jpg,3046 roof corner inside tile 2x2,"[96, 63, 318, 325, '3046 roof corner inside tile 2x2', 0.7053632736206055]","[95, 63, 320, 323]","(96.0, 63.0, 318.0, 323.0)",0.9792345276872965
3046 roof corner inside tile 2x2 088L.jpg,3046 roof corner inside tile 2x2,"[62, 62, 319, 333, '3046 roof corner inside tile 2x2', 0.6620681881904602]","[63, 64, 320, 335]","(63.0, 64.0, 319.0, 333.0)",0.9777651568933693
3046 roof corner inside tile 2x2 102R.jpg,3046 roof corner inside tile 2x2,"[62, 89, 326, 327, '3046 roof corner inside tile 2x2', 0.9710190296173096]","[63, 88, 324, 328]","(63.0, 89.0, 324.0, 327.0)",0.9804905767591628
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[143, 126, 256, 278, '3062 Round Brick 1x1', 0.9999816417694092]","[143, 127, 256, 280]","(143.0, 127.0, 256.0, 278.0)",0.9805194805194806
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[127, 151, 280, 247, '3062 Round Brick 1x1', 0.9999880790710449]","[127, 151, 279, 248]","(127.0, 151.0, 279.0, 247.0)",0.9832884097035041
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[134, 120, 270, 271, '3062 Round Brick 1x1', 0.9999711513519287]","[135, 120, 269, 272]","(135.0, 120.0, 269.0, 271.0)",0.9789066279632317
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[128, 151, 272, 248, '3062 Round Brick 1x1', 0.9999455213546753]","[127, 151, 272, 248]","(128.0, 151.0, 272.0, 248.0)",0.993103448275862
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[133, 143, 264, 255, '3062 Round Brick 1x1', 0.9997885823249817]","[135, 143, 264, 256]","(135.0, 143.0, 264.0, 255.0)",0.9761502601175597
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[64, 104, 319, 272, '3063 Curved Brick 2 Knobs', 0.987427830696106]","[64, 103, 320, 272]","(64.0, 104.0, 319.0, 272.0)",0.9901997041420119
3063 Curved Brick 2 Knobs 015L.jpg,3063 Curved Brick 2 Knobs,"[110, 72, 264, 302, '3063 Curved Brick 2 Knobs', 0.7834100723266602]","[111, 71, 264, 304]","(111.0, 72.0, 264.0, 302.0)",0.9807965662365172
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[72, 126, 305, 302, '3063 Curved Brick 2 Knobs', 0.9767726063728333]","[72, 127, 304, 304]","(72.0, 127.0, 304.0, 302.0)",0.9789737654320988
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[60, 137, 334, 279, '3063 Curved Brick 2 Knobs', 0.22123025357723236]","[58, 135, 335, 280]","(60.0, 137.0, 334.0, 279.0)",0.9687040956056268
3063 Curved Brick 2 Knobs 030R.jpg,3063 Curved Brick 2 Knobs,"[117, 101, 272, 272, '3063 Curved Brick 2 Knobs', 0.8939529657363892]","[119, 103, 272, 271]","(119.0, 103.0, 272.0, 271.0)",0.9697792869269949
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[81, 129, 320, 271, '3068 flat tile 2x2', 0.9704163670539856]","[80, 128, 319, 272]","(81.0, 129.0, 319.0, 271.0)",0.9779501128537531
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[78, 144, 318, 249, '3068 flat tile 2x2', 0.9958367347717285]","[79, 144, 320, 248]","(79.0, 144.0, 318.0, 248.0)",0.9782745591939547
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[105, 108, 287, 288, '3068 flat tile 2x2', 0.9596695899963379]","[108, 111, 288, 287]","(108.0, 111.0, 287.0, 287.0)",0.9565217391304348
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[104, 119, 292, 280, '3068 flat tile 2x2', 0.9296723008155823]","[106, 119, 295, 280]","(106.0, 119.0, 292.0, 280.0)",0.9738219895287958
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[77, 103, 326, 295, '3068 flat tile 2x2', 0.9990779161453247]","[80, 103, 328, 296]","(80.0, 103.0, 326.0, 295.0)",0.9750619322873658
3069 Flat Tile 1x2 005L.jpg,3069 Flat Tile 1x2,"[111, 96, 288, 302, '3069 Flat Tile 1x2', 0.9683786630630493]","[112, 99, 284, 304]","(112.0, 99.0, 284.0, 302.0)",0.9486496766831495
3069 Flat Tile 1x2 011R.jpg,3069 Flat Tile 1x2,"[103, 127, 296, 271, '3069 Flat Tile 1x2', 0.9732926487922668]","[103, 127, 296, 271]","(103.0, 127.0, 296.0, 271.0)",1.0
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[119, 130, 283, 264, '3069 Flat Tile 1x2', 0.9964498281478882]","[119, 128, 280, 263]","(119.0, 130.0, 280.0, 263.0)",0.9603103417346848
3069 Flat Tile 1x2 014L.jpg,3069 Flat Tile 1x2,"[126, 99, 274, 296, '3069 Flat Tile 1x2', 0.996538519859314]","[127, 103, 272, 296]","(127.0, 103.0, 272.0, 296.0)",0.9598367402935931
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[104, 126, 294, 273, '3069 Flat Tile 1x2', 0.9533599019050598]","[104, 127, 289, 271]","(104.0, 127.0, 289.0, 271.0)",0.9538131041890441
3070 Flat Tile 1x1 005R.jpg,3070 Flat Tile 1x1,"[138, 136, 263, 263, '3070 Flat Tile 1x1', 0.9384024143218994]","[135, 135, 261, 264]","(138.0, 136.0, 261.0, 263.0)",0.9462684758904774
3070 Flat Tile 1x1 009L.jpg,3070 Flat Tile 1x1,"[145, 142, 248, 256, '3070 Flat Tile 1x1', 0.9792308211326599]","[144, 143, 248, 256]","(145.0, 143.0, 248.0, 256.0)",0.9817798397300717
3070 Flat Tile 1x1 012L.jpg,3070 Flat Tile 1x1,"[137, 151, 263, 248, '3070 Flat Tile 1x1', 0.9491481184959412]","[135, 151, 263, 248]","(137.0, 151.0, 263.0, 248.0)",0.984375
3070 Flat Tile 1x1 017L.jpg,3070 Flat Tile 1x1,"[131, 134, 266, 264, '3070 Flat Tile 1x1', 0.8517492413520813]","[133, 135, 264, 264]","(133.0, 135.0, 264.0, 264.0)",0.962905982905983
3070 Flat Tile 1x1 039L.jpg,3070 Flat Tile 1x1,"[141, 137, 263, 257, '3070 Flat Tile 1x1', 0.9485504031181335]","[143, 135, 263, 256]","(143.0, 137.0, 263.0, 256.0)",0.9596774193548387
3298 roof tile 2x3 008L.jpg,3298 roof tile 2x3,"[102, 56, 312, 353, '3298 roof tile 2x3', 0.7663875222206116]","[104, 55, 312, 352]","(104.0, 56.0, 312.0, 352.0)",0.9838601425421074
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[32, 157, 360, 327, '3298 roof tile 2x3', 0.8635792136192322]","[33, 160, 358, 328]","(33.0, 160.0, 358.0, 327.0)",0.967727556387626
