image,classname,pbox,gtbox,ioubox,iou
3021 plate 2x3 011L.jpg,3021 plate 2x3,"[41, 92, 365, 285, '3021 plate 2x3', 0.9802753329277039]","[40, 93, 364, 285]","(41.0, 93.0, 364.0, 285.0)",0.9887124545628467
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[85, 49, 335, 355, '3021 plate 2x3', 0.9701231122016907]","[87, 48, 335, 352]","(87.0, 49.0, 335.0, 352.0)",0.9791004325845625
3021 plate 2x3 019L.jpg,3021 plate 2x3,"[39, 68, 352, 316, '3021 plate 2x3', 0.9929621815681458]","[39, 71, 351, 314]","(39.0, 71.0, 351.0, 314.0)",0.9767082345666289
3021 plate 2x3 025L.jpg,3021 plate 2x3,"[43, 109, 362, 275, '3021 plate 2x3', 0.9901342988014221]","[47, 111, 360, 272]","(47.0, 111.0, 360.0, 272.0)",0.9516372700834687
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[121, 105, 297, 300, '3022 Plate 2x2', 0.9690611362457275]","[121, 105, 296, 304]","(121.0, 105.0, 296.0, 300.0)",0.9744431753283838
3022 Plate 2x2 009L.jpg,3022 Plate 2x2,"[80, 84, 318, 300, '3022 Plate 2x2', 0.9671069979667664]","[79, 80, 320, 301]","(80.0, 84.0, 318.0, 300.0)",0.965209064794127
3022 Plate 2x2 022R.jpg,3022 Plate 2x2,"[111, 75, 307, 325, '3022 Plate 2x2', 0.9832454919815063]","[113, 79, 304, 327]","(113.0, 79.0, 304.0, 325.0)",0.9514802964642988
3022 Plate 2x2 024L.jpg,3022 Plate 2x2,"[107, 81, 313, 304, '3022 Plate 2x2', 0.8648514151573181]","[103, 80, 311, 303]","(107.0, 81.0, 311.0, 303.0)",0.9628779181017987
3023 Plate 1x2 017L.jpg,3023 Plate 1x2,"[97, 156, 304, 255, '3023 Plate 1x2', 0.9281522035598755]","[95, 159, 304, 255]","(97.0, 159.0, 304.0, 255.0)",0.9606961566352429
3023 Plate 1x2 020R.jpg,3023 Plate 1x2,"[102, 163, 298, 242, '3023 Plate 1x2', 0.9455106258392334]","[103, 167, 296, 240]","(103.0, 167.0, 296.0, 240.0)",0.9099070007749935
3023 Plate 1x2 036L.jpg,3023 Plate 1x2,"[113, 96, 293, 302, '3023 Plate 1x2', 0.5893266201019287]","[114, 96, 294, 302]","(114.0, 96.0, 293.0, 302.0)",0.988950276243094
3023 Plate 1x2 037R.jpg,3023 Plate 1x2,"[112, 143, 293, 272, '3023 Plate 1x2', 0.8093078136444092]","[111, 143, 296, 272]","(112.0, 143.0, 293.0, 272.0)",0.9783783783783784
3023 Plate 1x2 050L.jpg,3023 Plate 1x2,"[113, 140, 300, 248, '3023 Plate 1x2', 0.9339261651039124]","[115, 143, 303, 248]","(115.0, 143.0, 300.0, 248.0)",0.9470528009360831
3024 plate 1x1 001L.jpg,3024 plate 1x1,"[131, 162, 266, 244, '3024 plate 1x1', 0.9475504159927368]","[128, 160, 264, 244]","(131.0, 162.0, 264.0, 244.0)",0.9411460131170176
3024 plate 1x1 003R.jpg,3024 plate 1x1,"[137, 161, 262, 252, '3024 plate 1x1', 0.9179722666740417]","[136, 159, 264, 256]","(137.0, 161.0, 262.0, 252.0)",0.9161565721649485
3024 plate 1x1 010L.jpg,3024 plate 1x1,"[157, 145, 258, 256, '3024 plate 1x1', 0.9723508358001709]","[159, 144, 256, 256]","(159.0, 145.0, 256.0, 256.0)",0.9521577644145738
3024 plate 1x1 018R.jpg,3024 plate 1x1,"[131, 145, 262, 265, '3024 plate 1x1', 0.9757093191146851]","[135, 146, 261, 264]","(135.0, 146.0, 261.0, 264.0)",0.9458015267175572
3024 plate 1x1 020R.jpg,3024 plate 1x1,"[165, 136, 242, 263, '3024 plate 1x1', 0.9380806684494019]","[167, 135, 240, 264]","(167.0, 136.0, 240.0, 263.0)",0.9341057934508816
3037 roof tile 1x4 004L.jpg,3037 roof tile 1x4,"[0, 26, 389, 389, '3037 roof tile 1x4', 0.9750198721885681]","[0, 27, 384, 384]","(0.0, 27.0, 384.0, 384.0)",0.9708300579999575
3037 roof tile 1x4 007L.jpg,3037 roof tile 1x4,"[39, 90, 386, 314, '3037 roof tile 1x4', 0.9883842468261719]","[39, 95, 391, 312]","(39.0, 95.0, 386.0, 312.0)",0.9554134470201616
3037 roof tile 1x4 011L.jpg,3037 roof tile 1x4,"[29, 85, 396, 276, '3037 roof tile 1x4', 0.9889754056930542]","[27, 87, 400, 280]","(29.0, 87.0, 396.0, 276.0)",0.9537972855905285
3037 roof tile 1x4 026L.jpg,3037 roof tile 1x4,"[10, 32, 330, 374, '3037 roof tile 1x4', 0.9871938824653625]","[8, 31, 328, 376]","(10.0, 32.0, 328.0, 374.0)",0.9790428864642973
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[49, 103, 336, 318, '3038 roof tile 2x3', 0.9838858842849731]","[47, 104, 336, 320]","(49.0, 104.0, 336.0, 318.0)",0.9793816076924303
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[48, 61, 331, 335, '3038 roof tile 2x3', 0.9825429916381836]","[47, 63, 328, 335]","(48.0, 63.0, 328.0, 335.0)",0.9787441848510551
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[60, 76, 362, 308, '3038 roof tile 2x3', 0.9321004152297974]","[55, 79, 360, 312]","(60.0, 79.0, 360.0, 308.0)",0.9485150975438015
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[33, 30, 372, 371, '3038 roof tile 2x3', 0.9508439898490906]","[31, 31, 372, 376]","(33.0, 31.0, 372.0, 371.0)",0.9769121236777868
3039 roof tile 2x2 007L.jpg,3039 roof tile 2x2,"[64, 101, 301, 313, '3039 roof tile 2x2', 0.8896397352218628]","[63, 103, 301, 312]","(64.0, 103.0, 301.0, 312.0)",0.9817652072225636
3039 roof tile 2x2 018R.jpg,3039 roof tile 2x2,"[77, 104, 315, 331, '3039 roof tile 2x2', 0.8992642164230347]","[79, 104, 313, 335]","(79.0, 104.0, 313.0, 331.0)",0.9664495469597176
3039 roof tile 2x2 030R.jpg,3039 roof tile 2x2,"[131, 74, 275, 324, '3039 roof tile 2x2', 0.9651557803153992]","[129, 74, 272, 328]","(131.0, 74.0, 272.0, 324.0)",0.9508523953388002
3039 roof tile 2x2 040R.jpg,3039 roof tile 2x2,"[90, 122, 318, 303, '3039 roof tile 2x2', 0.9768726825714111]","[91, 119, 320, 304]","(91.0, 122.0, 318.0, 303.0)",0.9657077046020778
3039 roof tile 2x2 068R.jpg,3039 roof tile 2x2,"[100, 95, 296, 316, '3039 roof tile 2x2', 0.9548435211181641]","[103, 95, 296, 317]","(103.0, 95.0, 296.0, 316.0)",0.9803259095819256
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[102, 100, 259, 306, '3040 roof tile 1x2', 0.9704214334487915]","[103, 103, 256, 304]","(103.0, 103.0, 256.0, 304.0)",0.950868839280193
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[113, 86, 305, 284, '3040 roof tile 1x2', 0.9294739365577698]","[111, 87, 304, 287]","(113.0, 87.0, 304.0, 284.0)",0.965067070199287
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[137, 82, 320, 309, '3040 roof tile 1x2', 0.8825088739395142]","[135, 80, 320, 312]","(137.0, 82.0, 320.0, 309.0)",0.9678704566635601
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[109, 144, 299, 299, '3040 roof tile 1x2', 0.9431065917015076]","[111, 144, 297, 304]","(111.0, 144.0, 297.0, 299.0)",0.9489795918367347
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[78, 136, 306, 318, '3040 roof tile 1x2', 0.8348413705825806]","[80, 135, 304, 320]","(80.0, 136.0, 304.0, 318.0)",0.9667994687915007
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[61, 95, 290, 318, '3045 roof corner outside tile 2x2', 0.9699800610542297]","[63, 95, 288, 320]","(63.0, 95.0, 288.0, 318.0)",0.9739503464875672
3045 roof corner outside tile 2x2 052R.jpg,3045 roof corner outside tile 2x2,"[136, 66, 328, 327, '3045 roof corner outside tile 2x2', 0.965691089630127]","[136, 63, 326, 328]","(136.0, 66.0, 326.0, 327.0)",0.9747994967762227
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[67, 119, 306, 298, '3045 roof corner outside tile 2x2', 0.9664083123207092]","[63, 120, 304, 301]","(67.0, 120.0, 304.0, 298.0)",0.954089017550208
3045 roof corner outside tile 2x2 090L.jpg,3045 roof corner outside tile 2x2,"[161, 84, 314, 316, '3045 roof corner outside tile 2x2', 0.9715310335159302]","[159, 87, 312, 320]","(161.0, 87.0, 312.0, 316.0)",0.9456599026417984
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[118, 98, 327, 316, '3045 roof corner outside tile 2x2', 0.9875795245170593]","[119, 95, 328, 314]","(119.0, 98.0, 327.0, 314.0)",0.9681715332399526
3046 roof corner inside tile 2x2 006L.jpg,3046 roof corner inside tile 2x2,"[88, 73, 327, 299, '3046 roof corner inside tile 2x2', 0.9969494938850403]","[87, 74, 328, 296]","(88.0, 74.0, 327.0, 296.0)",0.9742921150244225
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[71, 78, 316, 310, '3046 roof corner inside tile 2x2', 0.9969072937965393]","[71, 79, 320, 311]","(71.0, 79.0, 316.0, 310.0)",0.9755572026959475
3046 roof corner inside tile 2x2 044R.jpg,3046 roof corner inside tile 2x2,"[98, 62, 319, 325, '3046 roof corner inside tile 2x2', 0.9967893958091736]","[95, 63, 320, 323]","(98.0, 63.0, 319.0, 323.0)",0.971215117556581
3046 roof corner inside tile 2x2 088L.jpg,3046 roof corner inside tile 2x2,"[62, 64, 318, 334, '3046 roof corner inside tile 2x2', 0.9953181147575378]","[63, 64, 320, 335]","(63.0, 64.0, 318.0, 334.0)",0.9847390477280203
3046 roof corner inside tile 2x2 102R.jpg,3046 roof corner inside tile 2x2,"[65, 89, 325, 328, '3046 roof corner inside tile 2x2', 0.9967766404151917]","[63, 88, 324, 328]","(65.0, 89.0, 324.0, 328.0)",0.984446317530495
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[145, 124, 254, 276, '3062 Round Brick 1x1', 0.9883795976638794]","[143, 127, 256, 280]","(145.0, 127.0, 254.0, 276.0)",0.9219459582198002
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[128, 149, 277, 249, '3062 Round Brick 1x1', 0.955578088760376]","[127, 151, 279, 248]","(128.0, 151.0, 277.0, 248.0)",0.9514186031202686
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[135, 122, 268, 270, '3062 Round Brick 1x1', 0.9682596921920776]","[135, 120, 269, 272]","(135.0, 122.0, 268.0, 270.0)",0.9664179104477612
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[129, 152, 273, 247, '3062 Round Brick 1x1', 0.977325439453125]","[127, 151, 272, 248]","(129.0, 152.0, 272.0, 247.0)",0.9593926553672316
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[132, 144, 263, 255, '3062 Round Brick 1x1', 0.9820380210876465]","[135, 143, 264, 256]","(135.0, 144.0, 263.0, 255.0)",0.9529175050301811
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[65, 105, 320, 269, '3063 Curved Brick 2 Knobs', 0.9741120934486389]","[64, 103, 320, 272]","(65.0, 105.0, 320.0, 269.0)",0.9666235207100592
3063 Curved Brick 2 Knobs 015L.jpg,3063 Curved Brick 2 Knobs,"[109, 71, 266, 307, '3063 Curved Brick 2 Knobs', 0.9778285026550293]","[111, 71, 264, 304]","(111.0, 71.0, 264.0, 304.0)",0.9621342977437115
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[73, 124, 308, 299, '3063 Curved Brick 2 Knobs', 0.9815210700035095]","[72, 127, 304, 304]","(73.0, 127.0, 304.0, 299.0)",0.9358174152672115
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[60, 137, 334, 279, '3063 Curved Brick 2 Knobs', 0.9470799565315247]","[58, 135, 335, 280]","(60.0, 137.0, 334.0, 279.0)",0.9687040956056268
3063 Curved Brick 2 Knobs 030R.jpg,3063 Curved Brick 2 Knobs,"[117, 100, 273, 274, '3063 Curved Brick 2 Knobs', 0.9896519780158997]","[119, 103, 272, 271]","(119.0, 103.0, 272.0, 271.0)",0.946949602122016
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[82, 128, 318, 269, '3068 flat tile 2x2', 0.9453242421150208]","[80, 128, 319, 272]","(82.0, 128.0, 318.0, 269.0)",0.9668758716875872
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[80, 147, 316, 252, '3068 flat tile 2x2', 0.9541774392127991]","[79, 144, 320, 248]","(80.0, 147.0, 316.0, 248.0)",0.9164872346970163
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[108, 109, 285, 288, '3068 flat tile 2x2', 0.9201443195343018]","[108, 111, 288, 287]","(108.0, 111.0, 285.0, 287.0)",0.967123032504424
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[107, 118, 292, 280, '3068 flat tile 2x2', 0.9117148518562317]","[106, 119, 295, 280]","(107.0, 119.0, 292.0, 280.0)",0.9729208858692102
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[77, 103, 325, 295, '3068 flat tile 2x2', 0.9864187836647034]","[80, 103, 328, 296]","(80.0, 103.0, 325.0, 295.0)",0.9710982658959537
3069 Flat Tile 1x2 005L.jpg,3069 Flat Tile 1x2,"[113, 99, 286, 301, '3069 Flat Tile 1x2', 0.8062382340431213]","[112, 99, 284, 304]","(113.0, 99.0, 284.0, 301.0)",0.9685397039030955
3069 Flat Tile 1x2 011R.jpg,3069 Flat Tile 1x2,"[102, 124, 298, 272, '3069 Flat Tile 1x2', 0.9564951658248901]","[103, 127, 296, 271]","(103.0, 127.0, 296.0, 271.0)",0.9580805295091009
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[122, 130, 283, 266, '3069 Flat Tile 1x2', 0.8005944490432739]","[119, 128, 280, 263]","(122.0, 130.0, 280.0, 263.0)",0.929124110182606
3069 Flat Tile 1x2 014L.jpg,3069 Flat Tile 1x2,"[125, 101, 274, 298, '3069 Flat Tile 1x2', 0.9700998663902283]","[127, 103, 272, 296]","(127.0, 103.0, 272.0, 296.0)",0.9533948829761865
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[105, 124, 292, 274, '3069 Flat Tile 1x2', 0.9648743271827698]","[104, 127, 289, 271]","(105.0, 127.0, 289.0, 271.0)",0.9397744200893807
3070 Flat Tile 1x1 005R.jpg,3070 Flat Tile 1x1,"[139, 136, 263, 263, '3070 Flat Tile 1x1', 0.9168886542320251]","[135, 135, 261, 264]","(139.0, 136.0, 261.0, 263.0)",0.9385752362490913
3070 Flat Tile 1x1 009L.jpg,3070 Flat Tile 1x1,"[145, 141, 251, 256, '3070 Flat Tile 1x1', 0.9468446373939514]","[144, 143, 248, 256]","(145.0, 143.0, 248.0, 256.0)",0.9460294237177924
3070 Flat Tile 1x1 012L.jpg,3070 Flat Tile 1x1,"[139, 150, 263, 251, '3070 Flat Tile 1x1', 0.9033833146095276]","[135, 151, 263, 248]","(139.0, 151.0, 263.0, 248.0)",0.9315365551425031
3070 Flat Tile 1x1 017L.jpg,3070 Flat Tile 1x1,"[132, 133, 266, 263, '3070 Flat Tile 1x1', 0.7153960466384888]","[133, 135, 264, 264]","(133.0, 135.0, 264.0, 263.0)",0.9553871574269273
3070 Flat Tile 1x1 039L.jpg,3070 Flat Tile 1x1,"[140, 139, 262, 257, '3070 Flat Tile 1x1', 0.9245977401733398]","[143, 135, 263, 256]","(143.0, 139.0, 262.0, 256.0)",0.92863336223571
3298 roof tile 2x3 008L.jpg,3298 roof tile 2x3,"[102, 52, 311, 353, '3298 roof tile 2x3', 0.9945406317710876]","[104, 55, 312, 352]","(104.0, 55.0, 311.0, 352.0)",0.9726766446223459
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[32, 160, 360, 327, '3298 roof tile 2x3', 0.9931361675262451]","[33, 160, 358, 328]","(33.0, 160.0, 358.0, 327.0)",0.9850093464728408
3298 roof tile 2x3 012R.jpg,3298 roof tile 2x3,"[66, 51, 276, 337, '3298 roof tile 2x3', 0.9912441968917847]","[64, 55, 277, 336]","(66.0, 55.0, 276.0, 336.0)",0.9689177873011182
3298 roof tile 2x3 019R.jpg,3298 roof tile 2x3,"[57, 76, 344, 281, '3298 roof tile 2x3', 0.9690088629722595]","[55, 79, 343, 280]","(57.0, 79.0, 343.0, 280.0)",0.970440771814913
3298 roof tile 2x3 030R.jpg,3298 roof tile 2x3,"[91, 73, 346, 319, '3298 roof tile 2x3', 0.9879977703094482]","[87, 74, 344, 320]","(91.0, 74.0, 344.0, 319.0)",0.9690152735003986
