image,classname,pbox,gtbox,ioubox,iou
3002 brick 2x3 058R.jpg,3002 brick 2x3,"[36, 89, 359, 291, '3002 brick 2x3', 0.993428647518158]","[39, 87, 359, 288]","(39.0, 89.0, 359.0, 288.0)",0.9665179249005859
3003 brick 2x2 004R.jpg,3003 brick 2x2,"[86, 96, 302, 302, '3003 brick 2x2', 0.9608641266822815]","[87, 95, 302, 304]","(87.0, 96.0, 302.0, 302.0)",0.9811479586185508
3003 brick 2x2 008R.jpg,3003 brick 2x2,"[78, 92, 323, 287, '3003 brick 2x2', 0.9826289415359497]","[79, 95, 320, 288]","(79.0, 95.0, 320.0, 287.0)",0.963678773742086
3003 brick 2x2 012L.jpg,3003 brick 2x2,"[95, 97, 319, 299, '3003 brick 2x2', 0.994084894657135]","[95, 95, 320, 301]","(95.0, 97.0, 319.0, 299.0)",0.9762243797195254
3003 brick 2x2 022L.jpg,3003 brick 2x2,"[76, 99, 326, 318, '3003 brick 2x2', 0.9643906950950623]","[71, 103, 328, 320]","(76.0, 103.0, 326.0, 318.0)",0.9468195670172102
3003 brick 2x2 024R.jpg,3003 brick 2x2,"[82, 71, 307, 319, '3003 brick 2x2', 0.9433664679527283]","[80, 74, 312, 320]","(82.0, 74.0, 307.0, 319.0)",0.9545950438983843
3004 brick 1x2 002R.jpg,3004 brick 1x2,"[103, 91, 284, 303, '3004 brick 1x2', 0.9816805124282837]","[103, 89, 288, 304]","(103.0, 91.0, 284.0, 303.0)",0.9647265870521684
3004 brick 1x2 011L.jpg,3004 brick 1x2,"[95, 92, 310, 287, '3004 brick 1x2', 0.984274685382843]","[96, 95, 310, 286]","(96.0, 95.0, 310.0, 286.0)",0.9749314251639833
3004 brick 1x2 015L.jpg,3004 brick 1x2,"[80, 122, 311, 289, '3004 brick 1x2', 0.9582491517066956]","[81, 127, 310, 288]","(81.0, 127.0, 310.0, 288.0)",0.9557249138087461
3004 brick 1x2 022R.jpg,3004 brick 1x2,"[123, 85, 267, 301, '3004 brick 1x2', 0.9945091605186462]","[127, 87, 264, 300]","(127.0, 87.0, 264.0, 300.0)",0.9381751543209876
3004 brick 1x2 028L.jpg,3004 brick 1x2,"[112, 98, 300, 310, '3004 brick 1x2', 0.9829283952713013]","[114, 98, 296, 312]","(114.0, 98.0, 296.0, 310.0)",0.9593237195425162
3005 brick 1x1 000L.jpg,3005 brick 1x1,"[120, 119, 290, 275, '3005 brick 1x1', 0.9765751957893372]","[119, 122, 288, 280]","(120.0, 122.0, 288.0, 275.0)",0.9340795115924122
3005 brick 1x1 012L.jpg,3005 brick 1x1,"[123, 109, 285, 270, '3005 brick 1x1', 0.972752034664154]","[119, 111, 282, 272]","(123.0, 111.0, 282.0, 270.0)",0.9348099393580831
3005 brick 1x1 015R.jpg,3005 brick 1x1,"[112, 129, 269, 277, '3005 brick 1x1', 0.9521119594573975]","[114, 127, 267, 280]","(114.0, 129.0, 267.0, 277.0)",0.9434606891379526
3005 brick 1x1 017L.jpg,3005 brick 1x1,"[109, 111, 273, 275, '3005 brick 1x1', 0.9714764952659607]","[111, 111, 272, 277]","(111.0, 111.0, 272.0, 275.0)",0.970093320596664
3005 brick 1x1 030L.jpg,3005 brick 1x1,"[127, 113, 286, 277, '3005 brick 1x1', 0.9332213401794434]","[127, 111, 287, 280]","(127.0, 113.0, 286.0, 277.0)",0.9643491124260355
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[14, 89, 375, 324, '3010 brick 1x4', 0.9904099702835083]","[15, 89, 376, 328]","(15.0, 89.0, 375.0, 324.0)",0.9778764130660933
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[52, 52, 355, 369, '3010 brick 1x4', 0.9747533202171326]","[55, 55, 352, 368]","(55.0, 55.0, 352.0, 368.0)",0.9678295905300309
3010 brick 1x4 015L.jpg,3010 brick 1x4,"[114, 9, 296, 392, '3010 brick 1x4', 0.9862083196640015]","[119, 7, 296, 390]","(119.0, 9.0, 296.0, 390.0)",0.9625606622894661
3010 brick 1x4 021L.jpg,3010 brick 1x4,"[114, 85, 277, 335, '3010 brick 1x4', 0.9772303700447083]","[112, 87, 280, 336]","(114.0, 87.0, 277.0, 335.0)",0.9588690165567627
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[45, 44, 331, 351, '3010 brick 1x4', 0.9238438010215759]","[47, 47, 328, 351]","(47.0, 47.0, 328.0, 351.0)",0.9729163344798524
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[31, 101, 389, 284, '3020 plate 2x4', 0.9849982857704163]","[31, 103, 390, 288]","(31.0, 103.0, 389.0, 284.0)",0.9652470542670302
3020 plate 2x4 024R.jpg,3020 plate 2x4,"[75, 45, 332, 366, '3020 plate 2x4', 0.9933633804321289]","[71, 47, 336, 368]","(75.0, 47.0, 332.0, 366.0)",0.9579803456455439
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[71, 83, 355, 318, '3020 plate 2x4', 0.9849809408187866]","[71, 86, 359, 320]","(71.0, 86.0, 355.0, 318.0)",0.9654768184748842
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[71, 42, 320, 330, '3020 plate 2x4', 0.904596745967865]","[73, 39, 320, 328]","(73.0, 42.0, 320.0, 328.0)",0.97500448566657
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 106, 399, 314, '3020 plate 2x4', 0.9875932335853577]","[0, 111, 400, 312]","(0.0, 111.0, 399.0, 312.0)",0.9640113951894991
3021 plate 2x3 009R.jpg,3021 plate 2x3,"[91, 56, 300, 347, '3021 plate 2x3', 0.9923054575920105]","[88, 56, 296, 344]","(91.0, 56.0, 296.0, 344.0)",0.957151889499538
3021 plate 2x3 011L.jpg,3021 plate 2x3,"[42, 91, 366, 285, '3021 plate 2x3', 0.9768298268318176]","[40, 93, 364, 285]","(42.0, 93.0, 364.0, 285.0)",0.9776091081593928
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[85, 49, 334, 354, '3021 plate 2x3', 0.9846612811088562]","[87, 48, 335, 352]","(87.0, 49.0, 334.0, 352.0)",0.9783648818238863
3021 plate 2x3 019L.jpg,3021 plate 2x3,"[39, 68, 352, 317, '3021 plate 2x3', 0.9760812520980835]","[39, 71, 351, 314]","(39.0, 71.0, 351.0, 314.0)",0.9727857115362408
3021 plate 2x3 025L.jpg,3021 plate 2x3,"[43, 109, 363, 274, '3021 plate 2x3', 0.9687804579734802]","[47, 111, 360, 272]","(47.0, 111.0, 360.0, 272.0)",0.9544128787878788
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[120, 105, 296, 299, '3022 Plate 2x2', 0.9810546636581421]","[121, 105, 296, 304]","(121.0, 105.0, 296.0, 299.0)",0.9694737142693967
3022 Plate 2x2 009L.jpg,3022 Plate 2x2,"[81, 82, 320, 301, '3022 Plate 2x2', 0.9684163331985474]","[79, 80, 320, 301]","(81.0, 82.0, 320.0, 301.0)",0.9827265729145153
3022 Plate 2x2 022R.jpg,3022 Plate 2x2,"[113, 78, 307, 324, '3022 Plate 2x2', 0.985334038734436]","[113, 79, 304, 327]","(113.0, 79.0, 304.0, 324.0)",0.9689007598815661
3022 Plate 2x2 024L.jpg,3022 Plate 2x2,"[105, 82, 313, 303, '3022 Plate 2x2', 0.9785856008529663]","[103, 80, 311, 303]","(105.0, 82.0, 311.0, 303.0)",0.9722376457523598
3023 Plate 1x2 017L.jpg,3023 Plate 1x2,"[97, 157, 303, 254, '3023 Plate 1x2', 0.9713661074638367]","[95, 159, 304, 255]","(97.0, 159.0, 303.0, 254.0)",0.9557530767728072
3023 Plate 1x2 020R.jpg,3023 Plate 1x2,"[103, 162, 297, 242, '3023 Plate 1x2', 0.9436632990837097]","[103, 167, 296, 240]","(103.0, 167.0, 296.0, 240.0)",0.9077963917525773
3023 Plate 1x2 036L.jpg,3023 Plate 1x2,"[113, 96, 294, 303, '3023 Plate 1x2', 0.807074248790741]","[114, 96, 294, 302]","(114.0, 96.0, 294.0, 302.0)",0.9896709104011531
3023 Plate 1x2 037R.jpg,3023 Plate 1x2,"[112, 143, 291, 271, '3023 Plate 1x2', 0.9686171412467957]","[111, 143, 296, 272]","(112.0, 143.0, 291.0, 271.0)",0.960067043787974
3023 Plate 1x2 050L.jpg,3023 Plate 1x2,"[113, 140, 301, 249, '3023 Plate 1x2', 0.97052401304245]","[115, 143, 303, 248]","(115.0, 143.0, 301.0, 248.0)",0.9433871123562941
3024 plate 1x1 001L.jpg,3024 plate 1x1,"[130, 163, 266, 244, '3024 plate 1x1', 0.9713053703308105]","[128, 160, 264, 244]","(130.0, 163.0, 264.0, 244.0)",0.9368203003625065
3024 plate 1x1 003R.jpg,3024 plate 1x1,"[136, 161, 263, 252, '3024 plate 1x1', 0.9668583273887634]","[136, 159, 264, 256]","(136.0, 161.0, 263.0, 252.0)",0.9308150773195877
3024 plate 1x1 010L.jpg,3024 plate 1x1,"[157, 145, 259, 257, '3024 plate 1x1', 0.9838376641273499]","[159, 144, 256, 256]","(159.0, 145.0, 256.0, 256.0)",0.9345542921621387
3024 plate 1x1 018R.jpg,3024 plate 1x1,"[131, 145, 262, 266, '3024 plate 1x1', 0.9567826390266418]","[135, 146, 261, 264]","(135.0, 146.0, 261.0, 264.0)",0.937984985174437
3024 plate 1x1 020R.jpg,3024 plate 1x1,"[165, 136, 242, 263, '3024 plate 1x1', 0.9418633580207825]","[167, 135, 240, 264]","(167.0, 136.0, 240.0, 263.0)",0.9341057934508816
3037 roof tile 1x4 004L.jpg,3037 roof tile 1x4,"[0, 26, 388, 387, '3037 roof tile 1x4', 0.9783798456192017]","[0, 27, 384, 384]","(0.0, 27.0, 384.0, 384.0)",0.9787246194705429
3037 roof tile 1x4 007L.jpg,3037 roof tile 1x4,"[39, 91, 389, 313, '3037 roof tile 1x4', 0.992057740688324]","[39, 95, 391, 312]","(39.0, 95.0, 389.0, 312.0)",0.9720480200680881
3037 roof tile 1x4 011L.jpg,3037 roof tile 1x4,"[29, 84, 395, 275, '3037 roof tile 1x4', 0.993192732334137]","[27, 87, 400, 280]","(29.0, 87.0, 395.0, 275.0)",0.9414533364346601
3037 roof tile 1x4 026L.jpg,3037 roof tile 1x4,"[10, 31, 332, 374, '3037 roof tile 1x4', 0.9761191606521606]","[8, 31, 328, 376]","(10.0, 31.0, 328.0, 374.0)",0.9758615753498193
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[50, 102, 336, 319, '3038 roof tile 2x3', 0.9924709796905518]","[47, 104, 336, 320]","(50.0, 104.0, 336.0, 319.0)",0.9760937202362054
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[48, 62, 330, 334, '3038 roof tile 2x3', 0.9938337802886963]","[47, 63, 328, 335]","(48.0, 63.0, 328.0, 334.0)",0.9821890856373615
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[60, 76, 362, 307, '3038 roof tile 2x3', 0.9428173303604126]","[55, 79, 360, 312]","(60.0, 79.0, 360.0, 307.0)",0.9443991881480663
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[31, 31, 371, 371, '3038 roof tile 2x3', 0.9902091026306152]","[31, 31, 372, 376]","(31.0, 31.0, 371.0, 371.0)",0.9826171958009265
3039 roof tile 2x2 007L.jpg,3039 roof tile 2x2,"[65, 100, 302, 314, '3039 roof tile 2x2', 0.9541383385658264]","[63, 103, 301, 312]","(65.0, 103.0, 301.0, 312.0)",0.9645650813516896
3039 roof tile 2x2 018R.jpg,3039 roof tile 2x2,"[78, 105, 315, 332, '3039 roof tile 2x2', 0.9226381778717041]","[79, 104, 313, 335]","(79.0, 105.0, 313.0, 332.0)",0.9704576596327761
3039 roof tile 2x2 030R.jpg,3039 roof tile 2x2,"[130, 75, 274, 324, '3039 roof tile 2x2', 0.8083319664001465]","[129, 74, 272, 328]","(130.0, 75.0, 272.0, 324.0)",0.9602933188484519
3039 roof tile 2x2 040R.jpg,3039 roof tile 2x2,"[90, 122, 318, 302, '3039 roof tile 2x2', 0.9856064915657043]","[91, 119, 320, 304]","(91.0, 122.0, 318.0, 302.0)",0.9603948760136326
3039 roof tile 2x2 068R.jpg,3039 roof tile 2x2,"[99, 95, 296, 316, '3039 roof tile 2x2', 0.9475547075271606]","[103, 95, 296, 317]","(103.0, 95.0, 296.0, 316.0)",0.9753715984450034
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[102, 101, 258, 305, '3040 roof tile 1x2', 0.9868385195732117]","[103, 103, 256, 304]","(103.0, 103.0, 256.0, 304.0)",0.9663461538461539
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[112, 86, 305, 285, '3040 roof tile 1x2', 0.9781122803688049]","[111, 87, 304, 287]","(112.0, 87.0, 304.0, 285.0)",0.9749942294375625
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[137, 79, 321, 309, '3040 roof tile 1x2', 0.9882121682167053]","[135, 80, 320, 312]","(137.0, 80.0, 320.0, 309.0)",0.9670920545542658
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[111, 145, 299, 300, '3040 roof tile 1x2', 0.792736828327179]","[111, 144, 297, 304]","(111.0, 145.0, 297.0, 300.0)",0.9587628865979382
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[79, 136, 306, 319, '3040 roof tile 1x2', 0.9665165543556213]","[80, 135, 304, 320]","(80.0, 136.0, 304.0, 319.0)",0.9762556860130034
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[62, 96, 291, 317, '3045 roof corner outside tile 2x2', 0.9711865186691284]","[63, 95, 288, 320]","(63.0, 96.0, 288.0, 317.0)",0.9653652759711895
3045 roof corner outside tile 2x2 052R.jpg,3045 roof corner outside tile 2x2,"[135, 67, 327, 326, '3045 roof corner outside tile 2x2', 0.9590108394622803]","[136, 63, 326, 328]","(136.0, 67.0, 326.0, 326.0)",0.9674058347094441
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[67, 119, 306, 299, '3045 roof corner outside tile 2x2', 0.9809603691101074]","[63, 120, 304, 301]","(67.0, 120.0, 304.0, 299.0)",0.9594056718983219
3045 roof corner outside tile 2x2 090L.jpg,3045 roof corner outside tile 2x2,"[161, 83, 314, 316, '3045 roof corner outside tile 2x2', 0.9044695496559143]","[159, 87, 312, 320]","(161.0, 87.0, 312.0, 316.0)",0.9417195457392631
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[117, 98, 326, 315, '3045 roof corner outside tile 2x2', 0.9958173632621765]","[119, 95, 328, 314]","(119.0, 98.0, 326.0, 314.0)",0.9633715418426269
3046 roof corner inside tile 2x2 006L.jpg,3046 roof corner inside tile 2x2,"[88, 72, 326, 299, '3046 roof corner inside tile 2x2', 0.9917866587638855]","[87, 74, 328, 296]","(88.0, 74.0, 326.0, 296.0)",0.9660645066920208
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[70, 77, 316, 310, '3046 roof corner inside tile 2x2', 0.9960208535194397]","[71, 79, 320, 311]","(71.0, 79.0, 316.0, 310.0)",0.967584756629225
3046 roof corner inside tile 2x2 044R.jpg,3046 roof corner inside tile 2x2,"[99, 62, 318, 325, '3046 roof corner inside tile 2x2', 0.9882064461708069]","[95, 63, 320, 323]","(99.0, 63.0, 318.0, 323.0)",0.9625234545362341
3046 roof corner inside tile 2x2 088L.jpg,3046 roof corner inside tile 2x2,"[62, 64, 318, 334, '3046 roof corner inside tile 2x2', 0.9849777221679688]","[63, 64, 320, 335]","(63.0, 64.0, 318.0, 334.0)",0.9847390477280203
3046 roof corner inside tile 2x2 102R.jpg,3046 roof corner inside tile 2x2,"[65, 90, 323, 327, '3046 roof corner inside tile 2x2', 0.998008668422699]","[63, 88, 324, 328]","(65.0, 90.0, 323.0, 327.0)",0.9761494252873564
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[146, 124, 253, 277, '3062 Round Brick 1x1', 0.9815427660942078]","[143, 127, 256, 280]","(146.0, 127.0, 253.0, 277.0)",0.9114139693356048
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[128, 149, 277, 249, '3062 Round Brick 1x1', 0.9667850136756897]","[127, 151, 279, 248]","(128.0, 151.0, 277.0, 248.0)",0.9514186031202686
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[135, 121, 267, 270, '3062 Round Brick 1x1', 0.9830029606819153]","[135, 120, 269, 272]","(135.0, 121.0, 267.0, 270.0)",0.9656323644933229
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[129, 152, 273, 247, '3062 Round Brick 1x1', 0.9645023941993713]","[127, 151, 272, 248]","(129.0, 152.0, 272.0, 247.0)",0.9593926553672316
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[132, 143, 264, 255, '3062 Round Brick 1x1', 0.968705952167511]","[135, 143, 264, 256]","(135.0, 143.0, 264.0, 255.0)",0.9688191510762422
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[64, 105, 320, 269, '3063 Curved Brick 2 Knobs', 0.9738351106643677]","[64, 103, 320, 272]","(64.0, 105.0, 320.0, 269.0)",0.9704142011834319
3063 Curved Brick 2 Knobs 015L.jpg,3063 Curved Brick 2 Knobs,"[109, 71, 266, 307, '3063 Curved Brick 2 Knobs', 0.9829688668251038]","[111, 71, 264, 304]","(111.0, 71.0, 264.0, 304.0)",0.9621342977437115
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[73, 124, 308, 299, '3063 Curved Brick 2 Knobs', 0.955634593963623]","[72, 127, 304, 304]","(73.0, 127.0, 304.0, 299.0)",0.9358174152672115
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[60, 137, 333, 279, '3063 Curved Brick 2 Knobs', 0.9501394033432007]","[58, 135, 335, 280]","(60.0, 137.0, 333.0, 279.0)",0.965168679198307
3063 Curved Brick 2 Knobs 030R.jpg,3063 Curved Brick 2 Knobs,"[118, 100, 272, 274, '3063 Curved Brick 2 Knobs', 0.9794102907180786]","[119, 103, 272, 271]","(119.0, 103.0, 272.0, 271.0)",0.9592476489028213
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[82, 128, 319, 268, '3068 flat tile 2x2', 0.9464278221130371]","[80, 128, 319, 272]","(82.0, 128.0, 319.0, 268.0)",0.9640864714086471
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[81, 145, 315, 251, '3068 flat tile 2x2', 0.9642947316169739]","[79, 144, 320, 248]","(81.0, 145.0, 315.0, 248.0)",0.9354187689202825
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[107, 108, 285, 288, '3068 flat tile 2x2', 0.944755494594574]","[108, 111, 288, 287]","(108.0, 111.0, 285.0, 287.0)",0.9565217391304348
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[107, 119, 292, 280, '3068 flat tile 2x2', 0.9777607321739197]","[106, 119, 295, 280]","(107.0, 119.0, 292.0, 280.0)",0.9788359788359788
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[78, 103, 324, 296, '3068 flat tile 2x2', 0.9824956655502319]","[80, 103, 328, 296]","(80.0, 103.0, 324.0, 296.0)",0.976
3069 Flat Tile 1x2 005L.jpg,3069 Flat Tile 1x2,"[113, 98, 286, 301, '3069 Flat Tile 1x2', 0.9593406319618225]","[112, 99, 284, 304]","(113.0, 99.0, 284.0, 301.0)",0.9638641627368363
3069 Flat Tile 1x2 011R.jpg,3069 Flat Tile 1x2,"[102, 125, 297, 272, '3069 Flat Tile 1x2', 0.9511882066726685]","[103, 127, 296, 271]","(103.0, 127.0, 296.0, 271.0)",0.9695447409733124
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[121, 130, 284, 266, '3069 Flat Tile 1x2', 0.9643322825431824]","[119, 128, 280, 263]","(121.0, 130.0, 280.0, 263.0)",0.9292933731763051
3069 Flat Tile 1x2 014L.jpg,3069 Flat Tile 1x2,"[125, 100, 275, 299, '3069 Flat Tile 1x2', 0.9756894111633301]","[127, 103, 272, 296]","(127.0, 103.0, 272.0, 296.0)",0.9375209380234506
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[103, 124, 292, 274, '3069 Flat Tile 1x2', 0.9289898872375488]","[104, 127, 289, 271]","(104.0, 127.0, 289.0, 271.0)",0.9396825396825397
3070 Flat Tile 1x1 005R.jpg,3070 Flat Tile 1x1,"[139, 136, 263, 263, '3070 Flat Tile 1x1', 0.9362949132919312]","[135, 135, 261, 264]","(139.0, 136.0, 261.0, 263.0)",0.9385752362490913
3070 Flat Tile 1x1 009L.jpg,3070 Flat Tile 1x1,"[145, 140, 251, 256, '3070 Flat Tile 1x1', 0.9519860744476318]","[144, 143, 248, 256]","(145.0, 143.0, 248.0, 256.0)",0.9379482633572407
3070 Flat Tile 1x1 012L.jpg,3070 Flat Tile 1x1,"[139, 150, 263, 251, '3070 Flat Tile 1x1', 0.9552887082099915]","[135, 151, 263, 248]","(139.0, 151.0, 263.0, 248.0)",0.9315365551425031
3070 Flat Tile 1x1 017L.jpg,3070 Flat Tile 1x1,"[132, 133, 266, 263, '3070 Flat Tile 1x1', 0.9280135631561279]","[133, 135, 264, 264]","(133.0, 135.0, 264.0, 263.0)",0.9553871574269273
3070 Flat Tile 1x1 039L.jpg,3070 Flat Tile 1x1,"[140, 139, 262, 257, '3070 Flat Tile 1x1', 0.9506040215492249]","[143, 135, 263, 256]","(143.0, 139.0, 262.0, 256.0)",0.92863336223571
3298 roof tile 2x3 008L.jpg,3298 roof tile 2x3,"[102, 52, 312, 352, '3298 roof tile 2x3', 0.9958940744400024]","[104, 55, 312, 352]","(104.0, 55.0, 312.0, 352.0)",0.9805714285714285
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[32, 160, 359, 327, '3298 roof tile 2x3', 0.9962339997291565]","[33, 160, 358, 328]","(33.0, 160.0, 358.0, 327.0)",0.988003786361816
3298 roof tile 2x3 012R.jpg,3298 roof tile 2x3,"[66, 51, 276, 338, '3298 roof tile 2x3', 0.9979314804077148]","[64, 55, 277, 336]","(66.0, 55.0, 276.0, 336.0)",0.9655883363605124
3298 roof tile 2x3 019R.jpg,3298 roof tile 2x3,"[57, 76, 346, 283, '3298 roof tile 2x3', 0.9870792627334595]","[55, 79, 343, 280]","(57.0, 79.0, 343.0, 280.0)",0.9545205479452055
