image,classname,pbox,gtbox,ioubox,iou
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[49, 103, 335, 319, '3038 roof tile 2x3', 0.9703695774078369]","[47, 104, 336, 320]","(49.0, 104.0, 335.0, 319.0)",0.9805453675649817
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[48, 62, 330, 335, '3038 roof tile 2x3', 0.9775420427322388]","[47, 63, 328, 335]","(48.0, 63.0, 328.0, 335.0)",0.985787879572342
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[58, 78, 362, 309, '3038 roof tile 2x3', 0.9713507890701294]","[55, 79, 360, 312]","(58.0, 79.0, 360.0, 309.0)",0.9670188920909382
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[32, 30, 371, 371, '3038 roof tile 2x3', 0.9623001217842102]","[31, 31, 372, 376]","(32.0, 31.0, 371.0, 371.0)",0.9769121236777868
3039 roof tile 2x2 007L.jpg,3039 roof tile 2x2,"[64, 100, 301, 314, '3039 roof tile 2x2', 0.9572269916534424]","[63, 103, 301, 312]","(64.0, 103.0, 301.0, 312.0)",0.972627486402105
3039 roof tile 2x2 018R.jpg,3039 roof tile 2x2,"[78, 105, 314, 332, '3039 roof tile 2x2', 0.812947690486908]","[79, 104, 313, 335]","(79.0, 105.0, 313.0, 332.0)",0.9744991560871799
3039 roof tile 2x2 030R.jpg,3039 roof tile 2x2,"[132, 75, 275, 324, '3039 roof tile 2x2', 0.9638634920120239]","[129, 74, 272, 328]","(132.0, 75.0, 272.0, 324.0)",0.9404084275270441
3039 roof tile 2x2 040R.jpg,3039 roof tile 2x2,"[91, 123, 318, 303, '3039 roof tile 2x2', 0.9489659070968628]","[91, 119, 320, 304]","(91.0, 123.0, 318.0, 303.0)",0.9644753924229906
3039 roof tile 2x2 068R.jpg,3039 roof tile 2x2,"[100, 96, 296, 316, '3039 roof tile 2x2', 0.9346628785133362]","[103, 95, 296, 317]","(103.0, 96.0, 296.0, 316.0)",0.9759573392175792
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[103, 100, 258, 305, '3040 roof tile 1x2', 0.9704688787460327]","[103, 103, 256, 304]","(103.0, 103.0, 256.0, 304.0)",0.9678363493312353
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[112, 87, 304, 284, '3040 roof tile 1x2', 0.9688340425491333]","[111, 87, 304, 287]","(112.0, 87.0, 304.0, 284.0)",0.9798963730569948
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[137, 80, 320, 309, '3040 roof tile 1x2', 0.9636530876159668]","[135, 80, 320, 312]","(137.0, 80.0, 320.0, 309.0)",0.9763979496738118
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[110, 144, 299, 299, '3040 roof tile 1x2', 0.9381734728813171]","[111, 144, 297, 304]","(111.0, 144.0, 297.0, 299.0)",0.9538461538461539
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[78, 136, 305, 320, '3040 roof tile 1x2', 0.9681461453437805]","[80, 135, 304, 320]","(80.0, 136.0, 304.0, 320.0)",0.9815202895789674
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[62, 97, 291, 317, '3045 roof corner outside tile 2x2', 0.9781531095504761]","[63, 95, 288, 320]","(63.0, 97.0, 288.0, 317.0)",0.961071740607708
3045 roof corner outside tile 2x2 052R.jpg,3045 roof corner outside tile 2x2,"[136, 67, 327, 327, '3045 roof corner outside tile 2x2', 0.9746105074882507]","[136, 63, 326, 328]","(136.0, 67.0, 326.0, 327.0)",0.9760916814858723
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[67, 119, 306, 299, '3045 roof corner outside tile 2x2', 0.9683743715286255]","[63, 120, 304, 301]","(67.0, 120.0, 304.0, 299.0)",0.9594056718983219
3045 roof corner outside tile 2x2 090L.jpg,3045 roof corner outside tile 2x2,"[161, 84, 314, 316, '3045 roof corner outside tile 2x2', 0.968686044216156]","[159, 87, 312, 320]","(161.0, 87.0, 312.0, 316.0)",0.9456599026417984
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[117, 97, 325, 315, '3045 roof corner outside tile 2x2', 0.9738625884056091]","[119, 95, 328, 314]","(119.0, 97.0, 325.0, 314.0)",0.963135328464008
3046 roof corner inside tile 2x2 006L.jpg,3046 roof corner inside tile 2x2,"[90, 73, 327, 298, '3046 roof corner inside tile 2x2', 0.9732860922813416]","[87, 74, 328, 296]","(90.0, 74.0, 327.0, 296.0)",0.9705052293730286
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[71, 77, 315, 309, '3046 roof corner inside tile 2x2', 0.977066695690155]","[71, 79, 320, 311]","(71.0, 79.0, 315.0, 309.0)",0.9633342488327382
3046 roof corner inside tile 2x2 044R.jpg,3046 roof corner inside tile 2x2,"[99, 62, 318, 325, '3046 roof corner inside tile 2x2', 0.973429799079895]","[95, 63, 320, 323]","(99.0, 63.0, 318.0, 323.0)",0.9625234545362341
3046 roof corner inside tile 2x2 088L.jpg,3046 roof corner inside tile 2x2,"[63, 65, 318, 333, '3046 roof corner inside tile 2x2', 0.9691776633262634]","[63, 64, 320, 335]","(63.0, 65.0, 318.0, 333.0)",0.9812339368529872
3046 roof corner inside tile 2x2 102R.jpg,3046 roof corner inside tile 2x2,"[65, 90, 324, 328, '3046 roof corner inside tile 2x2', 0.977425217628479]","[63, 88, 324, 328]","(65.0, 90.0, 324.0, 328.0)",0.9840676883780332
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[146, 125, 252, 276, '3062 Round Brick 1x1', 0.9318810701370239]","[143, 127, 256, 280]","(146.0, 127.0, 252.0, 276.0)",0.9024627164162048
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[128, 149, 276, 248, '3062 Round Brick 1x1', 0.9298927187919617]","[127, 151, 279, 248]","(128.0, 151.0, 276.0, 248.0)",0.9545212765957447
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[135, 123, 268, 270, '3062 Round Brick 1x1', 0.9459016919136047]","[135, 120, 269, 272]","(135.0, 123.0, 268.0, 270.0)",0.9598880597014925
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[130, 152, 273, 246, '3062 Round Brick 1x1', 0.9254982471466064]","[127, 151, 272, 248]","(130.0, 152.0, 272.0, 246.0)",0.9427219436400875
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[132, 144, 263, 255, '3062 Round Brick 1x1', 0.93080073595047]","[135, 143, 264, 256]","(135.0, 144.0, 263.0, 255.0)",0.9529175050301811
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[64, 105, 320, 269, '3063 Curved Brick 2 Knobs', 0.9556227922439575]","[64, 103, 320, 272]","(64.0, 105.0, 320.0, 269.0)",0.9704142011834319
3063 Curved Brick 2 Knobs 015L.jpg,3063 Curved Brick 2 Knobs,"[110, 71, 266, 306, '3063 Curved Brick 2 Knobs', 0.9551076292991638]","[111, 71, 264, 304]","(111.0, 71.0, 264.0, 304.0)",0.9724222585924713
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[73, 124, 307, 299, '3063 Curved Brick 2 Knobs', 0.9772301316261292]","[72, 127, 304, 304]","(73.0, 127.0, 304.0, 299.0)",0.9396906485029091
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[60, 136, 333, 279, '3063 Curved Brick 2 Knobs', 0.9674627184867859]","[58, 135, 335, 280]","(60.0, 136.0, 333.0, 279.0)",0.9719656417278725
3063 Curved Brick 2 Knobs 030R.jpg,3063 Curved Brick 2 Knobs,"[118, 101, 273, 273, '3063 Curved Brick 2 Knobs', 0.9584821462631226]","[119, 103, 272, 271]","(119.0, 103.0, 272.0, 271.0)",0.9641410352588147
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[82, 128, 319, 269, '3068 flat tile 2x2', 0.945620059967041]","[80, 128, 319, 272]","(82.0, 128.0, 319.0, 269.0)",0.9709728033472803
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[81, 146, 315, 251, '3068 flat tile 2x2', 0.9441056251525879]","[79, 144, 320, 248]","(81.0, 146.0, 315.0, 248.0)",0.9263370332996973
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[107, 108, 285, 289, '3068 flat tile 2x2', 0.9197412133216858]","[108, 111, 288, 287]","(108.0, 111.0, 285.0, 287.0)",0.9513222989067367
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[107, 119, 291, 280, '3068 flat tile 2x2', 0.9696826338768005]","[106, 119, 295, 280]","(107.0, 119.0, 291.0, 280.0)",0.9735449735449735
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[77, 103, 324, 296, '3068 flat tile 2x2', 0.9675289988517761]","[80, 103, 328, 296]","(80.0, 103.0, 324.0, 296.0)",0.9721115537848606
3069 Flat Tile 1x2 005L.jpg,3069 Flat Tile 1x2,"[113, 98, 284, 301, '3069 Flat Tile 1x2', 0.9460445046424866]","[112, 99, 284, 304]","(113.0, 99.0, 284.0, 301.0)",0.9749089780136039
3069 Flat Tile 1x2 011R.jpg,3069 Flat Tile 1x2,"[102, 124, 296, 272, '3069 Flat Tile 1x2', 0.961824893951416]","[103, 127, 296, 271]","(103.0, 127.0, 296.0, 271.0)",0.9679576483700195
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[121, 131, 283, 265, '3069 Flat Tile 1x2', 0.9397068619728088]","[119, 128, 280, 263]","(121.0, 131.0, 280.0, 263.0)",0.9346693386773547
3069 Flat Tile 1x2 014L.jpg,3069 Flat Tile 1x2,"[125, 100, 274, 298, '3069 Flat Tile 1x2', 0.9513918161392212]","[127, 103, 272, 296]","(127.0, 103.0, 272.0, 296.0)",0.9485797573045895
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[104, 125, 292, 274, '3069 Flat Tile 1x2', 0.9441068172454834]","[104, 127, 289, 271]","(104.0, 127.0, 289.0, 271.0)",0.9510209910038555
3070 Flat Tile 1x1 005R.jpg,3070 Flat Tile 1x1,"[139, 136, 263, 262, '3070 Flat Tile 1x1', 0.9179789423942566]","[135, 135, 261, 264]","(139.0, 136.0, 261.0, 262.0)",0.9312977099236641
3070 Flat Tile 1x1 009L.jpg,3070 Flat Tile 1x1,"[146, 141, 251, 256, '3070 Flat Tile 1x1', 0.9170506596565247]","[144, 143, 248, 256]","(146.0, 143.0, 248.0, 256.0)",0.9369969921144622
3070 Flat Tile 1x1 012L.jpg,3070 Flat Tile 1x1,"[140, 151, 263, 251, '3070 Flat Tile 1x1', 0.9158926010131836]","[135, 151, 263, 248]","(140.0, 151.0, 263.0, 248.0)",0.9332029722330857
3070 Flat Tile 1x1 017L.jpg,3070 Flat Tile 1x1,"[132, 132, 267, 263, '3070 Flat Tile 1x1', 0.9155898094177246]","[133, 135, 264, 264]","(133.0, 135.0, 264.0, 263.0)",0.9411764705882353
3070 Flat Tile 1x1 039L.jpg,3070 Flat Tile 1x1,"[141, 140, 262, 257, '3070 Flat Tile 1x1', 0.9132726788520813]","[143, 135, 263, 256]","(143.0, 140.0, 262.0, 256.0)",0.928124789887716
3298 roof tile 2x3 008L.jpg,3298 roof tile 2x3,"[103, 52, 311, 353, '3298 roof tile 2x3', 0.9798737168312073]","[104, 55, 312, 352]","(104.0, 55.0, 311.0, 352.0)",0.9773308957952468
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[33, 160, 360, 326, '3298 roof tile 2x3', 0.9737167954444885]","[33, 160, 358, 328]","(33.0, 160.0, 358.0, 326.0)",0.982123352508556
