image,classname,pbox,gtbox,ioubox,iou
3001 brick 2x4 018R.jpg,3001 brick 2x4,"[17, 102, 359, 300, '3001 brick 2x4', 0.4195539057254791]","[16, 103, 360, 297]","(17.0, 103.0, 359.0, 297.0)",0.9742159050863386
3001 brick 2x4 043L.jpg,3001 brick 2x4,"[1, 78, 396, 309, '3001 brick 2x4', 0.678270161151886]","[0, 79, 400, 312]","(1.0, 79.0, 396.0, 309.0)",0.9706715102302473
3001 brick 2x4 048R.jpg,3001 brick 2x4,"[32, 95, 351, 320, '3001 brick 2x4', 0.7074682712554932]","[34, 95, 352, 320]","(34.0, 95.0, 351.0, 320.0)",0.990625
3002 brick 2x3 004L.jpg,3002 brick 2x3,"[80, 77, 346, 310, '3002 brick 2x3', 0.5603987574577332]","[79, 79, 351, 312]","(80.0, 79.0, 346.0, 310.0)",0.9614758715653752
3002 brick 2x3 008R.jpg,3002 brick 2x3,"[58, 31, 358, 350, '3002 brick 2x3', 0.6748172044754028]","[55, 31, 360, 352]","(58.0, 31.0, 358.0, 350.0)",0.9774781676114601
3002 brick 2x3 038R.jpg,3002 brick 2x3,"[65, 38, 318, 351, '3002 brick 2x3', 0.5257407426834106]","[63, 39, 320, 351]","(65.0, 39.0, 318.0, 351.0)",0.981339433345351
3002 brick 2x3 039R.jpg,3002 brick 2x3,"[65, 96, 312, 325, '3002 brick 2x3', 0.5165378451347351]","[64, 95, 312, 326]","(65.0, 96.0, 312.0, 325.0)",0.9873446446027091
3002 brick 2x3 058R.jpg,3002 brick 2x3,"[37, 87, 359, 288, '3002 brick 2x3', 0.594635546207428]","[39, 87, 359, 288]","(39.0, 87.0, 359.0, 288.0)",0.9937888198757764
3003 brick 2x2 004R.jpg,3003 brick 2x2,"[87, 95, 304, 303, '3003 brick 2x2', 0.3310219943523407]","[87, 95, 302, 304]","(87.0, 95.0, 302.0, 303.0)",0.9860863046018831
3003 brick 2x2 008R.jpg,3003 brick 2x2,"[80, 94, 322, 287, '3003 brick 2x2', 0.2384517341852188]","[79, 95, 320, 288]","(80.0, 95.0, 320.0, 287.0)",0.9775345255520906
3003 brick 2x2 012L.jpg,3003 brick 2x2,"[95, 96, 320, 301, '3003 brick 2x2', 0.4249109923839569]","[95, 95, 320, 301]","(95.0, 96.0, 320.0, 301.0)",0.9951456310679612
3003 brick 2x2 022L.jpg,3003 brick 2x2,"[74, 102, 327, 319, '3003 brick 2x2', 0.4046294093132019]","[71, 103, 328, 320]","(74.0, 103.0, 327.0, 319.0)",0.975473920959623
3003 brick 2x2 024R.jpg,3003 brick 2x2,"[80, 72, 309, 318, '3003 brick 2x2', 0.4934753477573395]","[80, 74, 312, 320]","(80.0, 74.0, 309.0, 318.0)",0.9712497827220581
3004 brick 1x2 002R.jpg,3004 brick 1x2,"[104, 89, 282, 302, '3004 brick 1x2', 0.33508896827697754]","[103, 89, 288, 304]","(104.0, 89.0, 282.0, 302.0)",0.9532118164676304
3004 brick 1x2 011L.jpg,3004 brick 1x2,"[97, 94, 310, 288, '3004 brick 1x2', 0.46645134687423706]","[96, 95, 310, 286]","(97.0, 95.0, 310.0, 286.0)",0.9800062630983065
3004 brick 1x2 015L.jpg,3004 brick 1x2,"[80, 127, 309, 288, '3004 brick 1x2', 0.5422967672348022]","[81, 127, 310, 288]","(81.0, 127.0, 309.0, 288.0)",0.991304347826087
3004 brick 1x2 022R.jpg,3004 brick 1x2,"[127, 86, 265, 302, '3004 brick 1x2', 0.20529605448246002]","[127, 87, 264, 300]","(127.0, 87.0, 264.0, 300.0)",0.9789653784219001
3004 brick 1x2 028L.jpg,3004 brick 1x2,"[113, 97, 296, 310, '3004 brick 1x2', 0.32750624418258667]","[114, 98, 296, 312]","(114.0, 98.0, 296.0, 310.0)",0.980708131052538
3005 brick 1x1 000L.jpg,3005 brick 1x1,"[120, 121, 288, 277, '3005 brick 1x1', 0.9131514430046082]","[119, 122, 288, 280]","(120.0, 122.0, 288.0, 277.0)",0.9691105321920357
3005 brick 1x1 012L.jpg,3005 brick 1x1,"[121, 111, 286, 270, '3005 brick 1x1', 0.93441241979599]","[119, 111, 282, 272]","(121.0, 111.0, 282.0, 270.0)",0.9523791807730942
3005 brick 1x1 015R.jpg,3005 brick 1x1,"[114, 129, 268, 277, '3005 brick 1x1', 0.9386581778526306]","[114, 127, 267, 280]","(114.0, 129.0, 267.0, 277.0)",0.9612429426497432
3005 brick 1x1 017L.jpg,3005 brick 1x1,"[111, 112, 271, 275, '3005 brick 1x1', 0.9383097887039185]","[111, 111, 272, 277]","(111.0, 112.0, 271.0, 275.0)",0.9758287809623587
3005 brick 1x1 030L.jpg,3005 brick 1x1,"[129, 113, 287, 277, '3005 brick 1x1', 0.9368956685066223]","[127, 111, 287, 280]","(129.0, 113.0, 287.0, 277.0)",0.9582840236686391
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[10, 86, 377, 322, '3010 brick 1x4', 0.567478597164154]","[15, 89, 376, 328]","(15.0, 89.0, 376.0, 322.0)",0.9474531978643358
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[53, 53, 354, 367, '3010 brick 1x4', 0.4978616237640381]","[55, 55, 352, 368]","(55.0, 55.0, 352.0, 367.0)",0.9773549482654966
3010 brick 1x4 015L.jpg,3010 brick 1x4,"[118, 5, 296, 393, '3010 brick 1x4', 0.4252892732620239]","[119, 7, 296, 390]","(119.0, 7.0, 296.0, 390.0)",0.9815678211513958
3010 brick 1x4 021L.jpg,3010 brick 1x4,"[113, 86, 280, 336, '3010 brick 1x4', 0.46800991892814636]","[112, 87, 280, 336]","(113.0, 87.0, 280.0, 336.0)",0.9900950022619586
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[46, 46, 328, 351, '3010 brick 1x4', 0.44424960017204285]","[47, 47, 328, 351]","(47.0, 47.0, 328.0, 351.0)",0.9931868387396814
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[30, 103, 389, 285, '3020 plate 2x4', 0.8478534817695618]","[31, 103, 390, 288]","(31.0, 103.0, 389.0, 285.0)",0.9783623886961875
3020 plate 2x4 024R.jpg,3020 plate 2x4,"[77, 46, 334, 370, '3020 plate 2x4', 0.6576184034347534]","[71, 47, 336, 368]","(77.0, 47.0, 334.0, 368.0)",0.9611002376625192
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[71, 84, 357, 318, '3020 plate 2x4', 0.8342118859291077]","[71, 86, 359, 320]","(71.0, 86.0, 357.0, 318.0)",0.9762815608263198
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[72, 40, 318, 329, '3020 plate 2x4', 0.6855868101119995]","[73, 39, 320, 328]","(73.0, 40.0, 318.0, 328.0)",0.9811310260439118
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[1, 109, 400, 312, '3020 plate 2x4', 0.8391811847686768]","[0, 111, 400, 312]","(1.0, 111.0, 400.0, 312.0)",0.9876967412990467
3021 plate 2x3 009R.jpg,3021 plate 2x3,"[89, 55, 296, 344, '3021 plate 2x3', 0.8224406242370605]","[88, 56, 296, 344]","(89.0, 56.0, 296.0, 344.0)",0.9917652343165144
3021 plate 2x3 011L.jpg,3021 plate 2x3,"[41, 94, 366, 287, '3021 plate 2x3', 0.6585726141929626]","[40, 93, 364, 285]","(41.0, 94.0, 364.0, 285.0)",0.9755376344086022
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[87, 47, 334, 352, '3021 plate 2x3', 0.8111451864242554]","[87, 48, 335, 352]","(87.0, 48.0, 334.0, 352.0)",0.9927153981411706
3021 plate 2x3 019L.jpg,3021 plate 2x3,"[40, 69, 350, 318, '3021 plate 2x3', 0.833773136138916]","[39, 71, 351, 314]","(40.0, 71.0, 350.0, 314.0)",0.9697976208867604
3021 plate 2x3 025L.jpg,3021 plate 2x3,"[49, 109, 360, 273, '3021 plate 2x3', 0.6736766695976257]","[47, 111, 360, 272]","(49.0, 111.0, 360.0, 272.0)",0.9755484549740872
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[119, 104, 296, 302, '3022 Plate 2x2', 0.29866743087768555]","[121, 105, 296, 304]","(121.0, 105.0, 296.0, 302.0)",0.9739801107469771
3022 Plate 2x2 009L.jpg,3022 Plate 2x2,"[79, 83, 318, 302, '3022 Plate 2x2', 0.4434923529624939]","[79, 80, 320, 301]","(79.0, 83.0, 318.0, 301.0)",0.9738691588785047
3022 Plate 2x2 022R.jpg,3022 Plate 2x2,"[113, 79, 306, 326, '3022 Plate 2x2', 0.3975416123867035]","[113, 79, 304, 327]","(113.0, 79.0, 304.0, 326.0)",0.9856880197233714
3022 Plate 2x2 024L.jpg,3022 Plate 2x2,"[106, 80, 310, 302, '3022 Plate 2x2', 0.503372848033905]","[103, 80, 311, 303]","(106.0, 80.0, 310.0, 302.0)",0.9763711624698171
3022 Plate 2x2 035R.jpg,3022 Plate 2x2,"[97, 109, 310, 295, '3022 Plate 2x2', 0.4110721945762634]","[95, 111, 312, 296]","(97.0, 111.0, 310.0, 295.0)",0.9660102043331443
3023 Plate 1x2 017L.jpg,3023 Plate 1x2,"[92, 158, 303, 255, '3023 Plate 1x2', 0.3944361209869385]","[95, 159, 304, 255]","(95.0, 159.0, 303.0, 255.0)",0.9710645333852065
3023 Plate 1x2 020R.jpg,3023 Plate 1x2,"[102, 166, 298, 240, '3023 Plate 1x2', 0.26107773184776306]","[103, 167, 296, 240]","(103.0, 167.0, 296.0, 240.0)",0.9713872035300607
3023 Plate 1x2 036L.jpg,3023 Plate 1x2,"[113, 97, 295, 301, '3023 Plate 1x2', 0.3129548728466034]","[114, 96, 294, 302]","(114.0, 97.0, 294.0, 301.0)",0.9795134443021767
3023 Plate 1x2 037R.jpg,3023 Plate 1x2,"[111, 142, 292, 270, '3023 Plate 1x2', 0.4049345552921295]","[111, 143, 296, 272]","(111.0, 143.0, 292.0, 270.0)",0.95595941112867
3023 Plate 1x2 050L.jpg,3023 Plate 1x2,"[114, 143, 302, 247, '3023 Plate 1x2', 0.34566769003868103]","[115, 143, 303, 248]","(115.0, 143.0, 302.0, 247.0)",0.9800443458980045
3024 plate 1x1 001L.jpg,3024 plate 1x1,"[128, 164, 264, 245, '3024 plate 1x1', 0.7352739572525024]","[128, 160, 264, 244]","(128.0, 164.0, 264.0, 244.0)",0.9411764705882353
3024 plate 1x1 003R.jpg,3024 plate 1x1,"[137, 158, 263, 254, '3024 plate 1x1', 0.7906061410903931]","[136, 159, 264, 256]","(137.0, 159.0, 263.0, 254.0)",0.9543932387179078
3024 plate 1x1 010L.jpg,3024 plate 1x1,"[158, 143, 256, 256, '3024 plate 1x1', 0.7211498022079468]","[159, 144, 256, 256]","(159.0, 144.0, 256.0, 256.0)",0.9810366624525917
3024 plate 1x1 018R.jpg,3024 plate 1x1,"[135, 144, 262, 265, '3024 plate 1x1', 0.653035581111908]","[135, 146, 261, 264]","(135.0, 146.0, 261.0, 264.0)",0.9675278193531593
3024 plate 1x1 020R.jpg,3024 plate 1x1,"[167, 136, 240, 263, '3024 plate 1x1', 0.5232508778572083]","[167, 135, 240, 264]","(167.0, 136.0, 240.0, 263.0)",0.9844961240310077
3037 roof tile 1x4 004L.jpg,3037 roof tile 1x4,"[0, 24, 386, 386, '3037 roof tile 1x4', 0.4862494468688965]","[0, 27, 384, 384]","(0.0, 27.0, 384.0, 384.0)",0.981078063721982
3037 roof tile 1x4 007L.jpg,3037 roof tile 1x4,"[38, 93, 389, 312, '3037 roof tile 1x4', 0.39954426884651184]","[39, 95, 391, 312]","(39.0, 95.0, 389.0, 312.0)",0.9824974451185594
3037 roof tile 1x4 011L.jpg,3037 roof tile 1x4,"[25, 86, 395, 278, '3037 roof tile 1x4', 0.48555099964141846]","[27, 87, 400, 280]","(27.0, 87.0, 395.0, 278.0)",0.9662776151001499
3037 roof tile 1x4 026L.jpg,3037 roof tile 1x4,"[10, 31, 328, 373, '3037 roof tile 1x4', 0.32144662737846375]","[8, 31, 328, 376]","(10.0, 31.0, 328.0, 373.0)",0.985108695652174
3037 roof tile 1x4 039R.jpg,3037 roof tile 1x4,"[48, 79, 368, 295, '3037 roof tile 1x4', 0.23176328837871552]","[47, 79, 368, 296]","(48.0, 79.0, 368.0, 295.0)",0.9922907963305914
3038 roof tile 2x3 003L.jpg,3038 roof tile 2x3,"[56, 127, 353, 271, '3038 roof tile 2x3', 0.3422495126724243]","[55, 127, 352, 272]","(56.0, 127.0, 352.0, 271.0)",0.9864611539262653
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[48, 103, 336, 319, '3038 roof tile 2x3', 0.3443617522716522]","[47, 104, 336, 320]","(48.0, 104.0, 336.0, 319.0)",0.9873708381171068
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[47, 62, 328, 335, '3038 roof tile 2x3', 0.6162735819816589]","[47, 63, 328, 335]","(47.0, 63.0, 328.0, 335.0)",0.9963369963369964
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[56, 78, 358, 310, '3038 roof tile 2x3', 0.24343255162239075]","[55, 79, 360, 312]","(56.0, 79.0, 358.0, 310.0)",0.9775106141493968
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[34, 31, 373, 373, '3038 roof tile 2x3', 0.6100095510482788]","[31, 31, 372, 376]","(34.0, 31.0, 372.0, 373.0)",0.9797350555569682
3039 roof tile 2x2 007L.jpg,3039 roof tile 2x2,"[65, 103, 304, 312, '3039 roof tile 2x2', 0.3319738209247589]","[63, 103, 301, 312]","(65.0, 103.0, 301.0, 312.0)",0.979253112033195
3039 roof tile 2x2 068R.jpg,3039 roof tile 2x2,"[103, 95, 295, 319, '3039 roof tile 2x2', 0.20157642662525177]","[103, 95, 296, 317]","(103.0, 95.0, 295.0, 317.0)",0.9859819569743233
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[104, 103, 256, 303, '3040 roof tile 1x2', 0.4818342924118042]","[103, 103, 256, 304]","(104.0, 103.0, 256.0, 303.0)",0.9885214450622704
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[112, 88, 303, 285, '3040 roof tile 1x2', 0.5375775694847107]","[111, 87, 304, 287]","(112.0, 88.0, 303.0, 285.0)",0.9747927461139896
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[137, 80, 319, 310, '3040 roof tile 1x2', 0.6981474757194519]","[135, 80, 320, 312]","(137.0, 80.0, 319.0, 310.0)",0.9753028890959925
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[111, 142, 297, 303, '3040 roof tile 1x2', 0.43691185116767883]","[111, 144, 297, 304]","(111.0, 144.0, 297.0, 303.0)",0.9814814814814815
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[79, 135, 303, 318, '3040 roof tile 1x2', 0.5330240726470947]","[80, 135, 304, 320]","(80.0, 135.0, 303.0, 318.0)",0.9804435047930231
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[61, 95, 289, 320, '3045 roof corner outside tile 2x2', 0.6915556192398071]","[63, 95, 288, 320]","(63.0, 95.0, 288.0, 320.0)",0.9868421052631579
3045 roof corner outside tile 2x2 052R.jpg,3045 roof corner outside tile 2x2,"[136, 64, 326, 327, '3045 roof corner outside tile 2x2', 0.6744378209114075]","[136, 63, 326, 328]","(136.0, 64.0, 326.0, 327.0)",0.9924528301886792
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[64, 121, 306, 304, '3045 roof corner outside tile 2x2', 0.734196126461029]","[63, 120, 304, 301]","(64.0, 121.0, 304.0, 301.0)",0.9662916321828796
3045 roof corner outside tile 2x2 090L.jpg,3045 roof corner outside tile 2x2,"[158, 87, 312, 318, '3045 roof corner outside tile 2x2', 0.4958225190639496]","[159, 87, 312, 320]","(159.0, 87.0, 312.0, 318.0)",0.9850334448160535
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[119, 96, 327, 313, '3045 roof corner outside tile 2x2', 0.7242805361747742]","[119, 95, 328, 314]","(119.0, 96.0, 327.0, 313.0)",0.9861265867033712
3046 roof corner inside tile 2x2 006L.jpg,3046 roof corner inside tile 2x2,"[88, 72, 326, 296, '3046 roof corner inside tile 2x2', 0.3639052212238312]","[87, 74, 328, 296]","(88.0, 74.0, 326.0, 296.0)",0.9788432324280262
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[71, 80, 318, 311, '3046 roof corner inside tile 2x2', 0.21697023510932922]","[71, 79, 320, 311]","(71.0, 80.0, 318.0, 311.0)",0.9876921479019526
3046 roof corner inside tile 2x2 044R.jpg,3046 roof corner inside tile 2x2,"[96, 64, 318, 325, '3046 roof corner inside tile 2x2', 0.2911897599697113]","[95, 63, 320, 323]","(96.0, 64.0, 318.0, 323.0)",0.9754682410423453
3046 roof corner inside tile 2x2 088L.jpg,3046 roof corner inside tile 2x2,"[64, 64, 319, 334, '3046 roof corner inside tile 2x2', 0.24459624290466309]","[63, 64, 320, 335]","(64.0, 64.0, 319.0, 334.0)",0.9885565781727856
3046 roof corner inside tile 2x2 102R.jpg,3046 roof corner inside tile 2x2,"[64, 88, 326, 327, '3046 roof corner inside tile 2x2', 0.30019259452819824]","[63, 88, 324, 328]","(64.0, 88.0, 324.0, 327.0)",0.9845052124592034
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[144, 127, 256, 279, '3062 Round Brick 1x1', 0.950327455997467]","[143, 127, 256, 280]","(144.0, 127.0, 256.0, 279.0)",0.9846723350107004
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[127, 151, 278, 247, '3062 Round Brick 1x1', 0.744866132736206]","[127, 151, 279, 248]","(127.0, 151.0, 278.0, 247.0)",0.9831795984807379
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[136, 121, 269, 269, '3062 Round Brick 1x1', 0.9437983632087708]","[135, 120, 269, 272]","(136.0, 121.0, 269.0, 269.0)",0.9664179104477612
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[126, 152, 272, 247, '3062 Round Brick 1x1', 0.7525556087493896]","[127, 151, 272, 248]","(127.0, 152.0, 272.0, 247.0)",0.9728107344632768
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[134, 143, 263, 254, '3062 Round Brick 1x1', 0.4751477539539337]","[135, 143, 264, 256]","(135.0, 143.0, 263.0, 254.0)",0.9673202614379085
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[64, 104, 319, 270, '3063 Curved Brick 2 Knobs', 0.5855314135551453]","[64, 103, 320, 272]","(64.0, 104.0, 319.0, 270.0)",0.9784116124260355
3063 Curved Brick 2 Knobs 015L.jpg,3063 Curved Brick 2 Knobs,"[112, 71, 263, 305, '3063 Curved Brick 2 Knobs', 0.5826176404953003]","[111, 71, 264, 304]","(112.0, 71.0, 263.0, 304.0)",0.9827653631284916
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[73, 127, 306, 301, '3063 Curved Brick 2 Knobs', 0.7285671830177307]","[72, 127, 304, 304]","(73.0, 127.0, 304.0, 301.0)",0.9705882352941176
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[61, 135, 334, 279, '3063 Curved Brick 2 Knobs', 0.43728992342948914]","[58, 135, 335, 280]","(61.0, 135.0, 334.0, 279.0)",0.9787626042574381
3063 Curved Brick 2 Knobs 030R.jpg,3063 Curved Brick 2 Knobs,"[119, 102, 272, 272, '3063 Curved Brick 2 Knobs', 0.26638564467430115]","[119, 103, 272, 271]","(119.0, 103.0, 272.0, 271.0)",0.9882352941176471
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[80, 129, 318, 270, '3068 flat tile 2x2', 0.4069572389125824]","[80, 128, 319, 272]","(80.0, 129.0, 318.0, 270.0)",0.9750697350069735
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[81, 146, 318, 248, '3068 flat tile 2x2', 0.3615422248840332]","[79, 144, 320, 248]","(81.0, 146.0, 318.0, 248.0)",0.9644909032875838
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[105, 109, 287, 287, '3068 flat tile 2x2', 0.45690134167671204]","[108, 111, 288, 287]","(108.0, 111.0, 287.0, 287.0)",0.9672111015596218
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[104, 121, 290, 279, '3068 flat tile 2x2', 0.4074981212615967]","[106, 119, 295, 280]","(106.0, 121.0, 290.0, 279.0)",0.9455846479102293
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[79, 104, 326, 294, '3068 flat tile 2x2', 0.7409796118736267]","[80, 103, 328, 296]","(80.0, 104.0, 326.0, 294.0)",0.9726557622674491
3069 Flat Tile 1x2 005L.jpg,3069 Flat Tile 1x2,"[113, 97, 286, 302, '3069 Flat Tile 1x2', 0.5043860673904419]","[112, 99, 284, 304]","(113.0, 99.0, 284.0, 302.0)",0.9639286904365212
3069 Flat Tile 1x2 011R.jpg,3069 Flat Tile 1x2,"[104, 126, 296, 271, '3069 Flat Tile 1x2', 0.39798903465270996]","[103, 127, 296, 271]","(104.0, 127.0, 296.0, 271.0)",0.9879931389365352
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[120, 133, 281, 263, '3069 Flat Tile 1x2', 0.7090156078338623]","[119, 128, 280, 263]","(120.0, 133.0, 280.0, 263.0)",0.9512920192087811
3069 Flat Tile 1x2 014L.jpg,3069 Flat Tile 1x2,"[127, 102, 272, 297, '3069 Flat Tile 1x2', 0.6793553233146667]","[127, 103, 272, 296]","(127.0, 103.0, 272.0, 296.0)",0.9897435897435898
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[106, 127, 292, 272, '3069 Flat Tile 1x2', 0.7721155881881714]","[104, 127, 289, 271]","(106.0, 127.0, 289.0, 271.0)",0.9667620515078142
3070 Flat Tile 1x1 005R.jpg,3070 Flat Tile 1x1,"[136, 137, 263, 262, '3070 Flat Tile 1x1', 0.37876442074775696]","[135, 135, 261, 264]","(136.0, 137.0, 261.0, 262.0)",0.9467401841977703
3070 Flat Tile 1x1 009L.jpg,3070 Flat Tile 1x1,"[144, 143, 249, 256, '3070 Flat Tile 1x1', 0.5229347944259644]","[144, 143, 248, 256]","(144.0, 143.0, 248.0, 256.0)",0.9904761904761905
3070 Flat Tile 1x1 012L.jpg,3070 Flat Tile 1x1,"[139, 151, 262, 248, '3070 Flat Tile 1x1', 0.7048238515853882]","[135, 151, 263, 248]","(139.0, 151.0, 262.0, 248.0)",0.9609375
3070 Flat Tile 1x1 017L.jpg,3070 Flat Tile 1x1,"[132, 134, 266, 263, '3070 Flat Tile 1x1', 0.5995281934738159]","[133, 135, 264, 264]","(133.0, 135.0, 264.0, 263.0)",0.9627375552621003
3070 Flat Tile 1x1 039L.jpg,3070 Flat Tile 1x1,"[142, 139, 263, 256, '3070 Flat Tile 1x1', 0.26410242915153503]","[143, 135, 263, 256]","(143.0, 139.0, 263.0, 256.0)",0.9592129534740725
3298 roof tile 2x3 008L.jpg,3298 roof tile 2x3,"[103, 55, 311, 352, '3298 roof tile 2x3', 0.674960732460022]","[104, 55, 312, 352]","(104.0, 55.0, 311.0, 352.0)",0.9904306220095693
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[32, 160, 360, 324, '3298 roof tile 2x3', 0.49123522639274597]","[33, 160, 358, 328]","(33.0, 160.0, 358.0, 324.0)",0.9674725913018224
3298 roof tile 2x3 012R.jpg,3298 roof tile 2x3,"[63, 55, 273, 336, '3298 roof tile 2x3', 0.5341704487800598]","[64, 55, 277, 336]","(64.0, 55.0, 273.0, 336.0)",0.9766355140186916
3298 roof tile 2x3 019R.jpg,3298 roof tile 2x3,"[55, 79, 345, 280, '3298 roof tile 2x3', 0.4966825544834137]","[55, 79, 343, 280]","(55.0, 79.0, 343.0, 280.0)",0.993103448275862
