image,classname,pbox,gtbox,ioubox,iou
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[126, 126, 276, 298, '3022 Plate 2x2', 0.279139906167984]","[121, 105, 296, 304]","(126.0, 126.0, 276.0, 298.0)",0.7408470926058865
3023 Plate 1x2 050L.jpg,3023 Plate 1x2,"[112, 146, 289, 239, '3023 Plate 1x2', 0.3156217336654663]","[115, 143, 303, 248]","(115.0, 146.0, 289.0, 239.0)",0.8083320845197063
3037 roof tile 1x4 011L.jpg,3037 roof tile 1x4,"[253, 82, 400, 112, '3037 roof tile 1x4', 0.24744927883148193]","[27, 87, 400, 280]","(253.0, 87.0, 400.0, 112.0)",0.05053352400858038
3037 roof tile 1x4 026L.jpg,3037 roof tile 1x4,"[103, 313, 235, 356, '3037 roof tile 1x4', 0.23952838778495789]","[8, 31, 328, 376]","(103.0, 313.0, 235.0, 356.0)",0.05141304347826087
3038 roof tile 2x3 003L.jpg,3038 roof tile 2x3,"[96, 103, 268, 132, '3038 roof tile 2x3', 0.3065105378627777]","[55, 127, 352, 272]","(96.0, 127.0, 268.0, 132.0)",0.018223041552772656
3038 roof tile 2x3 003L.jpg,3038 roof tile 2x3,"[116, 140, 316, 174, '3038 roof tile 2x3', 0.2964693307876587]","[55, 127, 352, 272]","(116.0, 140.0, 316.0, 174.0)",0.15790084755601996
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[87, 83, 351, 270, '3038 roof tile 2x3', 0.24124455451965332]","[47, 104, 336, 320]","(87.0, 104.0, 336.0, 270.0)",0.5866473643872946
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[162, 38, 252, 179, '3038 roof tile 2x3', 0.3914206922054291]","[47, 63, 328, 335]","(162.0, 63.0, 252.0, 179.0)",0.1326860018809893
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[0, 16, 13, 194, '3038 roof tile 2x3', 0.32186606526374817]","[47, 63, 328, 335]","(0, 0, 0, 0)",0.0
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[116, 13, 231, 96, '3038 roof tile 2x3', 0.3022000789642334]","[47, 63, 328, 335]","(116.0, 63.0, 231.0, 96.0)",0.04617799518142659
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[50, 64, 183, 173, '3038 roof tile 2x3', 0.8261163234710693]","[55, 79, 360, 312]","(55.0, 79.0, 183.0, 173.0)",0.16363389092887257
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[173, 92, 338, 186, '3038 roof tile 2x3', 0.819519579410553]","[55, 79, 360, 312]","(173.0, 92.0, 338.0, 186.0)",0.2182508970660663
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[131, 63, 326, 132, '3038 roof tile 2x3', 0.7715259790420532]","[55, 79, 360, 312]","(131.0, 79.0, 326.0, 132.0)",0.13931387746849094
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[280, 116, 400, 214, '3038 roof tile 2x3', 0.7605369687080383]","[55, 79, 360, 312]","(280.0, 116.0, 360.0, 214.0)",0.10455424418216977
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[129, 3, 325, 46, '3038 roof tile 2x3', 0.3984224498271942]","[55, 79, 360, 312]","(0, 0, 0, 0)",0.0
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[71, 49, 343, 216, '3038 roof tile 2x3', 0.3163391947746277]","[55, 79, 360, 312]","(71.0, 79.0, 343.0, 216.0)",0.47035657936257497
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[76, 84, 385, 300, '3038 roof tile 2x3', 0.28671836853027344]","[55, 79, 360, 312]","(76.0, 84.0, 360.0, 300.0)",0.802249395148107
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[188, 137, 400, 210, '3038 roof tile 2x3', 0.23913894593715668]","[55, 79, 360, 312]","(188.0, 137.0, 360.0, 210.0)",0.1697100763668311
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[71, 243, 317, 327, '3038 roof tile 2x3', 0.23428568243980408]","[55, 79, 360, 312]","(71.0, 243.0, 317.0, 312.0)",0.22706173500100327
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[154, 105, 231, 262, '3038 roof tile 2x3', 0.2302861362695694]","[55, 79, 360, 312]","(154.0, 105.0, 231.0, 262.0)",0.170111869415324
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[120, 95, 296, 276, '3040 roof tile 1x2', 0.22943410277366638]","[111, 87, 304, 287]","(120.0, 95.0, 296.0, 276.0)",0.8252849740932643
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[118, 157, 284, 290, '3040 roof tile 1x2', 0.3449060320854187]","[111, 144, 297, 304]","(118.0, 157.0, 284.0, 290.0)",0.7418682795698924
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[95, 68, 253, 253, '3046 roof corner inside tile 2x2', 0.5197277069091797]","[71, 79, 320, 311]","(95.0, 79.0, 253.0, 253.0)",0.4620038315463987
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[97, 32, 266, 181, '3046 roof corner inside tile 2x2', 0.24658197164535522]","[71, 79, 320, 311]","(97.0, 79.0, 266.0, 181.0)",0.2623305078297393
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[94, 165, 247, 358, '3046 roof corner inside tile 2x2', 0.21381501853466034]","[71, 79, 320, 311]","(94.0, 165.0, 247.0, 311.0)",0.34387844640465526
3046 roof corner inside tile 2x2 088L.jpg,3046 roof corner inside tile 2x2,"[133, 0, 253, 0, '3046 roof corner inside tile 2x2', 0.22245395183563232]","[63, 64, 320, 335]","(0, 0, 0, 0)",0.0
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[90, 146, 329, 253, '3068 flat tile 2x2', 0.27753040194511414]","[80, 128, 319, 272]","(90.0, 146.0, 319.0, 253.0)",0.6904976610494279
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[84, 155, 307, 239, '3068 flat tile 2x2', 0.22202305495738983]","[79, 144, 320, 248]","(84.0, 155.0, 307.0, 239.0)",0.7473667411426748
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[105, 127, 295, 275, '3069 Flat Tile 1x2', 0.2003076821565628]","[104, 127, 289, 271]","(105.0, 127.0, 289.0, 271.0)",0.9374469289555618
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[136, 162, 398, 222, '3298 roof tile 2x3', 0.7684503197669983]","[33, 160, 358, 328]","(136.0, 162.0, 358.0, 222.0)",0.2336842105263158
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[120, 153, 347, 202, '3298 roof tile 2x3', 0.5515539050102234]","[33, 160, 358, 328]","(120.0, 160.0, 347.0, 202.0)",0.16967733898093934
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[65, 207, 327, 254, '3298 roof tile 2x3', 0.2797184884548187]","[33, 160, 358, 328]","(65.0, 207.0, 327.0, 254.0)",0.22553113553113552
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[32, 185, 372, 317, '3298 roof tile 2x3', 0.2741260528564453]","[33, 160, 358, 328]","(33.0, 185.0, 358.0, 317.0)",0.7582184517497349
3298 roof tile 2x3 012R.jpg,3298 roof tile 2x3,"[89, 0, 257, 202, '3298 roof tile 2x3', 0.2411302775144577]","[64, 55, 277, 336]","(89.0, 55.0, 257.0, 202.0)",0.3574312882636447
3298 roof tile 2x3 019R.jpg,3298 roof tile 2x3,"[19, 104, 386, 258, '3298 roof tile 2x3', 0.40341582894325256]","[55, 79, 343, 280]","(55.0, 104.0, 343.0, 258.0)",0.6331115996231479
3622 brick 1x3 010L.jpg,3622 brick 1x3,"[59, 127, 374, 282, '3622 brick 1x3', 0.532333493232727]","[55, 103, 358, 292]","(59.0, 127.0, 358.0, 282.0)",0.7756874822166804
3622 brick 1x3 011R.jpg,3622 brick 1x3,"[77, 111, 366, 287, '3622 brick 1x3', 0.2575990855693817]","[57, 99, 344, 296]","(77.0, 111.0, 344.0, 287.0)",0.7778715796791975
3623 Plate 1x3 019L.jpg,3623 Plate 1x3,"[120, 98, 267, 279, '3623 Plate 1x3', 0.23138751089572906]","[119, 98, 272, 280]","(120.0, 98.0, 267.0, 279.0)",0.9555052790346908
3659 brick bow 1x4 002R.jpg,3659 brick bow 1x4,"[224, 4, 309, 132, '3659 brick bow 1x4', 0.2851020097732544]","[24, 127, 359, 288]","(224.0, 127.0, 309.0, 132.0)",0.006600403789408293
3659 brick bow 1x4 002R.jpg,3659 brick bow 1x4,"[187, 0, 290, 126, '3659 brick bow 1x4', 0.23236477375030518]","[24, 127, 359, 288]","(0, 0, 0, 0)",0.0
3659 brick bow 1x4 002R.jpg,3659 brick bow 1x4,"[252, 0, 356, 126, '3659 brick bow 1x4', 0.20228265225887299]","[24, 127, 359, 288]","(0, 0, 0, 0)",0.0
3675 roof tile outside 3x3 034R.jpg,3675 roof tile outside 3x3,"[78, 334, 283, 400, '3675 roof tile outside 3x3', 0.29575473070144653]","[15, 7, 360, 374]","(78.0, 334.0, 283.0, 374.0)",0.06214710674902421
3794 Plate 1X2 with 1 Knob 053R.jpg,3794 Plate 1X2 with 1 Knob,"[134, 99, 285, 284, '3794 Plate 1X2 with 1 Knob', 0.3503479063510895]","[120, 103, 296, 287]","(134.0, 103.0, 285.0, 284.0)",0.8285133988116891
3794 Plate 1X2 with 1 Knob 055R.jpg,3794 Plate 1X2 with 1 Knob,"[104, 149, 303, 228, '3794 Plate 1X2 with 1 Knob', 0.2716890573501587]","[105, 146, 297, 238]","(105.0, 149.0, 297.0, 228.0)",0.8326288631498051
3794 Plate 1X2 with 1 Knob 073R.jpg,3794 Plate 1X2 with 1 Knob,"[112, 127, 280, 254, '3794 Plate 1X2 with 1 Knob', 0.2344413548707962]","[111, 127, 280, 254]","(112.0, 127.0, 280.0, 254.0)",0.9940828402366864
4150 flat tile round 2x2 006L.jpg,4150 flat tile round 2x2,"[0, 0, 215, 119, '4150 flat tile round 2x2', 0.7191805243492126]","[111, 111, 288, 288]","(111.0, 111.0, 215.0, 119.0)",0.01483541956420955
4150 flat tile round 2x2 006L.jpg,4150 flat tile round 2x2,"[23, 77, 247, 251, '4150 flat tile round 2x2', 0.6454520225524902]","[111, 111, 288, 288]","(111.0, 111.0, 247.0, 251.0)",0.37140349166097725
4150 flat tile round 2x2 006L.jpg,4150 flat tile round 2x2,"[133, 0, 289, 182, '4150 flat tile round 2x2', 0.32854509353637695]","[111, 111, 288, 288]","(133.0, 111.0, 288.0, 182.0)",0.22590114130881025
4150 flat tile round 2x2 006L.jpg,4150 flat tile round 2x2,"[60, 52, 238, 187, '4150 flat tile round 2x2', 0.32179585099220276]","[111, 111, 288, 288]","(111.0, 111.0, 238.0, 187.0)",0.21117115540289233
4150 flat tile round 2x2 006L.jpg,4150 flat tile round 2x2,"[129, 93, 289, 258, '4150 flat tile round 2x2', 0.2373153567314148]","[111, 111, 288, 288]","(129.0, 111.0, 288.0, 258.0)",0.6803178484107579
4150 flat tile round 2x2 006L.jpg,4150 flat tile round 2x2,"[126, 13, 213, 126, '4150 flat tile round 2x2', 0.22930118441581726]","[111, 111, 288, 288]","(126.0, 111.0, 213.0, 126.0)",0.032743695897628905
4150 flat tile round 2x2 006R.jpg,4150 flat tile round 2x2,"[126, 64, 262, 275, '4150 flat tile round 2x2', 0.4127780795097351]","[127, 112, 272, 286]","(127.0, 112.0, 262.0, 275.0)",0.6893581028163278
4150 flat tile round 2x2 006R.jpg,4150 flat tile round 2x2,"[0, 16, 233, 398, '4150 flat tile round 2x2', 0.36700040102005005]","[127, 112, 272, 286]","(127.0, 112.0, 233.0, 286.0)",0.19254217471187574
4150 flat tile round 2x2 013R.jpg,4150 flat tile round 2x2,"[136, 102, 274, 268, '4150 flat tile round 2x2', 0.3896522521972656]","[127, 111, 280, 280]","(136.0, 111.0, 274.0, 268.0)",0.7995128971548766
4150 flat tile round 2x2 013R.jpg,4150 flat tile round 2x2,"[0, 6, 268, 208, '4150 flat tile round 2x2', 0.31357985734939575]","[127, 111, 280, 280]","(127.0, 111.0, 268.0, 208.0)",0.20623982146088427
4150 flat tile round 2x2 013R.jpg,4150 flat tile round 2x2,"[0, 99, 250, 397, '4150 flat tile round 2x2', 0.22707262635231018]","[127, 111, 280, 280]","(127.0, 111.0, 250.0, 280.0)",0.26124167399773784
4150 flat tile round 2x2 013R.jpg,4150 flat tile round 2x2,"[0, 0, 198, 143, '4150 flat tile round 2x2', 0.22343480587005615]","[127, 111, 280, 280]","(127.0, 111.0, 198.0, 143.0)",0.0437773367502264
4150 flat tile round 2x2 038L.jpg,4150 flat tile round 2x2,"[0, 0, 267, 400, '4150 flat tile round 2x2', 0.8560404777526855]","[111, 135, 287, 264]","(111.0, 135.0, 267.0, 264.0)",0.18398244651673065
4150 flat tile round 2x2 038L.jpg,4150 flat tile round 2x2,"[94, 28, 307, 400, '4150 flat tile round 2x2', 0.3897971510887146]","[111, 135, 287, 264]","(111.0, 135.0, 287.0, 264.0)",0.2865364228381039
4150 flat tile round 2x2 038L.jpg,4150 flat tile round 2x2,"[104, 0, 254, 247, '4150 flat tile round 2x2', 0.3718181252479553]","[111, 135, 287, 264]","(111.0, 135.0, 254.0, 247.0)",0.3661804380630116
4150 flat tile round 2x2 038L.jpg,4150 flat tile round 2x2,"[0, 0, 263, 213, '4150 flat tile round 2x2', 0.3460581302642822]","[111, 135, 287, 264]","(111.0, 135.0, 263.0, 213.0)",0.17730719188837543
4286 roof tile 1x3 040L.jpg,4286 roof tile 1x3,"[51, 97, 274, 249, '4286 roof tile 1x3', 0.20403681695461273]","[51, 87, 352, 303]","(51.0, 97.0, 274.0, 249.0)",0.5213485911160329
4286 roof tile 1x3 040L.jpg,4286 roof tile 1x3,"[150, 113, 400, 260, '4286 roof tile 1x3', 0.2004518061876297]","[51, 87, 352, 303]","(150.0, 113.0, 352.0, 260.0)",0.412004662004662
6143 Brick D16 w cross 002L.jpg,6143 Brick D16 w cross,"[125, 87, 310, 285, '6143 Brick D16 w cross', 0.23716731369495392]","[95, 95, 311, 303]","(125.0, 95.0, 310.0, 285.0)",0.7574125150836063
6143 Brick D16 w cross 002L.jpg,6143 Brick D16 w cross,"[186, 78, 374, 198, '6143 Brick D16 w cross', 0.20243334770202637]","[95, 95, 311, 303]","(186.0, 95.0, 311.0, 198.0)",0.23574972991778514
6143 Brick D16 w cross 012R.jpg,6143 Brick D16 w cross,"[120, 123, 279, 245, '6143 Brick D16 w cross', 0.2061459869146347]","[107, 127, 295, 280]","(120.0, 127.0, 279.0, 245.0)",0.6381632653061224
6143 Brick D16 w cross 015R.jpg,6143 Brick D16 w cross,"[117, 103, 303, 281, '6143 Brick D16 w cross', 0.23094338178634644]","[95, 103, 304, 304]","(117.0, 103.0, 303.0, 281.0)",0.7881168321074056
6632 lever 3M 022R.jpg,6632 lever 3M,"[42, 8, 296, 255, '6632 lever 3M', 0.6230223774909973]","[88, 128, 310, 272]","(88.0, 128.0, 296.0, 255.0)",0.38682091082149656
6632 lever 3M 022R.jpg,6632 lever 3M,"[0, 0, 334, 260, '6632 lever 3M', 0.5746743083000183]","[88, 128, 310, 272]","(88.0, 128.0, 310.0, 260.0)",0.32740436181623167
6632 lever 3M 022R.jpg,6632 lever 3M,"[180, 0, 400, 264, '6632 lever 3M', 0.22167712450027466]","[88, 128, 310, 272]","(180.0, 128.0, 310.0, 264.0)",0.24430687596727835
6632 lever 3M 027R.jpg,6632 lever 3M,"[0, 100, 259, 329, '6632 lever 3M', 0.6800687313079834]","[119, 103, 279, 304]","(119.0, 103.0, 259.0, 304.0)",0.44433215960588024
6632 lever 3M 027R.jpg,6632 lever 3M,"[58, 40, 213, 339, '6632 lever 3M', 0.4342917799949646]","[119, 103, 279, 304]","(119.0, 103.0, 213.0, 304.0)",0.31695492442669976
6632 lever 3M 027R.jpg,6632 lever 3M,"[0, 0, 302, 290, '6632 lever 3M', 0.3766002655029297]","[119, 103, 279, 304]","(119.0, 103.0, 279.0, 290.0)",0.33311066577599646
6632 lever 3M 027R.jpg,6632 lever 3M,"[50, 0, 274, 244, '6632 lever 3M', 0.29807955026626587]","[119, 103, 279, 304]","(119.0, 103.0, 274.0, 244.0)",0.3364326288080541
6632 lever 3M 078R.jpg,6632 lever 3M,"[40, 137, 138, 345, '6632 lever 3M', 0.6622385382652283]","[95, 95, 304, 304]","(95.0, 137.0, 138.0, 304.0)",0.12623936432037128
6632 lever 3M 078R.jpg,6632 lever 3M,"[18, 31, 160, 305, '6632 lever 3M', 0.5368335247039795]","[95, 95, 304, 304]","(95.0, 95.0, 160.0, 304.0)",0.19687264506405425
6632 lever 3M 078R.jpg,6632 lever 3M,"[25, 2, 115, 164, '6632 lever 3M', 0.5320359468460083]","[95, 95, 304, 304]","(95.0, 95.0, 115.0, 164.0)",0.02426117684288251
6632 lever 3M 078R.jpg,6632 lever 3M,"[80, 152, 240, 273, '6632 lever 3M', 0.46473684906959534]","[95, 95, 304, 304]","(95.0, 152.0, 240.0, 273.0)",0.38563829787234044
6632 lever 3M 078R.jpg,6632 lever 3M,"[4, 41, 275, 268, '6632 lever 3M', 0.41000327467918396]","[95, 95, 304, 304]","(95.0, 95.0, 275.0, 268.0)",0.4204812444300413
6632 lever 3M 078R.jpg,6632 lever 3M,"[41, 200, 221, 281, '6632 lever 3M', 0.38659608364105225]","[95, 95, 304, 304]","(95.0, 200.0, 221.0, 281.0)",0.21238164603058995
6632 lever 3M 078R.jpg,6632 lever 3M,"[17, 0, 174, 164, '6632 lever 3M', 0.36642298102378845]","[95, 95, 304, 304]","(95.0, 95.0, 174.0, 164.0)",0.08520116289974679
6632 lever 3M 078R.jpg,6632 lever 3M,"[0, 116, 238, 304, '6632 lever 3M', 0.3223303556442261]","[95, 95, 304, 304]","(95.0, 116.0, 238.0, 304.0)",0.43684698006207245
15672 roof tile 1x2 016R.jpg,15672 roof tile 1x2,"[132, 98, 258, 295, '15672 roof tile 1x2', 0.26406797766685486]","[127, 103, 263, 296]","(132.0, 103.0, 258.0, 295.0)",0.9000669692685468
15672 roof tile 1x2 039R.jpg,15672 roof tile 1x2,"[127, 82, 254, 279, '15672 roof tile 1x2', 0.29332274198532104]","[119, 95, 255, 284]","(127.0, 95.0, 254.0, 279.0)",0.854249680131603
15672 roof tile 1x2 056L.jpg,15672 roof tile 1x2,"[140, 115, 298, 302, '15672 roof tile 1x2', 0.2560446560382843]","[135, 127, 304, 312]","(140.0, 127.0, 298.0, 302.0)",0.8338108018455415
27925 flat tile round 2x2 034L.jpg,27925 flat tile round 2x2,"[153, 79, 239, 323, '27925 flat tile round 2x2', 0.2534152865409851]","[159, 87, 248, 312]","(159.0, 87.0, 239.0, 312.0)",0.7823025772523795
41677 lever 2M 002L.jpg,41677 lever 2M,"[57, 18, 291, 168, '41677 lever 2M', 0.9204503297805786]","[119, 127, 280, 272]","(119.0, 127.0, 280.0, 168.0)",0.12732428053390943
41677 lever 2M 002L.jpg,41677 lever 2M,"[0, 0, 224, 117, '41677 lever 2M', 0.9021016359329224]","[119, 127, 280, 272]","(0, 0, 0, 0)",0.0
41677 lever 2M 002L.jpg,41677 lever 2M,"[0, 60, 258, 250, '41677 lever 2M', 0.6394301652908325]","[119, 127, 280, 272]","(119.0, 127.0, 258.0, 250.0)",0.3093471810089021
41677 lever 2M 002L.jpg,41677 lever 2M,"[0, 14, 243, 205, '41677 lever 2M', 0.30599328875541687]","[119, 127, 280, 272]","(119.0, 127.0, 243.0, 205.0)",0.1609692773691043
41677 lever 2M 002L.jpg,41677 lever 2M,"[116, 0, 276, 236, '41677 lever 2M', 0.25389572978019714]","[119, 127, 280, 272]","(119.0, 127.0, 276.0, 236.0)",0.38900254591743955
41677 lever 2M 002L.jpg,41677 lever 2M,"[115, 125, 277, 268, '41677 lever 2M', 0.2368062138557434]","[119, 127, 280, 272]","(119.0, 127.0, 277.0, 268.0)",0.919324887550035
41677 lever 2M 011L.jpg,41677 lever 2M,"[0, 70, 310, 318, '41677 lever 2M', 0.8651205897331238]","[111, 135, 288, 262]","(111.0, 135.0, 288.0, 262.0)",0.2923907388137357
41677 lever 2M 011L.jpg,41677 lever 2M,"[83, 99, 295, 277, '41677 lever 2M', 0.2121971696615219]","[111, 135, 288, 262]","(111.0, 135.0, 288.0, 262.0)",0.595691117235531
41677 lever 2M 018R.jpg,41677 lever 2M,"[110, 148, 283, 241, '41677 lever 2M', 0.3016641139984131]","[119, 151, 280, 248]","(119.0, 151.0, 280.0, 241.0)",0.8416589219330854
41677 lever 2M 018R.jpg,41677 lever 2M,"[0, 68, 339, 364, '41677 lever 2M', 0.20768071711063385]","[119, 151, 280, 248]","(119.0, 151.0, 280.0, 248.0)",0.15563461691780275
41677 lever 2M 022R.jpg,41677 lever 2M,"[109, 135, 287, 255, '41677 lever 2M', 0.2672821283340454]","[111, 135, 288, 263]","(111.0, 135.0, 287.0, 255.0)",0.9224318658280922
41677 lever 2M 022R.jpg,41677 lever 2M,"[0, 93, 331, 311, '41677 lever 2M', 0.23997576534748077]","[111, 135, 288, 263]","(111.0, 135.0, 288.0, 263.0)",0.3139776601347044
41677 lever 2M 031R.jpg,41677 lever 2M,"[108, 154, 286, 238, '41677 lever 2M', 0.4553121328353882]","[114, 151, 280, 248]","(114.0, 154.0, 280.0, 238.0)",0.8149620105201636
43093 Bush 2M friction - Cross axle 000L.jpg,43093 Bush 2M friction - Cross axle,"[115, 136, 288, 260, '43093 Bush 2M friction - Cross axle', 0.5277169346809387]","[112, 127, 296, 262]","(115.0, 136.0, 288.0, 260.0)",0.8636070853462158
43093 Bush 2M friction - Cross axle 000L.jpg,43093 Bush 2M friction - Cross axle,"[78, 0, 191, 196, '43093 Bush 2M friction - Cross axle', 0.24258121848106384]","[112, 127, 296, 262]","(112.0, 127.0, 191.0, 196.0)",0.13123239521390567
43093 Bush 2M friction - Cross axle 001L.jpg,43093 Bush 2M friction - Cross axle,"[139, 115, 267, 299, '43093 Bush 2M friction - Cross axle', 0.6362820863723755]","[136, 105, 264, 288]","(139.0, 115.0, 264.0, 288.0)",0.8530235493668888
43093 Bush 2M friction - Cross axle 001L.jpg,43093 Bush 2M friction - Cross axle,"[143, 97, 217, 281, '43093 Bush 2M friction - Cross axle', 0.2050265371799469]","[136, 105, 264, 288]","(143.0, 105.0, 217.0, 281.0)",0.5423051299133911
43093 Bush 2M friction - Cross axle 005R.jpg,43093 Bush 2M friction - Cross axle,"[148, 114, 245, 302, '43093 Bush 2M friction - Cross axle', 0.5333231687545776]","[151, 111, 253, 288]","(151.0, 114.0, 245.0, 288.0)",0.8205076753285844
43093 Bush 2M friction - Cross axle 005R.jpg,43093 Bush 2M friction - Cross axle,"[0, 11, 226, 231, '43093 Bush 2M friction - Cross axle', 0.23189979791641235]","[151, 111, 253, 288]","(151.0, 111.0, 226.0, 231.0)",0.15312893456290197
43093 Bush 2M friction - Cross axle 005R.jpg,43093 Bush 2M friction - Cross axle,"[130, 0, 238, 298, '43093 Bush 2M friction - Cross axle', 0.20286434888839722]","[151, 111, 253, 288]","(151.0, 111.0, 238.0, 288.0)",0.44200464996125033
43093 Bush 2M friction - Cross axle 011R.jpg,43093 Bush 2M friction - Cross axle,"[146, 126, 233, 298, '43093 Bush 2M friction - Cross axle', 0.4224618971347809]","[143, 111, 247, 288]","(146.0, 126.0, 233.0, 288.0)",0.7310924369747899
43093 Bush 2M friction - Cross axle 011R.jpg,43093 Bush 2M friction - Cross axle,"[139, 76, 221, 237, '43093 Bush 2M friction - Cross axle', 0.3980920910835266]","[143, 111, 247, 288]","(143.0, 111.0, 221.0, 237.0)",0.45119823707648515
43093 Bush 2M friction - Cross axle 015R.jpg,43093 Bush 2M friction - Cross axle,"[152, 119, 246, 260, '43093 Bush 2M friction - Cross axle', 0.364041805267334]","[135, 119, 272, 287]","(152.0, 119.0, 246.0, 260.0)",0.5758602711157456
99301 roof tile inside 3x3 028L.jpg,99301 roof tile inside 3x3,"[0, 139, 358, 339, '99301 roof tile inside 3x3', 0.504119336605072]","[23, 47, 384, 336]","(23.0, 139.0, 358.0, 336.0)",0.6003147342951225
99301 roof tile inside 3x3 028L.jpg,99301 roof tile inside 3x3,"[249, 9, 357, 27, '99301 roof tile inside 3x3', 0.33024781942367554]","[23, 47, 384, 336]","(0, 0, 0, 0)",0.0
99301 roof tile inside 3x3 028L.jpg,99301 roof tile inside 3x3,"[151, 294, 282, 326, '99301 roof tile inside 3x3', 0.21608342230319977]","[23, 47, 384, 336]","(151.0, 294.0, 282.0, 326.0)",0.04018058258010716
