image,classname,pbox,gtbox,ioubox,iou
3003 brick 2x2 012L.jpg,3003 brick 2x2,"[91, 100, 310, 280, '3003 brick 2x2', 0.2903154790401459]","[95, 95, 320, 301]","(95.0, 100.0, 310.0, 280.0)",0.8221797323135756
3003 brick 2x2 022L.jpg,3003 brick 2x2,"[119, 111, 373, 329, '3003 brick 2x2', 0.2917350232601166]","[71, 103, 328, 320]","(119.0, 111.0, 328.0, 320.0)",0.6475096353394604
3003 brick 2x2 024R.jpg,3003 brick 2x2,"[59, 79, 301, 334, '3003 brick 2x2', 0.272621214389801]","[80, 74, 312, 320]","(80.0, 79.0, 301.0, 320.0)",0.8128844187359778
3005 brick 1x1 000L.jpg,3005 brick 1x1,"[117, 118, 289, 276, '3005 brick 1x1', 0.4956552982330322]","[119, 122, 288, 280]","(119.0, 122.0, 288.0, 276.0)",0.9344391785150079
3005 brick 1x1 012L.jpg,3005 brick 1x1,"[112, 102, 288, 273, '3005 brick 1x1', 0.22795799374580383]","[119, 111, 282, 272]","(119.0, 111.0, 282.0, 272.0)",0.8719763423710792
3005 brick 1x1 015R.jpg,3005 brick 1x1,"[108, 132, 267, 279, '3005 brick 1x1', 0.24574638903141022]","[114, 127, 267, 280]","(114.0, 132.0, 267.0, 279.0)",0.9258984809188588
3005 brick 1x1 017L.jpg,3005 brick 1x1,"[105, 109, 276, 279, '3005 brick 1x1', 0.40280649065971375]","[111, 111, 272, 277]","(111.0, 111.0, 272.0, 277.0)",0.9193670450636395
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[98, 107, 248, 240, '3010 brick 1x4', 0.8618935942649841]","[15, 89, 376, 328]","(98.0, 107.0, 248.0, 240.0)",0.23122660207002863
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[55, 106, 183, 248, '3010 brick 1x4', 0.6814635992050171]","[15, 89, 376, 328]","(55.0, 106.0, 183.0, 248.0)",0.21066539945989174
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[42, 181, 156, 330, '3010 brick 1x4', 0.5223942995071411]","[15, 89, 376, 328]","(42.0, 181.0, 156.0, 328.0)",0.19371842741049858
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[67, 168, 315, 286, '3010 brick 1x4', 0.4592893719673157]","[15, 89, 376, 328]","(67.0, 168.0, 315.0, 286.0)",0.33917871092618135
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[80, 100, 371, 260, '3010 brick 1x4', 0.4029316306114197]","[15, 89, 376, 328]","(80.0, 100.0, 371.0, 260.0)",0.5396446412220819
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[72, 75, 235, 297, '3010 brick 1x4', 0.34304431080818176]","[15, 89, 376, 328]","(72.0, 89.0, 235.0, 297.0)",0.38283217217511095
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[41, 33, 254, 231, '3010 brick 1x4', 0.3362162113189697]","[15, 89, 376, 328]","(41.0, 89.0, 254.0, 231.0)",0.30798211940085735
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[30, 28, 397, 296, '3010 brick 1x4', 0.30661115050315857]","[15, 89, 376, 328]","(30.0, 89.0, 376.0, 296.0)",0.6337500995460699
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[0, 349, 178, 400, '3010 brick 1x4', 0.2947140336036682]","[15, 89, 376, 328]","(0, 0, 0, 0)",0.0
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[0, 136, 400, 305, '3010 brick 1x4', 0.2775231599807739]","[15, 89, 376, 328]","(15.0, 136.0, 376.0, 305.0)",0.6569290405943793
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[141, 185, 400, 400, '3010 brick 1x4', 0.975792407989502]","[55, 55, 352, 368]","(141.0, 185.0, 352.0, 368.0)",0.3509219961284342
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[124, 57, 333, 334, '3010 brick 1x4', 0.9734024405479431]","[55, 55, 352, 368]","(124.0, 57.0, 333.0, 334.0)",0.6227665365045557
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[142, 151, 394, 373, '3010 brick 1x4', 0.9621409773826599]","[55, 55, 352, 368]","(142.0, 151.0, 352.0, 368.0)",0.4409928872114966
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[0, 174, 316, 400, '3010 brick 1x4', 0.9502400755882263]","[55, 55, 352, 368]","(55.0, 174.0, 316.0, 368.0)",0.44516146048548044
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[154, 72, 400, 307, '3010 brick 1x4', 0.9499384164810181]","[55, 55, 352, 368]","(154.0, 72.0, 352.0, 307.0)",0.4463694707456759
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[189, 0, 400, 225, '3010 brick 1x4', 0.9338690638542175]","[55, 55, 352, 368]","(189.0, 55.0, 352.0, 225.0)",0.24581729148554904
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[0, 55, 211, 352, '3010 brick 1x4', 0.8924039006233215]","[55, 55, 352, 368]","(55.0, 55.0, 211.0, 352.0)",0.42391304347826086
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[0, 176, 400, 341, '3010 brick 1x4', 0.8712889552116394]","[55, 55, 352, 368]","(55.0, 176.0, 352.0, 341.0)",0.4456782713085234
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[109, 0, 371, 274, '3010 brick 1x4', 0.7563304901123047]","[55, 55, 352, 368]","(109.0, 55.0, 352.0, 274.0)",0.4771455725711007
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[89, 196, 341, 400, '3010 brick 1x4', 0.7073277235031128]","[55, 55, 352, 368]","(89.0, 196.0, 341.0, 368.0)",0.4290423162583519
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[0, 214, 261, 400, '3010 brick 1x4', 0.6910279989242554]","[55, 55, 352, 368]","(55.0, 214.0, 261.0, 368.0)",0.288970059116621
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[0, 64, 400, 254, '3010 brick 1x4', 0.65764319896698]","[55, 55, 352, 368]","(55.0, 64.0, 352.0, 254.0)",0.5014618194097626
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[5, 324, 266, 400, '3010 brick 1x4', 0.6422607898712158]","[55, 55, 352, 368]","(55.0, 324.0, 266.0, 368.0)",0.08968921777940934
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[0, 0, 400, 247, '3010 brick 1x4', 0.4563208222389221]","[55, 55, 352, 368]","(55.0, 55.0, 352.0, 247.0)",0.4232245040337843
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[0, 42, 395, 369, '3010 brick 1x4', 0.41503196954727173]","[55, 55, 352, 368]","(55.0, 55.0, 352.0, 368.0)",0.7197073510625943
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[186, 95, 371, 269, '3010 brick 1x4', 0.30518773198127747]","[55, 55, 352, 368]","(186.0, 95.0, 352.0, 269.0)",0.3000405123250958
3010 brick 1x4 021L.jpg,3010 brick 1x4,"[103, 86, 235, 371, '3010 brick 1x4', 0.5520846843719482]","[112, 87, 280, 336]","(112.0, 87.0, 235.0, 336.0)",0.6272811059907835
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[26, 38, 301, 303, '3010 brick 1x4', 0.9676526784896851]","[47, 47, 328, 351]","(47.0, 47.0, 301.0, 303.0)",0.6971214151701957
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[144, 35, 330, 292, '3010 brick 1x4', 0.9458465576171875]","[47, 47, 328, 351]","(144.0, 47.0, 328.0, 292.0)",0.5114242279853879
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[191, 0, 397, 209, '3010 brick 1x4', 0.3628016412258148]","[47, 47, 328, 351]","(191.0, 47.0, 328.0, 209.0)",0.20881788415942193
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[161, 64, 400, 309, '3010 brick 1x4', 0.3314819633960724]","[47, 47, 328, 351]","(161.0, 64.0, 328.0, 309.0)",0.3969863385857331
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[43, 181, 280, 400, '3010 brick 1x4', 0.2464437186717987]","[47, 47, 328, 351]","(47.0, 181.0, 280.0, 351.0)",0.40535423723610015
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[56, 0, 309, 257, '3010 brick 1x4', 0.23298753798007965]","[47, 47, 328, 351]","(56.0, 47.0, 309.0, 257.0)",0.5459589991265478
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[0, 99, 400, 242, '3020 plate 2x4', 0.6813855767250061]","[31, 103, 390, 288]","(31.0, 103.0, 390.0, 242.0)",0.6769541742409855
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[0, 164, 400, 274, '3020 plate 2x4', 0.5384941697120667]","[31, 103, 390, 288]","(31.0, 164.0, 390.0, 274.0)",0.5567853366231935
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[0, 233, 313, 337, '3020 plate 2x4', 0.41226035356521606]","[31, 103, 390, 288]","(31.0, 233.0, 313.0, 288.0)",0.18584420719652037
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[0, 268, 268, 400, '3020 plate 2x4', 0.3359604477882385]","[31, 103, 390, 288]","(31.0, 268.0, 268.0, 288.0)",0.04884030046058258
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[0, 224, 207, 307, '3020 plate 2x4', 0.2975436747074127]","[31, 103, 390, 288]","(31.0, 224.0, 207.0, 288.0)",0.15572637283636565
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[62, 126, 191, 299, '3020 plate 2x4', 0.8642176985740662]","[71, 86, 359, 320]","(71.0, 126.0, 191.0, 299.0)",0.3010921115607188
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[97, 113, 365, 295, '3020 plate 2x4', 0.8200147151947021]","[71, 86, 359, 320]","(97.0, 113.0, 359.0, 295.0)",0.6962794229309036
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[119, 134, 258, 269, '3020 plate 2x4', 0.6519638299942017]","[71, 86, 359, 320]","(119.0, 134.0, 258.0, 269.0)",0.27844551282051283
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[30, 178, 182, 371, '3020 plate 2x4', 0.31888583302497864]","[71, 86, 359, 320]","(71.0, 178.0, 182.0, 320.0)",0.19467430773411062
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[119, 209, 326, 333, '3020 plate 2x4', 0.25962361693382263]","[71, 86, 359, 320]","(119.0, 209.0, 326.0, 320.0)",0.32785411583408247
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[117, 31, 347, 340, '3020 plate 2x4', 0.8027176856994629]","[73, 39, 320, 328]","(117.0, 39.0, 320.0, 328.0)",0.7002005108251975
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[197, 32, 392, 272, '3020 plate 2x4', 0.5604178309440613]","[73, 39, 320, 328]","(197.0, 39.0, 320.0, 272.0)",0.3201264465394755
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[84, 85, 277, 325, '3020 plate 2x4', 0.3716409504413605]","[73, 39, 320, 328]","(84.0, 85.0, 277.0, 325.0)",0.648893994368407
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[156, 134, 357, 400, '3020 plate 2x4', 0.333798885345459]","[73, 39, 320, 328]","(156.0, 134.0, 320.0, 328.0)",0.3419861769479647
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[254, 74, 400, 332, '3020 plate 2x4', 0.2614486813545227]","[73, 39, 320, 328]","(254.0, 74.0, 320.0, 328.0)",0.18165072003640817
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[46, 60, 194, 400, '3020 plate 2x4', 0.23773203790187836]","[73, 39, 320, 328]","(73.0, 60.0, 194.0, 328.0)",0.3632371884626155
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 151, 400, 268, '3020 plate 2x4', 0.9800533652305603]","[0, 111, 400, 312]","(0.0, 151.0, 400.0, 268.0)",0.582089552238806
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[26, 144, 307, 235, '3020 plate 2x4', 0.8091990947723389]","[0, 111, 400, 312]","(26.0, 144.0, 307.0, 235.0)",0.31804726368159203
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 215, 183, 299, '3020 plate 2x4', 0.7880539894104004]","[0, 111, 400, 312]","(0.0, 215.0, 183.0, 299.0)",0.19119402985074627
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 152, 262, 303, '3020 plate 2x4', 0.5563110709190369]","[0, 111, 400, 312]","(0.0, 152.0, 262.0, 303.0)",0.49206467661691544
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 91, 400, 203, '3020 plate 2x4', 0.3511185348033905]","[0, 111, 400, 312]","(0.0, 111.0, 400.0, 203.0)",0.416289592760181
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 201, 235, 325, '3020 plate 2x4', 0.24195496737957]","[0, 111, 400, 312]","(0.0, 201.0, 235.0, 312.0)",0.3125636570606914
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 366, 220, 400, '3020 plate 2x4', 0.20920196175575256]","[0, 111, 400, 312]","(0, 0, 0, 0)",0.0
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 175, 400, 310, '3020 plate 2x4', 0.20238126814365387]","[0, 111, 400, 312]","(0.0, 175.0, 400.0, 310.0)",0.6716417910447762
3021 plate 2x3 011L.jpg,3021 plate 2x3,"[62, 128, 400, 268, '3021 plate 2x3', 0.8647170662879944]","[40, 93, 364, 285]","(62.0, 128.0, 364.0, 268.0)",0.6287175826790388
3021 plate 2x3 011L.jpg,3021 plate 2x3,"[0, 96, 400, 227, '3021 plate 2x3', 0.6195629835128784]","[40, 93, 364, 285]","(40.0, 96.0, 364.0, 227.0)",0.5881603015353916
3021 plate 2x3 011L.jpg,3021 plate 2x3,"[36, 102, 286, 286, '3021 plate 2x3', 0.2731267213821411]","[40, 93, 364, 285]","(40.0, 102.0, 286.0, 285.0)",0.7124228517170438
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[148, 147, 328, 360, '3021 plate 2x3', 0.7911355495452881]","[87, 48, 335, 352]","(148.0, 147.0, 328.0, 352.0)",0.4802686380674719
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[109, 56, 273, 320, '3021 plate 2x3', 0.7155503034591675]","[87, 48, 335, 352]","(109.0, 56.0, 273.0, 320.0)",0.5742784380305602
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[48, 125, 282, 359, '3021 plate 2x3', 0.432571679353714]","[87, 48, 335, 352]","(87.0, 125.0, 282.0, 352.0)",0.5154105003318468
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[102, 0, 324, 261, '3021 plate 2x3', 0.25346848368644714]","[87, 48, 335, 352]","(102.0, 48.0, 324.0, 261.0)",0.5495304946076608
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[156, 10, 400, 315, '3021 plate 2x3', 0.20287729799747467]","[87, 48, 335, 352]","(156.0, 48.0, 335.0, 315.0)",0.4684715592193611
3021 plate 2x3 019L.jpg,3021 plate 2x3,"[141, 84, 315, 249, '3021 plate 2x3', 0.9572269916534424]","[39, 71, 351, 314]","(141.0, 84.0, 315.0, 249.0)",0.37867996201329535
