image,classname,pbox,gtbox,ioubox,iou
3002 brick 2x3 038R.jpg,3002 brick 2x3,"[64, 34, 317, 351, '3002 brick 2x3', 0.9776036739349365]","[63, 39, 320, 351]","(64.0, 39.0, 317.0, 351.0)",0.9691463369716019
3002 brick 2x3 039R.jpg,3002 brick 2x3,"[67, 95, 315, 325, '3002 brick 2x3', 0.9760482907295227]","[64, 95, 312, 326]","(67.0, 95.0, 312.0, 325.0)",0.971920383593777
3002 brick 2x3 058R.jpg,3002 brick 2x3,"[42, 87, 361, 289, '3002 brick 2x3', 0.9881135821342468]","[39, 87, 359, 288]","(42.0, 87.0, 359.0, 288.0)",0.9796436094155994
3003 brick 2x2 004R.jpg,3003 brick 2x2,"[91, 97, 302, 303, '3003 brick 2x2', 0.9370087385177612]","[87, 95, 302, 304]","(91.0, 97.0, 302.0, 303.0)",0.9673083342605986
3003 brick 2x2 008R.jpg,3003 brick 2x2,"[80, 96, 319, 282, '3003 brick 2x2', 0.9386828541755676]","[79, 95, 320, 288]","(80.0, 96.0, 319.0, 282.0)",0.9557328058822264
3003 brick 2x2 012L.jpg,3003 brick 2x2,"[95, 98, 318, 298, '3003 brick 2x2', 0.9658675789833069]","[95, 95, 320, 301]","(95.0, 98.0, 318.0, 298.0)",0.9622437971952535
3003 brick 2x2 022L.jpg,3003 brick 2x2,"[74, 103, 326, 317, '3003 brick 2x2', 0.9578394889831543]","[71, 103, 328, 320]","(74.0, 103.0, 326.0, 317.0)",0.966988828919292
3003 brick 2x2 024R.jpg,3003 brick 2x2,"[83, 71, 309, 317, '3003 brick 2x2', 0.9788746237754822]","[80, 74, 312, 320]","(83.0, 74.0, 309.0, 317.0)",0.950961038961039
3004 brick 1x2 002R.jpg,3004 brick 1x2,"[105, 92, 285, 300, '3004 brick 1x2', 0.9611612558364868]","[103, 89, 288, 304]","(105.0, 92.0, 285.0, 300.0)",0.9412947831552483
3004 brick 1x2 011L.jpg,3004 brick 1x2,"[93, 95, 311, 288, '3004 brick 1x2', 0.9695209860801697]","[96, 95, 310, 286]","(96.0, 95.0, 310.0, 286.0)",0.9714788230260969
3004 brick 1x2 015L.jpg,3004 brick 1x2,"[74, 123, 304, 289, '3004 brick 1x2', 0.9510902166366577]","[81, 127, 310, 288]","(81.0, 127.0, 304.0, 288.0)",0.9171562867215041
3004 brick 1x2 022R.jpg,3004 brick 1x2,"[126, 84, 264, 301, '3004 brick 1x2', 0.9749253988265991]","[127, 87, 264, 300]","(127.0, 87.0, 264.0, 300.0)",0.9744540172310159
3004 brick 1x2 028L.jpg,3004 brick 1x2,"[110, 93, 298, 309, '3004 brick 1x2', 0.8840444087982178]","[114, 98, 296, 312]","(114.0, 98.0, 296.0, 309.0)",0.9331292219468339
3005 brick 1x1 000L.jpg,3005 brick 1x1,"[120, 121, 287, 275, '3005 brick 1x1', 0.9854924082756042]","[119, 122, 288, 280]","(120.0, 122.0, 287.0, 275.0)",0.9509471882094607
3005 brick 1x1 012L.jpg,3005 brick 1x1,"[120, 112, 287, 271, '3005 brick 1x1', 0.9890572428703308]","[119, 111, 282, 272]","(120.0, 112.0, 282.0, 271.0)",0.9526592203565353
3005 brick 1x1 015R.jpg,3005 brick 1x1,"[111, 128, 270, 279, '3005 brick 1x1', 0.9934711456298828]","[114, 127, 267, 280]","(114.0, 128.0, 267.0, 279.0)",0.9501542257865515
3005 brick 1x1 017L.jpg,3005 brick 1x1,"[110, 113, 273, 277, '3005 brick 1x1', 0.9922911524772644]","[111, 111, 272, 277]","(111.0, 113.0, 272.0, 277.0)",0.975973977969986
3005 brick 1x1 030L.jpg,3005 brick 1x1,"[127, 112, 287, 280, '3005 brick 1x1', 0.9919880628585815]","[127, 111, 287, 280]","(127.0, 112.0, 287.0, 280.0)",0.9940828402366864
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[12, 83, 378, 325, '3010 brick 1x4', 0.9666789770126343]","[15, 89, 376, 328]","(15.0, 89.0, 376.0, 325.0)",0.9502649043555853
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[53, 56, 352, 367, '3010 brick 1x4', 0.9873458743095398]","[55, 55, 352, 368]","(55.0, 56.0, 352.0, 367.0)",0.987006187021147
3010 brick 1x4 015L.jpg,3010 brick 1x4,"[117, 1, 298, 392, '3010 brick 1x4', 0.7011240124702454]","[119, 7, 296, 390]","(119.0, 7.0, 296.0, 390.0)",0.9578923570389001
3010 brick 1x4 021L.jpg,3010 brick 1x4,"[116, 81, 283, 335, '3010 brick 1x4', 0.963764488697052]","[112, 87, 280, 336]","(116.0, 87.0, 280.0, 335.0)",0.9333149754463261
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[51, 43, 333, 353, '3010 brick 1x4', 0.9764348268508911]","[47, 47, 328, 351]","(51.0, 47.0, 328.0, 351.0)",0.9500428719707568
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[24, 107, 390, 294, '3020 plate 2x4', 0.991746187210083]","[31, 103, 390, 288]","(31.0, 107.0, 390.0, 288.0)",0.9298920976559146
3020 plate 2x4 024R.jpg,3020 plate 2x4,"[75, 47, 330, 362, '3020 plate 2x4', 0.986062228679657]","[71, 47, 336, 368]","(75.0, 47.0, 330.0, 362.0)",0.9442779051313701
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[65, 82, 357, 320, '3020 plate 2x4', 0.9932802319526672]","[71, 86, 359, 320]","(71.0, 86.0, 357.0, 320.0)",0.9565490823852267
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[77, 43, 323, 330, '3020 plate 2x4', 0.9912015199661255]","[73, 39, 320, 328]","(77.0, 43.0, 320.0, 328.0)",0.9522205417296852
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 111, 400, 313, '3020 plate 2x4', 0.9869959354400635]","[0, 111, 400, 312]","(0.0, 111.0, 400.0, 312.0)",0.995049504950495
3021 plate 2x3 009R.jpg,3021 plate 2x3,"[94, 55, 301, 346, '3021 plate 2x3', 0.9877395033836365]","[88, 56, 296, 344]","(94.0, 56.0, 296.0, 344.0)",0.9388525780682644
3021 plate 2x3 011L.jpg,3021 plate 2x3,"[40, 93, 368, 288, '3021 plate 2x3', 0.9892527461051941]","[40, 93, 364, 285]","(40.0, 93.0, 364.0, 285.0)",0.9726078799249531
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[84, 44, 336, 355, '3021 plate 2x3', 0.9923885464668274]","[87, 48, 335, 352]","(87.0, 48.0, 335.0, 352.0)",0.9619762159955086
3021 plate 2x3 019L.jpg,3021 plate 2x3,"[38, 66, 349, 321, '3021 plate 2x3', 0.9805966019630432]","[39, 71, 351, 314]","(39.0, 71.0, 349.0, 314.0)",0.9440914388840846
3021 plate 2x3 025L.jpg,3021 plate 2x3,"[44, 114, 356, 275, '3021 plate 2x3', 0.9872056245803833]","[47, 111, 360, 272]","(47.0, 114.0, 356.0, 272.0)",0.9424550701696813
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[121, 102, 296, 298, '3022 Plate 2x2', 0.9663501977920532]","[121, 105, 296, 304]","(121.0, 105.0, 296.0, 298.0)",0.9554455445544554
3022 Plate 2x2 009L.jpg,3022 Plate 2x2,"[78, 84, 317, 299, '3022 Plate 2x2', 0.9700660109519958]","[79, 80, 320, 301]","(79.0, 84.0, 317.0, 299.0)",0.9568778517465779
3022 Plate 2x2 022R.jpg,3022 Plate 2x2,"[112, 74, 303, 322, '3022 Plate 2x2', 0.9565855860710144]","[113, 79, 304, 327]","(113.0, 79.0, 303.0, 322.0)",0.9506650743318371
3022 Plate 2x2 024L.jpg,3022 Plate 2x2,"[103, 79, 309, 299, '3022 Plate 2x2', 0.942729115486145]","[103, 80, 311, 303]","(103.0, 80.0, 309.0, 299.0)",0.9683193818415969
3022 Plate 2x2 035R.jpg,3022 Plate 2x2,"[97, 110, 310, 295, '3022 Plate 2x2', 0.89634770154953]","[95, 111, 312, 296]","(97.0, 111.0, 310.0, 295.0)",0.9711085782248873
3023 Plate 1x2 017L.jpg,3023 Plate 1x2,"[90, 158, 303, 256, '3023 Plate 1x2', 0.9873782992362976]","[95, 159, 304, 255]","(95.0, 159.0, 303.0, 255.0)",0.9522174535050072
3023 Plate 1x2 020R.jpg,3023 Plate 1x2,"[100, 167, 292, 240, '3023 Plate 1x2', 0.9800850749015808]","[103, 167, 296, 240]","(103.0, 167.0, 292.0, 240.0)",0.9642857142857143
3023 Plate 1x2 036L.jpg,3023 Plate 1x2,"[113, 98, 295, 299, '3023 Plate 1x2', 0.9418521523475647]","[114, 96, 294, 302]","(114.0, 98.0, 294.0, 299.0)",0.9652633263966705
3023 Plate 1x2 037R.jpg,3023 Plate 1x2,"[113, 142, 292, 268, '3023 Plate 1x2', 0.9850364923477173]","[111, 143, 296, 272]","(113.0, 143.0, 292.0, 268.0)",0.9305855930793545
3023 Plate 1x2 050L.jpg,3023 Plate 1x2,"[108, 143, 305, 247, '3023 Plate 1x2', 0.9898062348365784]","[115, 143, 303, 248]","(115.0, 143.0, 303.0, 247.0)",0.9456374540530084
3024 plate 1x1 001L.jpg,3024 plate 1x1,"[126, 167, 265, 245, '3024 plate 1x1', 0.9793822765350342]","[128, 160, 264, 244]","(128.0, 167.0, 264.0, 244.0)",0.8879091063252501
3024 plate 1x1 003R.jpg,3024 plate 1x1,"[134, 158, 264, 252, '3024 plate 1x1', 0.9847009181976318]","[136, 159, 264, 256]","(136.0, 159.0, 264.0, 252.0)",0.9349670122525919
3024 plate 1x1 010L.jpg,3024 plate 1x1,"[160, 144, 258, 256, '3024 plate 1x1', 0.9747390151023865]","[159, 144, 256, 256]","(160.0, 144.0, 256.0, 256.0)",0.9696969696969697
3024 plate 1x1 018R.jpg,3024 plate 1x1,"[133, 144, 262, 263, '3024 plate 1x1', 0.9897249937057495]","[135, 146, 261, 264]","(135.0, 146.0, 261.0, 263.0)",0.9525101763907734
3024 plate 1x1 020R.jpg,3024 plate 1x1,"[166, 134, 240, 263, '3024 plate 1x1', 0.8305029273033142]","[167, 135, 240, 264]","(167.0, 135.0, 240.0, 263.0)",0.9714107495581661
3037 roof tile 1x4 004L.jpg,3037 roof tile 1x4,"[0, 25, 384, 387, '3037 roof tile 1x4', 0.9392596483230591]","[0, 27, 384, 384]","(0.0, 27.0, 384.0, 384.0)",0.9861878453038674
3037 roof tile 1x4 007L.jpg,3037 roof tile 1x4,"[38, 92, 393, 310, '3037 roof tile 1x4', 0.9846298098564148]","[39, 95, 391, 312]","(39.0, 95.0, 391.0, 310.0)",0.9690885343304223
3037 roof tile 1x4 011L.jpg,3037 roof tile 1x4,"[22, 85, 400, 277, '3037 roof tile 1x4', 0.9817839860916138]","[27, 87, 400, 280]","(27.0, 87.0, 400.0, 277.0)",0.9616663274306262
3037 roof tile 1x4 026L.jpg,3037 roof tile 1x4,"[8, 30, 330, 373, '3037 roof tile 1x4', 0.9608378410339355]","[8, 31, 328, 376]","(8.0, 31.0, 328.0, 373.0)",0.9823528355743856
3037 roof tile 1x4 039R.jpg,3037 roof tile 1x4,"[52, 80, 370, 294, '3037 roof tile 1x4', 0.9770021438598633]","[47, 79, 368, 296]","(52.0, 80.0, 368.0, 294.0)",0.9648854961832061
3038 roof tile 2x3 003L.jpg,3038 roof tile 2x3,"[54, 126, 354, 269, '3038 roof tile 2x3', 0.9114649295806885]","[55, 127, 352, 272]","(55.0, 127.0, 352.0, 269.0)",0.9630746043707611
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[44, 99, 335, 321, '3038 roof tile 2x3', 0.8789345026016235]","[47, 104, 336, 320]","(47.0, 104.0, 335.0, 320.0)",0.959733407386837
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[50, 56, 332, 336, '3038 roof tile 2x3', 0.914972722530365]","[47, 63, 328, 335]","(50.0, 63.0, 328.0, 335.0)",0.9478539911752908
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[57, 74, 364, 307, '3038 roof tile 2x3', 0.9083110094070435]","[55, 79, 360, 312]","(57.0, 79.0, 360.0, 307.0)",0.9397649363369246
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[32, 32, 375, 374, '3038 roof tile 2x3', 0.8347563147544861]","[31, 31, 372, 376]","(32.0, 32.0, 372.0, 374.0)",0.9798518593422151
3039 roof tile 2x2 007L.jpg,3039 roof tile 2x2,"[67, 100, 306, 312, '3039 roof tile 2x2', 0.9135017395019531]","[63, 103, 301, 312]","(67.0, 103.0, 301.0, 312.0)",0.9495573159366263
3039 roof tile 2x2 018R.jpg,3039 roof tile 2x2,"[75, 101, 311, 335, '3039 roof tile 2x2', 0.9600434303283691]","[79, 104, 313, 335]","(79.0, 104.0, 311.0, 335.0)",0.9623962935028553
3039 roof tile 2x2 030R.jpg,3039 roof tile 2x2,"[130, 74, 274, 327, '3039 roof tile 2x2', 0.9728725552558899]","[129, 74, 272, 328]","(130.0, 74.0, 272.0, 327.0)",0.9755077658303465
3039 roof tile 2x2 040R.jpg,3039 roof tile 2x2,"[93, 120, 318, 302, '3039 roof tile 2x2', 0.9153250455856323]","[91, 119, 320, 304]","(93.0, 120.0, 318.0, 302.0)",0.9665997875604863
3039 roof tile 2x2 068R.jpg,3039 roof tile 2x2,"[104, 97, 300, 321, '3039 roof tile 2x2', 0.9374483227729797]","[103, 95, 296, 317]","(104.0, 97.0, 296.0, 317.0)",0.9490002246686138
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[104, 104, 256, 302, '3040 roof tile 1x2', 0.954211413860321]","[103, 103, 256, 304]","(104.0, 104.0, 256.0, 302.0)",0.9786362306116476
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[106, 89, 302, 289, '3040 roof tile 1x2', 0.7475431561470032]","[111, 87, 304, 287]","(111.0, 89.0, 302.0, 287.0)",0.9458756440398179
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[133, 80, 315, 312, '3040 roof tile 1x2', 0.8688036203384399]","[135, 80, 320, 312]","(135.0, 80.0, 315.0, 312.0)",0.9625668449197861
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[110, 143, 297, 300, '3040 roof tile 1x2', 0.9712533950805664]","[111, 144, 297, 304]","(111.0, 144.0, 297.0, 300.0)",0.9638906421286915
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[76, 134, 303, 318, '3040 roof tile 1x2', 0.9056286215782166]","[80, 135, 304, 320]","(80.0, 135.0, 303.0, 318.0)",0.962499115545178
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[66, 92, 290, 318, '3045 roof corner outside tile 2x2', 0.9760507941246033]","[63, 95, 288, 320]","(66.0, 95.0, 288.0, 318.0)",0.9567670989312564
3045 roof corner outside tile 2x2 052R.jpg,3045 roof corner outside tile 2x2,"[139, 64, 327, 330, '3045 roof corner outside tile 2x2', 0.9757192730903625]","[136, 63, 326, 328]","(139.0, 64.0, 326.0, 328.0)",0.9681898411453226
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[63, 121, 305, 301, '3045 roof corner outside tile 2x2', 0.9473446607589722]","[63, 120, 304, 301]","(63.0, 121.0, 304.0, 301.0)",0.9903883472980068
3045 roof corner outside tile 2x2 090L.jpg,3045 roof corner outside tile 2x2,"[158, 88, 311, 316, '3045 roof corner outside tile 2x2', 0.9349711537361145]","[159, 87, 312, 320]","(159.0, 88.0, 311.0, 316.0)",0.9659670541015135
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[118, 95, 324, 315, '3045 roof corner outside tile 2x2', 0.9799326658248901]","[119, 95, 328, 314]","(119.0, 95.0, 324.0, 314.0)",0.9718373885184864
3046 roof corner inside tile 2x2 006L.jpg,3046 roof corner inside tile 2x2,"[89, 70, 325, 294, '3046 roof corner inside tile 2x2', 0.9699265956878662]","[87, 74, 328, 296]","(89.0, 74.0, 325.0, 294.0)",0.9536054071924476
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[72, 75, 314, 308, '3046 roof corner inside tile 2x2', 0.9679890871047974]","[71, 79, 320, 311]","(72.0, 79.0, 314.0, 308.0)",0.9435099427948788
3046 roof corner inside tile 2x2 044R.jpg,3046 roof corner inside tile 2x2,"[97, 59, 322, 328, '3046 roof corner inside tile 2x2', 0.7452194690704346]","[95, 63, 320, 323]","(97.0, 63.0, 320.0, 323.0)",0.9497911376853141
3046 roof corner inside tile 2x2 088L.jpg,3046 roof corner inside tile 2x2,"[66, 59, 320, 336, '3046 roof corner inside tile 2x2', 0.9595910906791687]","[63, 64, 320, 335]","(66.0, 64.0, 320.0, 335.0)",0.9671635919124363
3046 roof corner inside tile 2x2 102R.jpg,3046 roof corner inside tile 2x2,"[68, 85, 326, 329, '3046 roof corner inside tile 2x2', 0.9398770928382874]","[63, 88, 324, 328]","(68.0, 88.0, 324.0, 328.0)",0.9577254021698466
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[143, 127, 256, 279, '3062 Round Brick 1x1', 0.9977570176124573]","[143, 127, 256, 280]","(143.0, 127.0, 256.0, 279.0)",0.9934640522875817
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[128, 150, 277, 247, '3062 Round Brick 1x1', 0.9920083284378052]","[127, 151, 279, 248]","(128.0, 151.0, 277.0, 247.0)",0.9604512186933458
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[137, 120, 269, 270, '3062 Round Brick 1x1', 0.9969538450241089]","[135, 120, 269, 272]","(137.0, 120.0, 269.0, 270.0)",0.9721131186174391
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[126, 153, 272, 249, '3062 Round Brick 1x1', 0.9926146268844604]","[127, 151, 272, 248]","(127.0, 153.0, 272.0, 248.0)",0.9628827065566895
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[134, 144, 261, 254, '3062 Round Brick 1x1', 0.9946063160896301]","[135, 143, 264, 256]","(135.0, 144.0, 261.0, 254.0)",0.9436917001429835
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[62, 104, 317, 272, '3063 Curved Brick 2 Knobs', 0.9911870360374451]","[64, 103, 320, 272]","(64.0, 104.0, 317.0, 272.0)",0.9748623853211009
3063 Curved Brick 2 Knobs 015L.jpg,3063 Curved Brick 2 Knobs,"[111, 72, 266, 304, '3063 Curved Brick 2 Knobs', 0.997730553150177]","[111, 71, 264, 304]","(111.0, 72.0, 264.0, 304.0)",0.9829147398443774
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[73, 126, 306, 303, '3063 Curved Brick 2 Knobs', 0.9899015426635742]","[72, 127, 304, 304]","(73.0, 127.0, 304.0, 303.0)",0.976157890945761
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[61, 133, 330, 282, '3063 Curved Brick 2 Knobs', 0.9783008694648743]","[58, 135, 335, 280]","(61.0, 135.0, 330.0, 280.0)",0.9457821100361291
3063 Curved Brick 2 Knobs 030R.jpg,3063 Curved Brick 2 Knobs,"[118, 104, 271, 274, '3063 Curved Brick 2 Knobs', 0.9976262450218201]","[119, 103, 272, 271]","(119.0, 104.0, 271.0, 271.0)",0.9640714014432207
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[79, 128, 318, 272, '3068 flat tile 2x2', 0.8105477690696716]","[80, 128, 319, 272]","(80.0, 128.0, 318.0, 272.0)",0.9916666666666667
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[84, 146, 317, 249, '3068 flat tile 2x2', 0.9594680666923523]","[79, 144, 320, 248]","(84.0, 146.0, 317.0, 248.0)",0.9394789896035103
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[106, 110, 288, 288, '3068 flat tile 2x2', 0.6758942604064941]","[108, 111, 288, 287]","(108.0, 111.0, 288.0, 287.0)",0.9778985059883937
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[106, 120, 290, 279, '3068 flat tile 2x2', 0.9458850622177124]","[106, 119, 295, 280]","(106.0, 120.0, 290.0, 279.0)",0.9614512471655329
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[75, 107, 319, 293, '3068 flat tile 2x2', 0.9710410237312317]","[80, 103, 328, 296]","(80.0, 107.0, 319.0, 293.0)",0.9110546378653113
3069 Flat Tile 1x2 005L.jpg,3069 Flat Tile 1x2,"[111, 100, 288, 302, '3069 Flat Tile 1x2', 0.9724751114845276]","[112, 99, 284, 304]","(112.0, 100.0, 284.0, 302.0)",0.9579266611524676
3069 Flat Tile 1x2 011R.jpg,3069 Flat Tile 1x2,"[105, 125, 297, 269, '3069 Flat Tile 1x2', 0.9806498289108276]","[103, 127, 296, 271]","(105.0, 127.0, 296.0, 269.0)",0.95776537891094
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[120, 131, 280, 264, '3069 Flat Tile 1x2', 0.9762772917747498]","[119, 128, 280, 263]","(120.0, 131.0, 280.0, 263.0)",0.9646037908198218
3069 Flat Tile 1x2 014L.jpg,3069 Flat Tile 1x2,"[127, 102, 272, 297, '3069 Flat Tile 1x2', 0.9864956140518188]","[127, 103, 272, 296]","(127.0, 103.0, 272.0, 296.0)",0.9897435897435898
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[105, 125, 293, 272, '3069 Flat Tile 1x2', 0.980461597442627]","[104, 127, 289, 271]","(105.0, 127.0, 289.0, 271.0)",0.95377969762419
3070 Flat Tile 1x1 005R.jpg,3070 Flat Tile 1x1,"[136, 136, 262, 262, '3070 Flat Tile 1x1', 0.9221391677856445]","[135, 135, 261, 264]","(136.0, 136.0, 261.0, 262.0)",0.9615384615384616
3070 Flat Tile 1x1 009L.jpg,3070 Flat Tile 1x1,"[140, 144, 248, 256, '3070 Flat Tile 1x1', 0.9620504975318909]","[144, 143, 248, 256]","(144.0, 144.0, 248.0, 256.0)",0.9547540983606557
3070 Flat Tile 1x1 012L.jpg,3070 Flat Tile 1x1,"[138, 152, 265, 249, '3070 Flat Tile 1x1', 0.9445037245750427]","[135, 151, 263, 248]","(138.0, 152.0, 263.0, 248.0)",0.9422850412249706
3070 Flat Tile 1x1 017L.jpg,3070 Flat Tile 1x1,"[132, 133, 264, 263, '3070 Flat Tile 1x1', 0.6453567743301392]","[133, 135, 264, 264]","(133.0, 135.0, 264.0, 263.0)",0.9697530507200277
3070 Flat Tile 1x1 039L.jpg,3070 Flat Tile 1x1,"[142, 139, 262, 255, '3070 Flat Tile 1x1', 0.9516993165016174]","[143, 135, 263, 256]","(143.0, 139.0, 262.0, 255.0)",0.9431538671768243
3298 roof tile 2x3 008L.jpg,3298 roof tile 2x3,"[99, 51, 311, 352, '3298 roof tile 2x3', 0.9876975417137146]","[104, 55, 312, 352]","(104.0, 55.0, 311.0, 352.0)",0.9589761187976727
