image,classname,pbox,gtbox,ioubox,iou
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[73, 43, 319, 330, '3020 plate 2x4', 0.9745833277702332]","[73, 39, 320, 328]","(73.0, 43.0, 319.0, 328.0)",0.9754434782608695
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 108, 399, 313, '3020 plate 2x4', 0.9801725745201111]","[0, 111, 400, 312]","(0.0, 111.0, 399.0, 312.0)",0.9780842967949656
3021 plate 2x3 009R.jpg,3021 plate 2x3,"[90, 56, 299, 346, '3021 plate 2x3', 0.9690093994140625]","[88, 56, 296, 344]","(90.0, 56.0, 296.0, 344.0)",0.9696335763083058
3021 plate 2x3 011L.jpg,3021 plate 2x3,"[42, 92, 366, 284, '3021 plate 2x3', 0.9787797331809998]","[40, 93, 364, 285]","(42.0, 93.0, 364.0, 284.0)",0.9775566646533363
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[84, 48, 334, 354, '3021 plate 2x3', 0.9755541682243347]","[87, 48, 335, 352]","(87.0, 48.0, 334.0, 352.0)",0.977657413676371
3021 plate 2x3 019L.jpg,3021 plate 2x3,"[40, 68, 351, 316, '3021 plate 2x3', 0.9761707186698914]","[39, 71, 351, 314]","(40.0, 71.0, 351.0, 314.0)",0.9767613188403924
3021 plate 2x3 025L.jpg,3021 plate 2x3,"[44, 110, 362, 274, '3021 plate 2x3', 0.9689277410507202]","[47, 111, 360, 272]","(47.0, 111.0, 360.0, 272.0)",0.9662716674336554
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[120, 104, 297, 299, '3022 Plate 2x2', 0.9743919968605042]","[121, 105, 296, 304]","(121.0, 105.0, 296.0, 299.0)",0.9593105397004804
3022 Plate 2x2 009L.jpg,3022 Plate 2x2,"[81, 83, 319, 300, '3022 Plate 2x2', 0.9568470120429993]","[79, 80, 320, 301]","(81.0, 83.0, 319.0, 300.0)",0.969677625279285
3022 Plate 2x2 022R.jpg,3022 Plate 2x2,"[112, 78, 307, 324, '3022 Plate 2x2', 0.9737334847450256]","[113, 79, 304, 327]","(113.0, 79.0, 304.0, 324.0)",0.963990688667779
3022 Plate 2x2 024L.jpg,3022 Plate 2x2,"[105, 81, 312, 303, '3022 Plate 2x2', 0.9638045430183411]","[103, 80, 311, 303]","(105.0, 81.0, 311.0, 303.0)",0.9812470497360855
3022 Plate 2x2 035R.jpg,3022 Plate 2x2,"[97, 107, 311, 296, '3022 Plate 2x2', 0.7440120577812195]","[95, 111, 312, 296]","(97.0, 111.0, 311.0, 296.0)",0.965586205214507
3023 Plate 1x2 017L.jpg,3023 Plate 1x2,"[97, 156, 305, 254, '3023 Plate 1x2', 0.9239820241928101]","[95, 159, 304, 255]","(97.0, 159.0, 304.0, 254.0)",0.9462060337776067
3023 Plate 1x2 020R.jpg,3023 Plate 1x2,"[102, 162, 298, 241, '3023 Plate 1x2', 0.9179384708404541]","[103, 167, 296, 240]","(103.0, 167.0, 296.0, 240.0)",0.9099070007749935
3023 Plate 1x2 036L.jpg,3023 Plate 1x2,"[113, 97, 292, 302, '3023 Plate 1x2', 0.8521900177001953]","[114, 96, 294, 302]","(114.0, 97.0, 292.0, 302.0)",0.9786777524473649
3023 Plate 1x2 037R.jpg,3023 Plate 1x2,"[114, 145, 292, 271, '3023 Plate 1x2', 0.9398877620697021]","[111, 143, 296, 272]","(114.0, 145.0, 292.0, 271.0)",0.9397862979258328
3023 Plate 1x2 050L.jpg,3023 Plate 1x2,"[113, 140, 300, 248, '3023 Plate 1x2', 0.9291162490844727]","[115, 143, 303, 248]","(115.0, 143.0, 300.0, 248.0)",0.9470528009360831
3024 plate 1x1 001L.jpg,3024 plate 1x1,"[131, 163, 266, 244, '3024 plate 1x1', 0.9222704768180847]","[128, 160, 264, 244]","(131.0, 163.0, 264.0, 244.0)",0.9298291040911445
3024 plate 1x1 003R.jpg,3024 plate 1x1,"[137, 162, 262, 251, '3024 plate 1x1', 0.9025521874427795]","[136, 159, 264, 256]","(137.0, 162.0, 262.0, 251.0)",0.8960212628865979
3024 plate 1x1 010L.jpg,3024 plate 1x1,"[158, 145, 258, 256, '3024 plate 1x1', 0.9263641238212585]","[159, 144, 256, 256]","(159.0, 145.0, 256.0, 256.0)",0.9615968563007948
3024 plate 1x1 018R.jpg,3024 plate 1x1,"[132, 146, 261, 266, '3024 plate 1x1', 0.9310053586959839]","[135, 146, 261, 264]","(135.0, 146.0, 261.0, 264.0)",0.9604651162790697
3024 plate 1x1 020R.jpg,3024 plate 1x1,"[165, 136, 242, 263, '3024 plate 1x1', 0.6990154981613159]","[167, 135, 240, 264]","(167.0, 136.0, 240.0, 263.0)",0.9341057934508816
3037 roof tile 1x4 004L.jpg,3037 roof tile 1x4,"[0, 25, 385, 386, '3037 roof tile 1x4', 0.975155770778656]","[0, 27, 384, 384]","(0.0, 27.0, 384.0, 384.0)",0.9863510450768068
3037 roof tile 1x4 007L.jpg,3037 roof tile 1x4,"[38, 91, 388, 312, '3037 roof tile 1x4', 0.9958347082138062]","[39, 95, 391, 312]","(39.0, 95.0, 388.0, 312.0)",0.9709234496993628
3037 roof tile 1x4 011L.jpg,3037 roof tile 1x4,"[27, 84, 396, 276, '3037 roof tile 1x4', 0.9949048757553101]","[27, 87, 400, 280]","(27.0, 87.0, 396.0, 276.0)",0.9541014556200066
3037 roof tile 1x4 026L.jpg,3037 roof tile 1x4,"[9, 32, 330, 373, '3037 roof tile 1x4', 0.9786282777786255]","[8, 31, 328, 376]","(9.0, 32.0, 328.0, 373.0)",0.979267568102843
3037 roof tile 1x4 039R.jpg,3037 roof tile 1x4,"[47, 81, 366, 296, '3037 roof tile 1x4', 0.9761602878570557]","[47, 79, 368, 296]","(47.0, 81.0, 366.0, 296.0)",0.984610304779132
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[49, 102, 335, 318, '3038 roof tile 2x3', 0.9898785352706909]","[47, 104, 336, 320]","(49.0, 104.0, 335.0, 318.0)",0.9715537494444092
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[48, 62, 331, 334, '3038 roof tile 2x3', 0.9830839037895203]","[47, 63, 328, 335]","(48.0, 63.0, 328.0, 334.0)",0.9787431637601899
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[58, 77, 362, 308, '3038 roof tile 2x3', 0.9870551824569702]","[55, 79, 360, 312]","(58.0, 79.0, 360.0, 308.0)",0.9587833247840735
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[32, 31, 371, 371, '3038 roof tile 2x3', 0.9873560070991516]","[31, 31, 372, 376]","(32.0, 31.0, 371.0, 371.0)",0.9797271452250415
3039 roof tile 2x2 007L.jpg,3039 roof tile 2x2,"[64, 101, 301, 312, '3039 roof tile 2x2', 0.8220700025558472]","[63, 103, 301, 312]","(64.0, 103.0, 301.0, 312.0)",0.9863987573681695
3039 roof tile 2x2 018R.jpg,3039 roof tile 2x2,"[78, 105, 315, 332, '3039 roof tile 2x2', 0.935045599937439]","[79, 104, 313, 335]","(79.0, 105.0, 313.0, 332.0)",0.9704576596327761
3039 roof tile 2x2 030R.jpg,3039 roof tile 2x2,"[131, 75, 275, 324, '3039 roof tile 2x2', 0.9655011296272278]","[129, 74, 272, 328]","(131.0, 75.0, 272.0, 324.0)",0.9471256305808088
3039 roof tile 2x2 040R.jpg,3039 roof tile 2x2,"[91, 122, 318, 303, '3039 roof tile 2x2', 0.9819599390029907]","[91, 119, 320, 304]","(91.0, 122.0, 318.0, 303.0)",0.9698335890475629
3039 roof tile 2x2 068R.jpg,3039 roof tile 2x2,"[100, 96, 296, 316, '3039 roof tile 2x2', 0.9011735320091248]","[103, 95, 296, 317]","(103.0, 96.0, 296.0, 316.0)",0.9759573392175792
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[102, 100, 259, 305, '3040 roof tile 1x2', 0.9756172895431519]","[103, 103, 256, 304]","(103.0, 103.0, 256.0, 304.0)",0.9555072238620476
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[113, 87, 304, 284, '3040 roof tile 1x2', 0.9626730680465698]","[111, 87, 304, 287]","(113.0, 87.0, 304.0, 284.0)",0.9747927461139896
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[137, 79, 321, 309, '3040 roof tile 1x2', 0.9734713435173035]","[135, 80, 320, 312]","(137.0, 80.0, 320.0, 309.0)",0.9670920545542658
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[110, 144, 298, 299, '3040 roof tile 1x2', 0.9368442893028259]","[111, 144, 297, 304]","(111.0, 144.0, 297.0, 299.0)",0.9587628865979382
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[78, 137, 305, 319, '3040 roof tile 1x2', 0.9702543020248413]","[80, 135, 304, 320]","(80.0, 137.0, 304.0, 319.0)",0.9709903301100367
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[61, 96, 291, 317, '3045 roof corner outside tile 2x2', 0.9817515015602112]","[63, 95, 288, 320]","(63.0, 96.0, 288.0, 317.0)",0.9612410593466074
3045 roof corner outside tile 2x2 052R.jpg,3045 roof corner outside tile 2x2,"[135, 67, 327, 328, '3045 roof corner outside tile 2x2', 0.9832769632339478]","[136, 63, 326, 328]","(136.0, 67.0, 326.0, 328.0)",0.9747994967762227
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[66, 120, 306, 299, '3045 roof corner outside tile 2x2', 0.977753758430481]","[63, 120, 304, 301]","(66.0, 120.0, 304.0, 299.0)",0.968689601855431
3045 roof corner outside tile 2x2 090L.jpg,3045 roof corner outside tile 2x2,"[162, 84, 314, 315, '3045 roof corner outside tile 2x2', 0.9563969373703003]","[159, 87, 312, 320]","(162.0, 87.0, 312.0, 315.0)",0.9354229917124806
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[118, 97, 326, 315, '3045 roof corner outside tile 2x2', 0.9752541780471802]","[119, 95, 328, 314]","(119.0, 97.0, 326.0, 314.0)",0.9723569140185297
3046 roof corner inside tile 2x2 006L.jpg,3046 roof corner inside tile 2x2,"[90, 73, 327, 299, '3046 roof corner inside tile 2x2', 0.9804490208625793]","[87, 74, 328, 296]","(90.0, 74.0, 327.0, 296.0)",0.9662809917355372
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[70, 78, 317, 310, '3046 roof corner inside tile 2x2', 0.9806933999061584]","[71, 79, 320, 311]","(71.0, 79.0, 317.0, 310.0)",0.9756206434776638
3046 roof corner inside tile 2x2 044R.jpg,3046 roof corner inside tile 2x2,"[98, 62, 318, 325, '3046 roof corner inside tile 2x2', 0.9782758951187134]","[95, 63, 320, 323]","(98.0, 63.0, 318.0, 323.0)",0.966869506423259
3046 roof corner inside tile 2x2 088L.jpg,3046 roof corner inside tile 2x2,"[62, 65, 319, 334, '3046 roof corner inside tile 2x2', 0.9758205413818359]","[63, 64, 320, 335]","(63.0, 65.0, 319.0, 334.0)",0.9849533726185709
3046 roof corner inside tile 2x2 102R.jpg,3046 roof corner inside tile 2x2,"[65, 90, 325, 328, '3046 roof corner inside tile 2x2', 0.9805290102958679]","[63, 88, 324, 328]","(65.0, 90.0, 324.0, 328.0)",0.9803428862241166
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[146, 125, 253, 276, '3062 Round Brick 1x1', 0.9414117932319641]","[143, 127, 256, 280]","(146.0, 127.0, 253.0, 276.0)",0.9108724218705365
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[128, 149, 276, 249, '3062 Round Brick 1x1', 0.9394564032554626]","[127, 151, 279, 248]","(128.0, 151.0, 276.0, 248.0)",0.9452199104556228
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[135, 122, 267, 269, '3062 Round Brick 1x1', 0.9518631100654602]","[135, 120, 269, 272]","(135.0, 122.0, 267.0, 269.0)",0.9526708562450903
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[130, 152, 273, 246, '3062 Round Brick 1x1', 0.936057984828949]","[127, 151, 272, 248]","(130.0, 152.0, 272.0, 246.0)",0.9427219436400875
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[132, 144, 263, 254, '3062 Round Brick 1x1', 0.9458582997322083]","[135, 143, 264, 256]","(135.0, 144.0, 263.0, 254.0)",0.9445227074528745
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[63, 105, 321, 269, '3063 Curved Brick 2 Knobs', 0.9653653502464294]","[64, 103, 320, 272]","(64.0, 105.0, 320.0, 269.0)",0.963112497706001
3063 Curved Brick 2 Knobs 015L.jpg,3063 Curved Brick 2 Knobs,"[109, 71, 267, 306, '3063 Curved Brick 2 Knobs', 0.9749334454536438]","[111, 71, 264, 304]","(111.0, 71.0, 264.0, 304.0)",0.9601131160786426
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[73, 124, 307, 299, '3063 Curved Brick 2 Knobs', 0.9667525887489319]","[72, 127, 304, 304]","(73.0, 127.0, 304.0, 299.0)",0.9396906485029091
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[60, 137, 334, 279, '3063 Curved Brick 2 Knobs', 0.9552662968635559]","[58, 135, 335, 280]","(60.0, 137.0, 334.0, 279.0)",0.9687040956056268
3063 Curved Brick 2 Knobs 030R.jpg,3063 Curved Brick 2 Knobs,"[118, 101, 273, 273, '3063 Curved Brick 2 Knobs', 0.969760537147522]","[119, 103, 272, 271]","(119.0, 103.0, 272.0, 271.0)",0.9641410352588147
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[82, 127, 320, 268, '3068 flat tile 2x2', 0.9432958960533142]","[80, 128, 319, 272]","(82.0, 128.0, 319.0, 268.0)",0.9536126918434212
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[80, 146, 315, 251, '3068 flat tile 2x2', 0.9409694671630859]","[79, 144, 320, 248]","(80.0, 146.0, 315.0, 248.0)",0.9301874345143389
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[107, 108, 285, 289, '3068 flat tile 2x2', 0.926578938961029]","[108, 111, 288, 287]","(108.0, 111.0, 285.0, 287.0)",0.9513222989067367
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[107, 118, 291, 280, '3068 flat tile 2x2', 0.9570339918136597]","[106, 119, 295, 280]","(107.0, 119.0, 291.0, 280.0)",0.9676934635612322
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[77, 103, 324, 296, '3068 flat tile 2x2', 0.9682917594909668]","[80, 103, 328, 296]","(80.0, 103.0, 324.0, 296.0)",0.9721115537848606
3069 Flat Tile 1x2 005L.jpg,3069 Flat Tile 1x2,"[113, 98, 286, 301, '3069 Flat Tile 1x2', 0.9585151076316833]","[112, 99, 284, 304]","(113.0, 99.0, 284.0, 301.0)",0.9638641627368363
3069 Flat Tile 1x2 011R.jpg,3069 Flat Tile 1x2,"[102, 124, 297, 272, '3069 Flat Tile 1x2', 0.9564915895462036]","[103, 127, 296, 271]","(103.0, 127.0, 296.0, 271.0)",0.962993762993763
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[122, 131, 283, 266, '3069 Flat Tile 1x2', 0.9492252469062805]","[119, 128, 280, 263]","(122.0, 131.0, 280.0, 263.0)",0.9222605465640753
3069 Flat Tile 1x2 014L.jpg,3069 Flat Tile 1x2,"[125, 100, 274, 298, '3069 Flat Tile 1x2', 0.9501082301139832]","[127, 103, 272, 296]","(127.0, 103.0, 272.0, 296.0)",0.9485797573045895
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[104, 124, 291, 274, '3069 Flat Tile 1x2', 0.9524528980255127]","[104, 127, 289, 271]","(104.0, 127.0, 289.0, 271.0)",0.9497326203208556
3070 Flat Tile 1x1 005R.jpg,3070 Flat Tile 1x1,"[139, 136, 262, 263, '3070 Flat Tile 1x1', 0.9151921272277832]","[135, 135, 261, 264]","(139.0, 136.0, 261.0, 263.0)",0.9458519015933093
3070 Flat Tile 1x1 009L.jpg,3070 Flat Tile 1x1,"[145, 140, 251, 257, '3070 Flat Tile 1x1', 0.9029560685157776]","[144, 143, 248, 256]","(145.0, 143.0, 248.0, 256.0)",0.930003995205753
3070 Flat Tile 1x1 012L.jpg,3070 Flat Tile 1x1,"[139, 150, 262, 251, '3070 Flat Tile 1x1', 0.9244389533996582]","[135, 151, 263, 248]","(139.0, 151.0, 262.0, 248.0)",0.9243105051131082
3070 Flat Tile 1x1 017L.jpg,3070 Flat Tile 1x1,"[132, 133, 266, 262, '3070 Flat Tile 1x1', 0.8987115621566772]","[133, 135, 264, 264]","(133.0, 135.0, 264.0, 262.0)",0.9480852518805561
3070 Flat Tile 1x1 039L.jpg,3070 Flat Tile 1x1,"[141, 139, 262, 258, '3070 Flat Tile 1x1', 0.9185411930084229]","[143, 135, 263, 256]","(143.0, 139.0, 262.0, 256.0)",0.9284475860229394
3298 roof tile 2x3 008L.jpg,3298 roof tile 2x3,"[103, 52, 312, 353, '3298 roof tile 2x3', 0.9856041669845581]","[104, 55, 312, 352]","(104.0, 55.0, 312.0, 352.0)",0.9819898583668474
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[32, 160, 360, 327, '3298 roof tile 2x3', 0.9843005537986755]","[33, 160, 358, 328]","(33.0, 160.0, 358.0, 327.0)",0.9850093464728408
3298 roof tile 2x3 012R.jpg,3298 roof tile 2x3,"[66, 51, 275, 338, '3298 roof tile 2x3', 0.9864830374717712]","[64, 55, 277, 336]","(66.0, 55.0, 275.0, 336.0)",0.9610846547858675
