image,classname,pbox,gtbox,ioubox,iou
3002 brick 2x3 039R.jpg,3002 brick 2x3,"[66, 96, 313, 324, '3002 brick 2x3', 0.9097331166267395]","[64, 95, 312, 326]","(66.0, 96.0, 312.0, 324.0)",0.9751721260171082
3002 brick 2x3 058R.jpg,3002 brick 2x3,"[42, 88, 356, 287, '3002 brick 2x3', 0.9565796852111816]","[39, 87, 359, 288]","(42.0, 88.0, 356.0, 287.0)",0.9714863184079602
3003 brick 2x2 004R.jpg,3003 brick 2x2,"[88, 94, 304, 302, '3003 brick 2x2', 0.8270283937454224]","[87, 95, 302, 304]","(88.0, 95.0, 302.0, 302.0)",0.9721935696258093
3003 brick 2x2 008R.jpg,3003 brick 2x2,"[80, 93, 319, 287, '3003 brick 2x2', 0.8981528878211975]","[79, 95, 320, 288]","(80.0, 95.0, 319.0, 287.0)",0.976527420144283
3003 brick 2x2 012L.jpg,3003 brick 2x2,"[92, 95, 317, 301, '3003 brick 2x2', 0.8566665053367615]","[95, 95, 320, 301]","(95.0, 95.0, 317.0, 301.0)",0.9736842105263158
3003 brick 2x2 022L.jpg,3003 brick 2x2,"[71, 102, 327, 319, '3003 brick 2x2', 0.810823917388916]","[71, 103, 328, 320]","(71.0, 103.0, 327.0, 319.0)",0.9869879518072289
3003 brick 2x2 024R.jpg,3003 brick 2x2,"[80, 71, 313, 318, '3003 brick 2x2', 0.7391104102134705]","[80, 74, 312, 320]","(80.0, 74.0, 312.0, 318.0)",0.9757476514694475
3004 brick 1x2 002R.jpg,3004 brick 1x2,"[103, 88, 281, 300, '3004 brick 1x2', 0.9528168439865112]","[103, 89, 288, 304]","(103.0, 89.0, 281.0, 300.0)",0.9400545641128326
3004 brick 1x2 011L.jpg,3004 brick 1x2,"[94, 94, 310, 288, '3004 brick 1x2', 0.934882402420044]","[96, 95, 310, 286]","(96.0, 95.0, 310.0, 286.0)",0.9754200076365025
3004 brick 1x2 015L.jpg,3004 brick 1x2,"[80, 127, 313, 289, '3004 brick 1x2', 0.9611597061157227]","[81, 127, 310, 288]","(81.0, 127.0, 310.0, 288.0)",0.9767657500132464
3004 brick 1x2 022R.jpg,3004 brick 1x2,"[126, 86, 265, 303, '3004 brick 1x2', 0.9115426540374756]","[127, 87, 264, 300]","(127.0, 87.0, 264.0, 300.0)",0.967443556675397
3004 brick 1x2 028L.jpg,3004 brick 1x2,"[111, 96, 297, 308, '3004 brick 1x2', 0.8828088641166687]","[114, 98, 296, 312]","(114.0, 98.0, 296.0, 308.0)",0.9516932270916335
3005 brick 1x1 000L.jpg,3005 brick 1x1,"[121, 120, 289, 279, '3005 brick 1x1', 0.9584404230117798]","[119, 122, 288, 280]","(121.0, 122.0, 288.0, 279.0)",0.9641110498253356
3005 brick 1x1 012L.jpg,3005 brick 1x1,"[120, 110, 287, 271, '3005 brick 1x1', 0.9529025554656982]","[119, 111, 282, 272]","(120.0, 111.0, 282.0, 271.0)",0.9525909592061742
3005 brick 1x1 015R.jpg,3005 brick 1x1,"[115, 130, 272, 279, '3005 brick 1x1', 0.9733477830886841]","[114, 127, 267, 280]","(115.0, 130.0, 267.0, 279.0)",0.9376500786619194
3005 brick 1x1 017L.jpg,3005 brick 1x1,"[113, 112, 273, 277, '3005 brick 1x1', 0.9749343395233154]","[111, 111, 272, 277]","(113.0, 112.0, 272.0, 277.0)",0.975605221077684
3005 brick 1x1 030L.jpg,3005 brick 1x1,"[126, 114, 288, 280, '3005 brick 1x1', 0.9494527578353882]","[127, 111, 287, 280]","(127.0, 114.0, 287.0, 280.0)",0.9703346485459594
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[13, 84, 377, 321, '3010 brick 1x4', 0.7794855237007141]","[15, 89, 376, 328]","(15.0, 89.0, 376.0, 321.0)",0.9432062616138296
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[54, 55, 353, 363, '3010 brick 1x4', 0.9245477914810181]","[55, 55, 352, 368]","(55.0, 55.0, 352.0, 363.0)",0.9775479017279887
3010 brick 1x4 015L.jpg,3010 brick 1x4,"[117, 0, 293, 388, '3010 brick 1x4', 0.9132295846939087]","[119, 7, 296, 390]","(119.0, 7.0, 293.0, 388.0)",0.9499749229777172
3010 brick 1x4 021L.jpg,3010 brick 1x4,"[116, 86, 280, 334, '3010 brick 1x4', 0.9461438655853271]","[112, 87, 280, 336]","(116.0, 87.0, 280.0, 334.0)",0.9645680541003905
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[50, 47, 331, 353, '3010 brick 1x4', 0.8864917159080505]","[47, 47, 328, 351]","(50.0, 47.0, 328.0, 351.0)",0.9725425211167116
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[29, 102, 391, 286, '3020 plate 2x4', 0.9645715951919556]","[31, 103, 390, 288]","(31.0, 103.0, 390.0, 286.0)",0.9758042955173336
3020 plate 2x4 024R.jpg,3020 plate 2x4,"[73, 45, 336, 363, '3020 plate 2x4', 0.9644802808761597]","[71, 47, 336, 368]","(73.0, 47.0, 336.0, 363.0)",0.9709899405311306
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[70, 84, 356, 317, '3020 plate 2x4', 0.976031482219696]","[71, 86, 359, 320]","(71.0, 86.0, 356.0, 317.0)",0.9653933572842583
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[71, 38, 320, 327, '3020 plate 2x4', 0.9572758078575134]","[73, 39, 320, 328]","(73.0, 39.0, 320.0, 327.0)",0.9851539995568358
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 108, 397, 311, '3020 plate 2x4', 0.9397005438804626]","[0, 111, 400, 312]","(0.0, 111.0, 397.0, 311.0)",0.9731465480261303
3021 plate 2x3 009R.jpg,3021 plate 2x3,"[89, 51, 298, 344, '3021 plate 2x3', 0.9682183265686035]","[88, 56, 296, 344]","(89.0, 56.0, 296.0, 344.0)",0.9689719626168224
3021 plate 2x3 011L.jpg,3021 plate 2x3,"[39, 92, 368, 286, '3021 plate 2x3', 0.9762937426567078]","[40, 93, 364, 285]","(40.0, 93.0, 364.0, 285.0)",0.9746498292232005
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[84, 45, 335, 349, '3021 plate 2x3', 0.9691091775894165]","[87, 48, 335, 352]","(87.0, 48.0, 335.0, 349.0)",0.9688505866472849
3021 plate 2x3 019L.jpg,3021 plate 2x3,"[37, 69, 352, 317, '3021 plate 2x3', 0.9854543209075928]","[39, 71, 351, 314]","(39.0, 71.0, 351.0, 314.0)",0.9705069124423963
3021 plate 2x3 025L.jpg,3021 plate 2x3,"[50, 110, 364, 274, '3021 plate 2x3', 0.9618139863014221]","[47, 111, 360, 272]","(50.0, 111.0, 360.0, 272.0)",0.9601954635525886
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[118, 103, 296, 301, '3022 Plate 2x2', 0.8203415870666504]","[121, 105, 296, 304]","(121.0, 105.0, 296.0, 301.0)",0.9589309178338785
3022 Plate 2x2 009L.jpg,3022 Plate 2x2,"[81, 87, 320, 302, '3022 Plate 2x2', 0.8261982202529907]","[79, 80, 320, 301]","(81.0, 87.0, 320.0, 301.0)",0.956
3022 Plate 2x2 022R.jpg,3022 Plate 2x2,"[113, 81, 307, 327, '3022 Plate 2x2', 0.7903239727020264]","[113, 79, 304, 327]","(113.0, 81.0, 304.0, 327.0)",0.9767180809046688
3022 Plate 2x2 024L.jpg,3022 Plate 2x2,"[107, 80, 312, 301, '3022 Plate 2x2', 0.8396269679069519]","[103, 80, 311, 303]","(107.0, 80.0, 311.0, 301.0)",0.9673640167364017
3022 Plate 2x2 035R.jpg,3022 Plate 2x2,"[95, 110, 312, 295, '3022 Plate 2x2', 0.739032506942749]","[95, 111, 312, 296]","(95.0, 111.0, 312.0, 295.0)",0.989247311827957
3023 Plate 1x2 017L.jpg,3023 Plate 1x2,"[93, 156, 301, 249, '3023 Plate 1x2', 0.9416720867156982]","[95, 159, 304, 255]","(95.0, 159.0, 301.0, 249.0)",0.8884416331224841
3023 Plate 1x2 020R.jpg,3023 Plate 1x2,"[106, 166, 300, 240, '3023 Plate 1x2', 0.9398396015167236]","[103, 167, 296, 240]","(106.0, 167.0, 296.0, 240.0)",0.9516295025728988
3023 Plate 1x2 036L.jpg,3023 Plate 1x2,"[112, 97, 295, 300, '3023 Plate 1x2', 0.9092720746994019]","[114, 96, 294, 302]","(114.0, 97.0, 294.0, 300.0)",0.9695136511979623
3023 Plate 1x2 037R.jpg,3023 Plate 1x2,"[111, 142, 293, 271, '3023 Plate 1x2', 0.9318859577178955]","[111, 143, 296, 272]","(111.0, 143.0, 293.0, 271.0)",0.9687694930760594
3023 Plate 1x2 050L.jpg,3023 Plate 1x2,"[111, 143, 304, 247, '3023 Plate 1x2', 0.9073757529258728]","[115, 143, 303, 248]","(115.0, 143.0, 303.0, 247.0)",0.9650542941757156
3024 plate 1x1 001L.jpg,3024 plate 1x1,"[128, 164, 265, 246, '3024 plate 1x1', 0.9665154814720154]","[128, 160, 264, 244]","(128.0, 164.0, 264.0, 244.0)",0.9237561555442351
3024 plate 1x1 003R.jpg,3024 plate 1x1,"[135, 158, 263, 255, '3024 plate 1x1', 0.9445267915725708]","[136, 159, 264, 256]","(136.0, 159.0, 263.0, 255.0)",0.9645569620253165
3024 plate 1x1 010L.jpg,3024 plate 1x1,"[159, 143, 256, 256, '3024 plate 1x1', 0.9436680674552917]","[159, 144, 256, 256]","(159.0, 144.0, 256.0, 256.0)",0.9911504424778761
3024 plate 1x1 018R.jpg,3024 plate 1x1,"[134, 144, 263, 264, '3024 plate 1x1', 0.9715135097503662]","[135, 146, 261, 264]","(135.0, 146.0, 261.0, 264.0)",0.9604651162790697
3024 plate 1x1 020R.jpg,3024 plate 1x1,"[167, 134, 241, 262, '3024 plate 1x1', 0.9281013607978821]","[167, 135, 240, 264]","(167.0, 135.0, 240.0, 262.0)",0.9639218132667914
3037 roof tile 1x4 004L.jpg,3037 roof tile 1x4,"[0, 25, 386, 390, '3037 roof tile 1x4', 0.916459858417511]","[0, 27, 384, 384]","(0.0, 27.0, 384.0, 384.0)",0.9730144084037192
3037 roof tile 1x4 007L.jpg,3037 roof tile 1x4,"[37, 90, 388, 311, '3037 roof tile 1x4', 0.8795574903488159]","[39, 95, 391, 312]","(39.0, 95.0, 388.0, 311.0)",0.959437960570694
3037 roof tile 1x4 011L.jpg,3037 roof tile 1x4,"[19, 85, 396, 275, '3037 roof tile 1x4', 0.9291706085205078]","[27, 87, 400, 280]","(27.0, 87.0, 396.0, 275.0)",0.934340781445715
3037 roof tile 1x4 026L.jpg,3037 roof tile 1x4,"[11, 29, 326, 374, '3037 roof tile 1x4', 0.8508404493331909]","[8, 31, 328, 376]","(11.0, 31.0, 326.0, 374.0)",0.973115374223183
3037 roof tile 1x4 039R.jpg,3037 roof tile 1x4,"[43, 80, 366, 295, '3037 roof tile 1x4', 0.9068373441696167]","[47, 79, 368, 296]","(47.0, 80.0, 366.0, 295.0)",0.9726023512060922
3038 roof tile 2x3 003L.jpg,3038 roof tile 2x3,"[57, 125, 345, 269, '3038 roof tile 2x3', 0.7259552478790283]","[55, 127, 352, 272]","(57.0, 127.0, 345.0, 269.0)",0.9371004330789854
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[49, 102, 335, 317, '3038 roof tile 2x3', 0.8319138884544373]","[47, 104, 336, 320]","(49.0, 104.0, 335.0, 317.0)",0.9670137786526128
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[46, 62, 326, 332, '3038 roof tile 2x3', 0.9161743521690369]","[47, 63, 328, 335]","(47.0, 63.0, 326.0, 332.0)",0.9749288785544485
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[52, 78, 357, 309, '3038 roof tile 2x3', 0.8418049216270447]","[55, 79, 360, 312]","(55.0, 79.0, 357.0, 309.0)",0.9639189564252012
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[33, 32, 372, 380, '3038 roof tile 2x3', 0.7421879768371582]","[31, 31, 372, 376]","(33.0, 32.0, 372.0, 376.0)",0.9799581516121714
3039 roof tile 2x2 007L.jpg,3039 roof tile 2x2,"[66, 100, 305, 311, '3039 roof tile 2x2', 0.9512168169021606]","[63, 103, 301, 312]","(66.0, 103.0, 301.0, 311.0)",0.9529937025988965
3039 roof tile 2x2 018R.jpg,3039 roof tile 2x2,"[80, 103, 314, 334, '3039 roof tile 2x2', 0.8964157104492188]","[79, 104, 313, 335]","(80.0, 104.0, 313.0, 334.0)",0.9829780989764848
3039 roof tile 2x2 030R.jpg,3039 roof tile 2x2,"[130, 73, 271, 325, '3039 roof tile 2x2', 0.9170668125152588]","[129, 74, 272, 328]","(130.0, 74.0, 271.0, 325.0)",0.9706003345857445
3039 roof tile 2x2 040R.jpg,3039 roof tile 2x2,"[85, 120, 318, 302, '3039 roof tile 2x2', 0.8465589284896851]","[91, 119, 320, 304]","(91.0, 120.0, 318.0, 302.0)",0.9506868858871989
3039 roof tile 2x2 068R.jpg,3039 roof tile 2x2,"[103, 92, 295, 315, '3039 roof tile 2x2', 0.9292058944702148]","[103, 95, 296, 317]","(103.0, 95.0, 295.0, 315.0)",0.9727787757358022
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[104, 106, 258, 301, '3040 roof tile 1x2', 0.8783336281776428]","[103, 103, 256, 304]","(104.0, 106.0, 256.0, 301.0)",0.9517387534919565
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[112, 87, 303, 286, '3040 roof tile 1x2', 0.8204764127731323]","[111, 87, 304, 287]","(112.0, 87.0, 303.0, 286.0)",0.9846891191709845
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[134, 81, 317, 309, '3040 roof tile 1x2', 0.9046884775161743]","[135, 80, 320, 312]","(135.0, 81.0, 317.0, 309.0)",0.9617131732641142
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[111, 143, 296, 300, '3040 roof tile 1x2', 0.8437917232513428]","[111, 144, 297, 304]","(111.0, 144.0, 296.0, 300.0)",0.9637669059943229
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[81, 134, 304, 318, '3040 roof tile 1x2', 0.8397166132926941]","[80, 135, 304, 320]","(81.0, 135.0, 304.0, 318.0)",0.9795021961932651
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[63, 94, 290, 318, '3045 roof corner outside tile 2x2', 0.6458967328071594]","[63, 95, 288, 320]","(63.0, 95.0, 288.0, 318.0)",0.9781083083161137
3045 roof corner outside tile 2x2 052R.jpg,3045 roof corner outside tile 2x2,"[133, 66, 325, 327, '3045 roof corner outside tile 2x2', 0.7749513387680054]","[136, 63, 326, 328]","(136.0, 66.0, 325.0, 327.0)",0.9647194571020672
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[63, 120, 310, 301, '3045 roof corner outside tile 2x2', 0.6904051899909973]","[63, 120, 304, 301]","(63.0, 120.0, 304.0, 301.0)",0.9757085020242915
3045 roof corner outside tile 2x2 090L.jpg,3045 roof corner outside tile 2x2,"[158, 89, 311, 319, '3045 roof corner outside tile 2x2', 0.6060763001441956]","[159, 87, 312, 320]","(159.0, 89.0, 311.0, 319.0)",0.9743861311630759
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[119, 94, 328, 313, '3045 roof corner outside tile 2x2', 0.8837094306945801]","[119, 95, 328, 314]","(119.0, 95.0, 328.0, 313.0)",0.990909090909091
3046 roof corner inside tile 2x2 006L.jpg,3046 roof corner inside tile 2x2,"[84, 72, 324, 296, '3046 roof corner inside tile 2x2', 0.9578706622123718]","[87, 74, 328, 296]","(87.0, 74.0, 324.0, 296.0)",0.9627799736495388
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[73, 81, 317, 311, '3046 roof corner inside tile 2x2', 0.9666922092437744]","[71, 79, 320, 311]","(73.0, 81.0, 317.0, 311.0)",0.9714720952776624
3046 roof corner inside tile 2x2 044R.jpg,3046 roof corner inside tile 2x2,"[95, 64, 319, 328, '3046 roof corner inside tile 2x2', 0.9179689884185791]","[95, 63, 320, 323]","(95.0, 64.0, 319.0, 323.0)",0.9730962764173097
3046 roof corner inside tile 2x2 088L.jpg,3046 roof corner inside tile 2x2,"[64, 64, 320, 336, '3046 roof corner inside tile 2x2', 0.9085118770599365]","[63, 64, 320, 335]","(64.0, 64.0, 320.0, 335.0)",0.9924609816459952
3046 roof corner inside tile 2x2 102R.jpg,3046 roof corner inside tile 2x2,"[65, 90, 329, 327, '3046 roof corner inside tile 2x2', 0.9644128084182739]","[63, 88, 324, 328]","(65.0, 90.0, 324.0, 327.0)",0.9617391304347827
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[144, 123, 258, 277, '3062 Round Brick 1x1', 0.991908848285675]","[143, 127, 256, 280]","(144.0, 127.0, 256.0, 277.0)",0.9310058187863675
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[125, 149, 278, 246, '3062 Round Brick 1x1', 0.9859493374824524]","[127, 151, 279, 248]","(127.0, 151.0, 278.0, 246.0)",0.9412729658792651
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[136, 120, 271, 270, '3062 Round Brick 1x1', 0.9881777167320251]","[135, 120, 269, 272]","(136.0, 120.0, 269.0, 270.0)",0.9652603057867234
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[126, 150, 270, 247, '3062 Round Brick 1x1', 0.9869081974029541]","[127, 151, 272, 248]","(127.0, 151.0, 270.0, 247.0)",0.9596644529884656
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[133, 143, 264, 255, '3062 Round Brick 1x1', 0.9920741319656372]","[135, 143, 264, 256]","(135.0, 143.0, 264.0, 255.0)",0.9761502601175597
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[69, 104, 321, 271, '3063 Curved Brick 2 Knobs', 0.9947196245193481]","[64, 103, 320, 272]","(69.0, 104.0, 320.0, 271.0)",0.9651401072966315
3063 Curved Brick 2 Knobs 015L.jpg,3063 Curved Brick 2 Knobs,"[112, 75, 262, 303, '3063 Curved Brick 2 Knobs', 0.9876469373703003]","[111, 71, 264, 304]","(112.0, 75.0, 262.0, 303.0)",0.9593536985609694
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[73, 125, 305, 302, '3063 Curved Brick 2 Knobs', 0.9923187494277954]","[72, 127, 304, 304]","(73.0, 127.0, 304.0, 302.0)",0.9693547226818214
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[63, 134, 339, 276, '3063 Curved Brick 2 Knobs', 0.9906773567199707]","[58, 135, 335, 280]","(63.0, 135.0, 335.0, 276.0)",0.9353005731008414
3063 Curved Brick 2 Knobs 030R.jpg,3063 Curved Brick 2 Knobs,"[120, 101, 270, 274, '3063 Curved Brick 2 Knobs', 0.9673625230789185]","[119, 103, 272, 271]","(120.0, 103.0, 270.0, 271.0)",0.9525969607620776
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[76, 130, 319, 273, '3068 flat tile 2x2', 0.845647394657135]","[80, 128, 319, 272]","(80.0, 130.0, 319.0, 272.0)",0.9634087489709597
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[78, 145, 320, 248, '3068 flat tile 2x2', 0.8950674533843994]","[79, 144, 320, 248]","(79.0, 145.0, 320.0, 248.0)",0.9863313068701077
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[106, 110, 288, 288, '3068 flat tile 2x2', 0.7215400338172913]","[108, 111, 288, 287]","(108.0, 111.0, 288.0, 287.0)",0.9778985059883937
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[104, 120, 289, 278, '3068 flat tile 2x2', 0.8424761295318604]","[106, 119, 295, 280]","(106.0, 120.0, 289.0, 278.0)",0.9404456009107172
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[79, 105, 325, 293, '3068 flat tile 2x2', 0.9481546878814697]","[80, 103, 328, 296]","(80.0, 105.0, 325.0, 293.0)",0.9585449096811787
3069 Flat Tile 1x2 005L.jpg,3069 Flat Tile 1x2,"[113, 94, 289, 301, '3069 Flat Tile 1x2', 0.8045927286148071]","[112, 99, 284, 304]","(113.0, 99.0, 284.0, 301.0)",0.9297981157469717
3069 Flat Tile 1x2 011R.jpg,3069 Flat Tile 1x2,"[99, 128, 296, 272, '3069 Flat Tile 1x2', 0.7908284664154053]","[103, 127, 296, 271]","(103.0, 128.0, 296.0, 271.0)",0.9663177059626764
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[119, 132, 279, 263, '3069 Flat Tile 1x2', 0.9100539684295654]","[119, 128, 280, 263]","(119.0, 132.0, 279.0, 263.0)",0.9643432252127905
3069 Flat Tile 1x2 014L.jpg,3069 Flat Tile 1x2,"[127, 98, 274, 296, '3069 Flat Tile 1x2', 0.7934444546699524]","[127, 103, 272, 296]","(127.0, 103.0, 272.0, 296.0)",0.9614856043427472
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[103, 127, 294, 272, '3069 Flat Tile 1x2', 0.8430346846580505]","[104, 127, 289, 271]","(104.0, 127.0, 289.0, 271.0)",0.9619064813143167
3070 Flat Tile 1x1 005R.jpg,3070 Flat Tile 1x1,"[136, 135, 263, 262, '3070 Flat Tile 1x1', 0.9130062460899353]","[135, 135, 261, 264]","(136.0, 135.0, 261.0, 262.0)",0.9616549551732493
3070 Flat Tile 1x1 009L.jpg,3070 Flat Tile 1x1,"[144, 142, 250, 257, '3070 Flat Tile 1x1', 0.8941866159439087]","[144, 143, 248, 256]","(144.0, 143.0, 248.0, 256.0)",0.9640689089417556
3070 Flat Tile 1x1 012L.jpg,3070 Flat Tile 1x1,"[138, 150, 264, 249, '3070 Flat Tile 1x1', 0.9073214530944824]","[135, 151, 263, 248]","(138.0, 151.0, 263.0, 248.0)",0.9498629063846455
3070 Flat Tile 1x1 017L.jpg,3070 Flat Tile 1x1,"[133, 133, 267, 263, '3070 Flat Tile 1x1', 0.8389407396316528]","[133, 135, 264, 264]","(133.0, 135.0, 264.0, 263.0)",0.9553871574269273
3070 Flat Tile 1x1 039L.jpg,3070 Flat Tile 1x1,"[141, 139, 265, 257, '3070 Flat Tile 1x1', 0.9275614619255066]","[143, 135, 263, 256]","(143.0, 139.0, 263.0, 256.0)",0.9290629962943356
3298 roof tile 2x3 008L.jpg,3298 roof tile 2x3,"[104, 52, 313, 349, '3298 roof tile 2x3', 0.873828649520874]","[104, 55, 312, 352]","(104.0, 55.0, 312.0, 349.0)",0.9753576726159147
