image,classname,pbox,gtbox,ioubox,iou
3659 brick bow 1x4 038L.jpg,3659 brick bow 1x4,"[44, 87, 277, 352, '3659 brick bow 1x4', 0.9988395571708679]","[45, 95, 352, 328]","(45.0, 95.0, 277.0, 328.0)",0.6823529411764706
3659 brick bow 1x4 040R.jpg,3659 brick bow 1x4,"[15, 105, 363, 270, '3659 brick bow 1x4', 1.0]","[18, 111, 368, 272]","(18.0, 111.0, 363.0, 270.0)",0.9310871594670288
3675 roof tile outside 3x3 015R.jpg,3675 roof tile outside 3x3,"[22, 28, 396, 347, '3675 roof tile outside 3x3', 1.0]","[23, 31, 377, 344]","(23.0, 31.0, 377.0, 344.0)",0.9287211037164937
3675 roof tile outside 3x3 015R.jpg,3675 roof tile outside 3x3,"[20, 29, 385, 257, '3675 roof tile outside 3x3', 0.6846041083335876]","[23, 31, 377, 344]","(23.0, 31.0, 377.0, 257.0)",0.701678682313319
3675 roof tile outside 3x3 016L.jpg,3675 roof tile outside 3x3,"[87, 0, 395, 381, '3675 roof tile outside 3x3', 1.0]","[87, 2, 390, 381]","(87.0, 2.0, 390.0, 381.0)",0.9786021065548625
3675 roof tile outside 3x3 034R.jpg,3675 roof tile outside 3x3,"[12, 8, 368, 380, '3675 roof tile outside 3x3', 1.0]","[15, 7, 360, 374]","(15.0, 8.0, 360.0, 374.0)",0.9509930183691453
3675 roof tile outside 3x3 049R.jpg,3675 roof tile outside 3x3,"[71, 44, 354, 320, '3675 roof tile outside 3x3', 1.0]","[71, 39, 352, 320]","(71.0, 44.0, 352.0, 320.0)",0.9753876724560764
3675 roof tile outside 3x3 049R.jpg,3675 roof tile outside 3x3,"[71, 42, 348, 240, '3675 roof tile outside 3x3', 0.6009525060653687]","[71, 39, 352, 320]","(71.0, 42.0, 348.0, 240.0)",0.6945960664125328
3675 roof tile outside 3x3 056R.jpg,3675 roof tile outside 3x3,"[75, 14, 386, 391, '3675 roof tile outside 3x3', 1.0]","[71, 15, 383, 390]","(75.0, 15.0, 383.0, 390.0)",0.9726561513132963
3700 Technic Brick 1x2 005R.jpg,3700 Technic Brick 1x2,"[114, 96, 300, 305, '3700 Technic Brick 1x2', 1.0]","[118, 95, 304, 312]","(118.0, 96.0, 300.0, 305.0)",0.9232972474391961
3700 Technic Brick 1x2 008R.jpg,3700 Technic Brick 1x2,"[86, 119, 311, 289, '3700 Technic Brick 1x2', 1.0]","[88, 121, 304, 288]","(88.0, 121.0, 304.0, 288.0)",0.9430588235294117
3700 Technic Brick 1x2 022L.jpg,3700 Technic Brick 1x2,"[123, 98, 272, 303, '3700 Technic Brick 1x2', 1.0]","[119, 95, 272, 304]","(123.0, 98.0, 272.0, 303.0)",0.9552178128029521
3700 Technic Brick 1x2 022L.jpg,3700 Technic Brick 1x2,"[123, 98, 204, 287, '3700 Technic Brick 1x2', 0.6256604194641113]","[119, 95, 272, 304]","(123.0, 98.0, 204.0, 287.0)",0.4787503518153673
3700 Technic Brick 1x2 033R.jpg,3700 Technic Brick 1x2,"[96, 116, 310, 299, '3700 Technic Brick 1x2', 1.0]","[95, 120, 302, 296]","(96.0, 120.0, 302.0, 296.0)",0.921653363160303
3700 Technic Brick 1x2 033R.jpg,3700 Technic Brick 1x2,"[142, 129, 301, 297, '3700 Technic Brick 1x2', 0.4686928391456604]","[95, 120, 302, 296]","(142.0, 129.0, 301.0, 296.0)",0.7256702467819955
3700 Technic Brick 1x2 034R.jpg,3700 Technic Brick 1x2,"[101, 111, 313, 296, '3700 Technic Brick 1x2', 1.0]","[103, 111, 304, 296]","(103.0, 111.0, 304.0, 296.0)",0.9481132075471698
3700 Technic Brick 1x2 034R.jpg,3700 Technic Brick 1x2,"[159, 116, 300, 296, '3700 Technic Brick 1x2', 0.5865337252616882]","[103, 111, 304, 296]","(159.0, 116.0, 300.0, 296.0)",0.682533279548205
3794 Plate 1X2 with 1 Knob 034L.jpg,3794 Plate 1X2 with 1 Knob,"[144, 144, 276, 256, '3794 Plate 1X2 with 1 Knob', 0.27204135060310364]","[143, 144, 280, 256]","(144.0, 144.0, 276.0, 256.0)",0.9635036496350365
3794 Plate 1X2 with 1 Knob 073R.jpg,3794 Plate 1X2 with 1 Knob,"[112, 126, 276, 255, '3794 Plate 1X2 with 1 Knob', 0.7764371037483215]","[111, 127, 280, 254]","(112.0, 127.0, 276.0, 254.0)",0.9558074434399523
4150 flat tile round 2x2 006L.jpg,4150 flat tile round 2x2,"[111, 108, 290, 294, '4150 flat tile round 2x2', 0.9999805688858032]","[111, 111, 288, 288]","(111.0, 111.0, 288.0, 288.0)",0.9409803568210489
4150 flat tile round 2x2 006R.jpg,4150 flat tile round 2x2,"[128, 114, 272, 287, '4150 flat tile round 2x2', 0.9999995231628418]","[127, 112, 272, 286]","(128.0, 114.0, 272.0, 286.0)",0.9761172854102624
4150 flat tile round 2x2 013R.jpg,4150 flat tile round 2x2,"[126, 112, 277, 280, '4150 flat tile round 2x2', 0.9999027252197266]","[127, 111, 280, 280]","(127.0, 112.0, 277.0, 280.0)",0.968299711815562
4150 flat tile round 2x2 038L.jpg,4150 flat tile round 2x2,"[110, 135, 285, 273, '4150 flat tile round 2x2', 0.33718082308769226]","[111, 135, 287, 264]","(111.0, 135.0, 285.0, 264.0)",0.9196165191740413
4274 Connector Peg w Knob 006R.jpg,4274 Connector Peg w Knob,"[138, 160, 259, 233, '4274 Connector Peg w Knob', 0.3924102783203125]","[135, 159, 264, 236]","(138.0, 160.0, 259.0, 233.0)",0.8892580287929125
4274 Connector Peg w Knob 011L.jpg,4274 Connector Peg w Knob,"[139, 135, 258, 262, '4274 Connector Peg w Knob', 0.9997380375862122]","[136, 137, 256, 264]","(139.0, 137.0, 256.0, 262.0)",0.9298702950152594
4274 Connector Peg w Knob 015L.jpg,4274 Connector Peg w Knob,"[136, 138, 261, 259, '4274 Connector Peg w Knob', 0.9764193296432495]","[136, 136, 264, 261]","(136.0, 138.0, 261.0, 259.0)",0.9453125
4286 roof tile 1x3 000L.jpg,4286 roof tile 1x3,"[136, 55, 282, 346, '4286 roof tile 1x3', 0.9999997615814209]","[135, 55, 280, 344]","(136.0, 55.0, 280.0, 344.0)",0.9729047340736412
4286 roof tile 1x3 007L.jpg,4286 roof tile 1x3,"[46, 94, 296, 313, '4286 roof tile 1x3', 1.0]","[47, 95, 296, 312]","(47.0, 95.0, 296.0, 312.0)",0.9869041095890411
4286 roof tile 1x3 008R.jpg,4286 roof tile 1x3,"[123, 100, 258, 351, '4286 roof tile 1x3', 0.9999986886978149]","[120, 103, 256, 352]","(123.0, 103.0, 256.0, 351.0)",0.9487703149719545
4286 roof tile 1x3 031R.jpg,4286 roof tile 1x3,"[99, 93, 305, 326, '4286 roof tile 1x3', 0.9999943971633911]","[95, 95, 302, 328]","(99.0, 95.0, 302.0, 326.0)",0.9504824063564131
4286 roof tile 1x3 040L.jpg,4286 roof tile 1x3,"[51, 87, 350, 313, '4286 roof tile 1x3', 1.0]","[51, 87, 352, 303]","(51.0, 87.0, 350.0, 303.0)",0.9496809105078964
4490 brick bow 1x3 005R.jpg,4490 brick bow 1x3,"[131, 90, 344, 325, '4490 brick bow 1x3', 0.6051005125045776]","[55, 95, 344, 310]","(131.0, 95.0, 344.0, 310.0)",0.6897356728669327
4490 brick bow 1x3 014L.jpg,4490 brick bow 1x3,"[54, 73, 354, 308, '4490 brick bow 1x3', 1.0]","[55, 75, 352, 311]","(55.0, 75.0, 352.0, 308.0)",0.9693238643526495
4490 brick bow 1x3 051L.jpg,4490 brick bow 1x3,"[62, 88, 329, 328, '4490 brick bow 1x3', 1.0]","[63, 87, 327, 336]","(63.0, 88.0, 327.0, 328.0)",0.9534127843986999
6143 Brick D16 w cross 015R.jpg,6143 Brick D16 w cross,"[94, 105, 302, 295, '6143 Brick D16 w cross', 0.331859827041626]","[95, 103, 304, 304]","(95.0, 105.0, 302.0, 295.0)",0.9320126069338136
6632 lever 3M 002L.jpg,6632 lever 3M,"[107, 111, 299, 290, '6632 lever 3M', 1.0]","[103, 114, 296, 296]","(107.0, 114.0, 296.0, 290.0)",0.9181341429754347
6632 lever 3M 002L.jpg,6632 lever 3M,"[108, 112, 201, 272, '6632 lever 3M', 0.6152113676071167]","[103, 114, 296, 296]","(108.0, 114.0, 201.0, 272.0)",0.4161191662890802
6632 lever 3M 002L.jpg,6632 lever 3M,"[108, 109, 236, 289, '6632 lever 3M', 0.5026063919067383]","[103, 114, 296, 296]","(108.0, 114.0, 236.0, 289.0)",0.6262931275513057
6632 lever 3M 022R.jpg,6632 lever 3M,"[87, 127, 305, 275, '6632 lever 3M', 0.9981739521026611]","[88, 128, 310, 272]","(88.0, 128.0, 305.0, 272.0)",0.9473684210526315
6632 lever 3M 027R.jpg,6632 lever 3M,"[117, 101, 279, 301, '6632 lever 3M', 1.0]","[119, 103, 279, 304]","(119.0, 103.0, 279.0, 301.0)",0.9635036496350365
14719 flat tile corner 2x2 010L.jpg,14719 flat tile corner 2x2,"[88, 90, 309, 292, '14719 flat tile corner 2x2', 0.9909752011299133]","[87, 94, 312, 291]","(88.0, 94.0, 309.0, 291.0)",0.9583314990094651
14719 flat tile corner 2x2 014R.jpg,14719 flat tile corner 2x2,"[78, 112, 323, 249, '14719 flat tile corner 2x2', 0.9999765157699585]","[79, 114, 319, 248]","(79.0, 114.0, 319.0, 248.0)",0.9581409206018173
14719 flat tile corner 2x2 016L.jpg,14719 flat tile corner 2x2,"[75, 89, 281, 307, '14719 flat tile corner 2x2', 0.9999364614486694]","[71, 90, 280, 304]","(75.0, 90.0, 280.0, 304.0)",0.9586137575386767
14719 flat tile corner 2x2 023R.jpg,14719 flat tile corner 2x2,"[95, 107, 287, 292, '14719 flat tile corner 2x2', 0.9999426603317261]","[95, 103, 287, 296]","(95.0, 107.0, 287.0, 292.0)",0.9585492227979274
14719 flat tile corner 2x2 031L.jpg,14719 flat tile corner 2x2,"[72, 125, 322, 312, '14719 flat tile corner 2x2', 0.9973395466804504]","[71, 128, 328, 311]","(72.0, 128.0, 322.0, 311.0)",0.9525098373966813
15672 roof tile 1x2 016R.jpg,15672 roof tile 1x2,"[128, 104, 260, 299, '15672 roof tile 1x2', 0.8526833653450012]","[127, 103, 263, 296]","(128.0, 104.0, 260.0, 296.0)",0.951208527248161
15672 roof tile 1x2 017R.jpg,15672 roof tile 1x2,"[124, 103, 262, 282, '15672 roof tile 1x2', 0.5621814131736755]","[126, 103, 262, 280]","(126.0, 103.0, 262.0, 280.0)",0.9744959922273501
15672 roof tile 1x2 039R.jpg,15672 roof tile 1x2,"[118, 99, 256, 285, '15672 roof tile 1x2', 0.932338535785675]","[119, 95, 255, 284]","(119.0, 99.0, 255.0, 284.0)",0.9598657103616665
15672 roof tile 1x2 047L.jpg,15672 roof tile 1x2,"[126, 147, 307, 291, '15672 roof tile 1x2', 0.625939130783081]","[127, 143, 305, 295]","(127.0, 147.0, 305.0, 291.0)",0.9324796274738067
15672 roof tile 1x2 056L.jpg,15672 roof tile 1x2,"[137, 129, 302, 307, '15672 roof tile 1x2', 0.9842950105667114]","[135, 127, 304, 312]","(137.0, 129.0, 302.0, 307.0)",0.9393890932352471
27925 flat tile round 2x2 022L.jpg,27925 flat tile round 2x2,"[104, 122, 291, 276, '27925 flat tile round 2x2', 0.44104281067848206]","[103, 121, 288, 280]","(104.0, 122.0, 288.0, 276.0)",0.9484218629715165
27925 flat tile round 2x2 023R.jpg,27925 flat tile round 2x2,"[99, 143, 297, 272, '27925 flat tile round 2x2', 0.9912748336791992]","[98, 143, 296, 272]","(99.0, 143.0, 296.0, 272.0)",0.9899497487437185
27925 flat tile round 2x2 029L.jpg,27925 flat tile round 2x2,"[135, 122, 263, 291, '27925 flat tile round 2x2', 0.9973216652870178]","[135, 120, 264, 288]","(135.0, 122.0, 263.0, 288.0)",0.9633659775117882
27925 flat tile round 2x2 029R.jpg,27925 flat tile round 2x2,"[96, 125, 300, 290, '27925 flat tile round 2x2', 0.9997490048408508]","[96, 127, 304, 287]","(96.0, 127.0, 300.0, 287.0)",0.9516034985422741
27925 flat tile round 2x2 034L.jpg,27925 flat tile round 2x2,"[159, 91, 247, 310, '27925 flat tile round 2x2', 0.9914262294769287]","[159, 87, 248, 312]","(159.0, 91.0, 247.0, 310.0)",0.9623970037453183
