image,classname,pbox,gtbox,ioubox,iou
3002 brick 2x3 058R.jpg,3002 brick 2x3,"[37, 88, 359, 291, '3002 brick 2x3', 0.9844605326652527]","[39, 87, 359, 288]","(39.0, 88.0, 359.0, 288.0)",0.9743324300459764
3003 brick 2x2 004R.jpg,3003 brick 2x2,"[86, 97, 300, 302, '3003 brick 2x2', 0.9757596850395203]","[87, 95, 302, 304]","(87.0, 97.0, 300.0, 302.0)",0.9673238812583075
3003 brick 2x2 008R.jpg,3003 brick 2x2,"[79, 92, 323, 287, '3003 brick 2x2', 0.9530335664749146]","[79, 95, 320, 288]","(79.0, 95.0, 320.0, 287.0)",0.9676083728905711
3003 brick 2x2 012L.jpg,3003 brick 2x2,"[96, 98, 319, 299, '3003 brick 2x2', 0.9860026836395264]","[95, 95, 320, 301]","(96.0, 98.0, 319.0, 299.0)",0.9670550161812298
3003 brick 2x2 022L.jpg,3003 brick 2x2,"[76, 100, 326, 318, '3003 brick 2x2', 0.965505838394165]","[71, 103, 328, 320]","(76.0, 103.0, 326.0, 318.0)",0.9510076257541712
3003 brick 2x2 024R.jpg,3003 brick 2x2,"[81, 71, 307, 319, '3003 brick 2x2', 0.865507960319519]","[80, 74, 312, 320]","(81.0, 74.0, 307.0, 319.0)",0.9587878787878787
3004 brick 1x2 002R.jpg,3004 brick 1x2,"[104, 91, 283, 302, '3004 brick 1x2', 0.9732233285903931]","[103, 89, 288, 304]","(104.0, 91.0, 283.0, 302.0)",0.949566310496543
3004 brick 1x2 011L.jpg,3004 brick 1x2,"[96, 93, 311, 286, '3004 brick 1x2', 0.962433397769928]","[96, 95, 310, 286]","(96.0, 95.0, 310.0, 286.0)",0.9850343414869261
3004 brick 1x2 015L.jpg,3004 brick 1x2,"[80, 122, 311, 289, '3004 brick 1x2', 0.9754771590232849]","[81, 127, 310, 288]","(81.0, 127.0, 310.0, 288.0)",0.9557249138087461
3004 brick 1x2 022R.jpg,3004 brick 1x2,"[125, 85, 267, 301, '3004 brick 1x2', 0.9898688793182373]","[127, 87, 264, 300]","(127.0, 87.0, 264.0, 300.0)",0.9513888888888888
3004 brick 1x2 028L.jpg,3004 brick 1x2,"[112, 99, 299, 310, '3004 brick 1x2', 0.9853493571281433]","[114, 98, 296, 312]","(114.0, 99.0, 296.0, 310.0)",0.9599780016498762
3005 brick 1x1 000L.jpg,3005 brick 1x1,"[120, 119, 289, 275, '3005 brick 1x1', 0.9797734022140503]","[119, 122, 288, 280]","(120.0, 122.0, 288.0, 275.0)",0.9394050142533441
3005 brick 1x1 012L.jpg,3005 brick 1x1,"[122, 110, 285, 270, '3005 brick 1x1', 0.9742340445518494]","[119, 111, 282, 272]","(122.0, 111.0, 282.0, 270.0)",0.9463229550273407
3005 brick 1x1 015R.jpg,3005 brick 1x1,"[113, 128, 269, 277, '3005 brick 1x1', 0.9729079604148865]","[114, 127, 267, 280]","(114.0, 128.0, 267.0, 277.0)",0.9556086519114688
3005 brick 1x1 017L.jpg,3005 brick 1x1,"[109, 112, 273, 275, '3005 brick 1x1', 0.967452883720398]","[111, 111, 272, 277]","(111.0, 112.0, 272.0, 275.0)",0.9642844019841998
3005 brick 1x1 030L.jpg,3005 brick 1x1,"[127, 112, 286, 277, '3005 brick 1x1', 0.9770193696022034]","[127, 111, 287, 280]","(127.0, 112.0, 286.0, 277.0)",0.9702292899408284
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[14, 88, 376, 324, '3010 brick 1x4', 0.9845173954963684]","[15, 89, 376, 328]","(15.0, 89.0, 376.0, 324.0)",0.9765067452460979
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[52, 53, 355, 369, '3010 brick 1x4', 0.957632303237915]","[55, 55, 352, 368]","(55.0, 55.0, 352.0, 368.0)",0.9708923423987968
3010 brick 1x4 015L.jpg,3010 brick 1x4,"[116, 7, 295, 394, '3010 brick 1x4', 0.9777368903160095]","[119, 7, 296, 390]","(119.0, 7.0, 295.0, 390.0)",0.967727116113472
3010 brick 1x4 021L.jpg,3010 brick 1x4,"[114, 84, 276, 336, '3010 brick 1x4', 0.9872803092002869]","[112, 87, 280, 336]","(114.0, 87.0, 276.0, 336.0)",0.9532113994045087
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[45, 44, 331, 351, '3010 brick 1x4', 0.9885695576667786]","[47, 47, 328, 351]","(47.0, 47.0, 328.0, 351.0)",0.9729163344798524
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[32, 102, 389, 285, '3020 plate 2x4', 0.9951180219650269]","[31, 103, 390, 288]","(32.0, 103.0, 389.0, 285.0)",0.9730725453783022
3020 plate 2x4 024R.jpg,3020 plate 2x4,"[76, 44, 333, 366, '3020 plate 2x4', 0.9853532910346985]","[71, 47, 336, 368]","(76.0, 47.0, 333.0, 366.0)",0.9551120741879864
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[70, 82, 354, 318, '3020 plate 2x4', 0.9881719946861267]","[71, 86, 359, 320]","(71.0, 86.0, 354.0, 318.0)",0.9548574752763235
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[71, 43, 319, 330, '3020 plate 2x4', 0.988396942615509]","[73, 39, 320, 328]","(73.0, 43.0, 319.0, 328.0)",0.9677152203619097
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[1, 107, 400, 314, '3020 plate 2x4', 0.9742335677146912]","[0, 111, 400, 312]","(1.0, 111.0, 400.0, 312.0)",0.9686571490687731
3021 plate 2x3 009R.jpg,3021 plate 2x3,"[91, 57, 300, 346, '3021 plate 2x3', 0.9698124527931213]","[88, 56, 296, 344]","(91.0, 57.0, 296.0, 344.0)",0.957133561086709
3021 plate 2x3 011L.jpg,3021 plate 2x3,"[42, 91, 366, 285, '3021 plate 2x3', 0.9717460870742798]","[40, 93, 364, 285]","(42.0, 93.0, 364.0, 285.0)",0.9776091081593928
3021 plate 2x3 020R.jpg,3021 plate 2x3,"[85, 47, 334, 353, '3021 plate 2x3', 0.9829410910606384]","[87, 48, 335, 352]","(87.0, 48.0, 334.0, 352.0)",0.9815681455724332
3021 plate 2x3 019L.jpg,3021 plate 2x3,"[40, 68, 352, 316, '3021 plate 2x3', 0.9838672876358032]","[39, 71, 351, 314]","(40.0, 71.0, 351.0, 314.0)",0.9736404746260581
3021 plate 2x3 025L.jpg,3021 plate 2x3,"[44, 108, 363, 274, '3021 plate 2x3', 0.9602333307266235]","[47, 111, 360, 272]","(47.0, 111.0, 360.0, 272.0)",0.9516372700834687
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[121, 104, 297, 299, '3022 Plate 2x2', 0.9794371724128723]","[121, 105, 296, 304]","(121.0, 105.0, 296.0, 299.0)",0.9646256570535587
3022 Plate 2x2 009L.jpg,3022 Plate 2x2,"[82, 84, 319, 299, '3022 Plate 2x2', 0.9818763732910156]","[79, 80, 320, 301]","(82.0, 84.0, 319.0, 299.0)",0.9567037795009482
3022 Plate 2x2 022R.jpg,3022 Plate 2x2,"[113, 78, 307, 323, '3022 Plate 2x2', 0.9893446564674377]","[113, 79, 304, 327]","(113.0, 79.0, 304.0, 323.0)",0.9650060048867354
3022 Plate 2x2 024L.jpg,3022 Plate 2x2,"[105, 81, 313, 303, '3022 Plate 2x2', 0.9431391954421997]","[103, 80, 311, 303]","(105.0, 81.0, 311.0, 303.0)",0.9765951994533185
3023 Plate 1x2 017L.jpg,3023 Plate 1x2,"[97, 156, 307, 254, '3023 Plate 1x2', 0.9647828340530396]","[95, 159, 304, 255]","(97.0, 159.0, 304.0, 254.0)",0.9373659373659373
3023 Plate 1x2 020R.jpg,3023 Plate 1x2,"[102, 163, 297, 243, '3023 Plate 1x2', 0.9811408519744873]","[103, 167, 296, 240]","(103.0, 167.0, 296.0, 240.0)",0.9031410256410256
3023 Plate 1x2 037R.jpg,3023 Plate 1x2,"[111, 144, 293, 272, '3023 Plate 1x2', 0.9508247971534729]","[111, 143, 296, 272]","(111.0, 144.0, 293.0, 272.0)",0.976157552901739
3023 Plate 1x2 050L.jpg,3023 Plate 1x2,"[112, 141, 301, 248, '3023 Plate 1x2', 0.9645330905914307]","[115, 143, 303, 248]","(115.0, 143.0, 301.0, 248.0)",0.9558067831449126
3024 plate 1x1 001L.jpg,3024 plate 1x1,"[130, 163, 266, 244, '3024 plate 1x1', 0.976227879524231]","[128, 160, 264, 244]","(130.0, 163.0, 264.0, 244.0)",0.9368203003625065
3024 plate 1x1 003R.jpg,3024 plate 1x1,"[137, 161, 262, 251, '3024 plate 1x1', 0.956320583820343]","[136, 159, 264, 256]","(137.0, 161.0, 262.0, 251.0)",0.9060889175257731
3024 plate 1x1 010L.jpg,3024 plate 1x1,"[157, 145, 258, 256, '3024 plate 1x1', 0.9173009395599365]","[159, 144, 256, 256]","(159.0, 145.0, 256.0, 256.0)",0.9521577644145738
3024 plate 1x1 018R.jpg,3024 plate 1x1,"[132, 146, 261, 265, '3024 plate 1x1', 0.9858827590942383]","[135, 146, 261, 264]","(135.0, 146.0, 261.0, 264.0)",0.9685362517099864
3024 plate 1x1 020R.jpg,3024 plate 1x1,"[165, 136, 242, 263, '3024 plate 1x1', 0.8927549123764038]","[167, 135, 240, 264]","(167.0, 136.0, 240.0, 263.0)",0.9341057934508816
3037 roof tile 1x4 004L.jpg,3037 roof tile 1x4,"[0, 26, 387, 387, '3037 roof tile 1x4', 0.9776275157928467]","[0, 27, 384, 384]","(0.0, 27.0, 384.0, 384.0)",0.9812536236552213
3037 roof tile 1x4 007L.jpg,3037 roof tile 1x4,"[40, 91, 389, 315, '3037 roof tile 1x4', 0.9829437136650085]","[39, 95, 391, 312]","(40.0, 95.0, 389.0, 312.0)",0.9607494893881539
3037 roof tile 1x4 011L.jpg,3037 roof tile 1x4,"[29, 84, 395, 275, '3037 roof tile 1x4', 0.9805980324745178]","[27, 87, 400, 280]","(29.0, 87.0, 395.0, 275.0)",0.9414533364346601
3037 roof tile 1x4 026L.jpg,3037 roof tile 1x4,"[12, 32, 330, 373, '3037 roof tile 1x4', 0.9787432551383972]","[8, 31, 328, 376]","(12.0, 32.0, 328.0, 373.0)",0.970058155236672
3038 roof tile 2x3 011R.jpg,3038 roof tile 2x3,"[49, 102, 336, 319, '3038 roof tile 2x3', 0.9881112575531006]","[47, 104, 336, 320]","(49.0, 104.0, 336.0, 319.0)",0.979475538905997
3038 roof tile 2x3 013R.jpg,3038 roof tile 2x3,"[48, 61, 331, 335, '3038 roof tile 2x3', 0.9486728310585022]","[47, 63, 328, 335]","(48.0, 63.0, 328.0, 335.0)",0.9787441848510551
3038 roof tile 2x3 018L.jpg,3038 roof tile 2x3,"[59, 77, 362, 308, '3038 roof tile 2x3', 0.992425799369812]","[55, 79, 360, 312]","(59.0, 79.0, 360.0, 308.0)",0.9556350427705915
3038 roof tile 2x3 050L.jpg,3038 roof tile 2x3,"[33, 30, 373, 371, '3038 roof tile 2x3', 0.9833505749702454]","[31, 31, 372, 376]","(33.0, 31.0, 372.0, 371.0)",0.9740967673779843
3039 roof tile 2x2 007L.jpg,3039 roof tile 2x2,"[65, 100, 302, 313, '3039 roof tile 2x2', 0.9651932120323181]","[63, 103, 301, 312]","(65.0, 103.0, 301.0, 312.0)",0.9690563665297943
3039 roof tile 2x2 018R.jpg,3039 roof tile 2x2,"[78, 104, 314, 332, '3039 roof tile 2x2', 0.8208452463150024]","[79, 104, 313, 335]","(79.0, 104.0, 313.0, 332.0)",0.9787561915244909
3039 roof tile 2x2 030R.jpg,3039 roof tile 2x2,"[131, 73, 275, 324, '3039 roof tile 2x2', 0.9539392590522766]","[129, 74, 272, 328]","(131.0, 74.0, 272.0, 324.0)",0.9471732588134136
3039 roof tile 2x2 040R.jpg,3039 roof tile 2x2,"[92, 122, 317, 302, '3039 roof tile 2x2', 0.97027987241745]","[91, 119, 320, 304]","(92.0, 122.0, 317.0, 302.0)",0.9559778118730083
3039 roof tile 2x2 068R.jpg,3039 roof tile 2x2,"[99, 94, 297, 316, '3039 roof tile 2x2', 0.9545005559921265]","[103, 95, 296, 317]","(103.0, 95.0, 296.0, 316.0)",0.9661147477859068
3040 roof tile 1x2 012R.jpg,3040 roof tile 1x2,"[101, 100, 258, 308, '3040 roof tile 1x2', 0.9793567657470703]","[103, 103, 256, 304]","(103.0, 103.0, 256.0, 304.0)",0.9417258696717296
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[113, 86, 305, 285, '3040 roof tile 1x2', 0.9618253707885742]","[111, 87, 304, 287]","(113.0, 87.0, 304.0, 285.0)",0.9699410105155168
3040 roof tile 1x2 027L.jpg,3040 roof tile 1x2,"[137, 79, 320, 309, '3040 roof tile 1x2', 0.9437061548233032]","[135, 80, 320, 312]","(137.0, 80.0, 320.0, 309.0)",0.9722525114261188
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[110, 144, 300, 299, '3040 roof tile 1x2', 0.9847106337547302]","[111, 144, 297, 304]","(111.0, 144.0, 297.0, 299.0)",0.9489795918367347
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[62, 95, 290, 317, '3045 roof corner outside tile 2x2', 0.9809063076972961]","[63, 95, 288, 320]","(63.0, 95.0, 288.0, 317.0)",0.9738550622916301
3045 roof corner outside tile 2x2 052R.jpg,3045 roof corner outside tile 2x2,"[136, 66, 327, 326, '3045 roof corner outside tile 2x2', 0.9259945750236511]","[136, 63, 326, 328]","(136.0, 66.0, 326.0, 326.0)",0.9760916814858723
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[67, 119, 306, 298, '3045 roof corner outside tile 2x2', 0.9699324369430542]","[63, 120, 304, 301]","(67.0, 120.0, 304.0, 298.0)",0.954089017550208
3045 roof corner outside tile 2x2 090L.jpg,3045 roof corner outside tile 2x2,"[161, 84, 314, 316, '3045 roof corner outside tile 2x2', 0.891987681388855]","[159, 87, 312, 320]","(161.0, 87.0, 312.0, 316.0)",0.9456599026417984
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[118, 97, 326, 316, '3045 roof corner outside tile 2x2', 0.9927046895027161]","[119, 95, 328, 314]","(119.0, 97.0, 326.0, 314.0)",0.9679984484096199
3046 roof corner inside tile 2x2 006L.jpg,3046 roof corner inside tile 2x2,"[90, 72, 327, 299, '3046 roof corner inside tile 2x2', 0.9960297346115112]","[87, 74, 328, 296]","(90.0, 74.0, 327.0, 296.0)",0.9620933677107905
3046 roof corner inside tile 2x2 023R.jpg,3046 roof corner inside tile 2x2,"[70, 77, 316, 309, '3046 roof corner inside tile 2x2', 0.9982295632362366]","[71, 79, 320, 311]","(71.0, 79.0, 316.0, 309.0)",0.9634125491537014
3046 roof corner inside tile 2x2 044R.jpg,3046 roof corner inside tile 2x2,"[98, 61, 319, 325, '3046 roof corner inside tile 2x2', 0.991316556930542]","[95, 63, 320, 323]","(98.0, 63.0, 319.0, 323.0)",0.967600700525394
3046 roof corner inside tile 2x2 088L.jpg,3046 roof corner inside tile 2x2,"[63, 64, 318, 334, '3046 roof corner inside tile 2x2', 0.9817715883255005]","[63, 64, 320, 335]","(63.0, 64.0, 318.0, 334.0)",0.9885565781727856
3046 roof corner inside tile 2x2 102R.jpg,3046 roof corner inside tile 2x2,"[64, 89, 325, 328, '3046 roof corner inside tile 2x2', 0.998630940914154]","[63, 88, 324, 328]","(64.0, 89.0, 324.0, 328.0)",0.9882472685634314
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[146, 125, 253, 277, '3062 Round Brick 1x1', 0.969305694103241]","[143, 127, 256, 280]","(146.0, 127.0, 253.0, 277.0)",0.9169856596012113
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[128, 149, 277, 248, '3062 Round Brick 1x1', 0.9684008955955505]","[127, 151, 279, 248]","(128.0, 151.0, 277.0, 248.0)",0.9608429730089084
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[135, 121, 268, 269, '3062 Round Brick 1x1', 0.9641103148460388]","[135, 120, 269, 272]","(135.0, 121.0, 268.0, 269.0)",0.9664179104477612
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[130, 152, 273, 246, '3062 Round Brick 1x1', 0.9711945056915283]","[127, 151, 272, 248]","(130.0, 152.0, 272.0, 246.0)",0.9427219436400875
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[132, 144, 264, 255, '3062 Round Brick 1x1', 0.9888641834259033]","[135, 143, 264, 256]","(135.0, 144.0, 264.0, 255.0)",0.9603621730382293
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[64, 104, 320, 268, '3063 Curved Brick 2 Knobs', 0.9611213207244873]","[64, 103, 320, 272]","(64.0, 104.0, 320.0, 268.0)",0.9704142011834319
3063 Curved Brick 2 Knobs 015L.jpg,3063 Curved Brick 2 Knobs,"[109, 70, 266, 307, '3063 Curved Brick 2 Knobs', 0.9758728742599487]","[111, 71, 264, 304]","(111.0, 71.0, 264.0, 304.0)",0.9580746593566073
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[72, 125, 307, 299, '3063 Curved Brick 2 Knobs', 0.9642536044120789]","[72, 127, 304, 304]","(72.0, 127.0, 304.0, 299.0)",0.9489655172413793
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[60, 138, 334, 279, '3063 Curved Brick 2 Knobs', 0.9903846979141235]","[58, 135, 335, 280]","(60.0, 138.0, 334.0, 279.0)",0.9618822357774182
3063 Curved Brick 2 Knobs 030R.jpg,3063 Curved Brick 2 Knobs,"[118, 101, 272, 274, '3063 Curved Brick 2 Knobs', 0.983863353729248]","[119, 103, 272, 271]","(119.0, 103.0, 272.0, 271.0)",0.9647924330005255
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[82, 128, 319, 269, '3068 flat tile 2x2', 0.9185861945152283]","[80, 128, 319, 272]","(82.0, 128.0, 319.0, 269.0)",0.9709728033472803
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[80, 146, 315, 251, '3068 flat tile 2x2', 0.9407865405082703]","[79, 144, 320, 248]","(80.0, 146.0, 315.0, 248.0)",0.9301874345143389
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[108, 107, 285, 288, '3068 flat tile 2x2', 0.9334937334060669]","[108, 111, 288, 287]","(108.0, 111.0, 285.0, 287.0)",0.9566098572086597
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[108, 118, 292, 280, '3068 flat tile 2x2', 0.9531888365745544]","[106, 119, 295, 280]","(108.0, 119.0, 292.0, 280.0)",0.9676934635612322
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[78, 103, 324, 295, '3068 flat tile 2x2', 0.9798738360404968]","[80, 103, 328, 296]","(80.0, 103.0, 324.0, 295.0)",0.9709832531918422
3069 Flat Tile 1x2 005L.jpg,3069 Flat Tile 1x2,"[113, 98, 286, 301, '3069 Flat Tile 1x2', 0.8996615409851074]","[112, 99, 284, 304]","(113.0, 99.0, 284.0, 301.0)",0.9638641627368363
3069 Flat Tile 1x2 011R.jpg,3069 Flat Tile 1x2,"[102, 124, 298, 272, '3069 Flat Tile 1x2', 0.9781758189201355]","[103, 127, 296, 271]","(103.0, 127.0, 296.0, 271.0)",0.9580805295091009
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[120, 131, 283, 266, '3069 Flat Tile 1x2', 0.9210400581359863]","[119, 128, 280, 263]","(120.0, 131.0, 280.0, 263.0)",0.9336870026525199
3069 Flat Tile 1x2 014L.jpg,3069 Flat Tile 1x2,"[125, 100, 275, 298, '3069 Flat Tile 1x2', 0.9420987367630005]","[127, 103, 272, 296]","(127.0, 103.0, 272.0, 296.0)",0.9422558922558922
3069 Flat Tile 1x2 033L.jpg,3069 Flat Tile 1x2,"[104, 124, 291, 273, '3069 Flat Tile 1x2', 0.9559568166732788]","[104, 127, 289, 271]","(104.0, 127.0, 289.0, 271.0)",0.9561066647525392
3070 Flat Tile 1x1 005R.jpg,3070 Flat Tile 1x1,"[139, 136, 263, 263, '3070 Flat Tile 1x1', 0.938422679901123]","[135, 135, 261, 264]","(139.0, 136.0, 261.0, 263.0)",0.9385752362490913
3070 Flat Tile 1x1 009L.jpg,3070 Flat Tile 1x1,"[145, 141, 250, 256, '3070 Flat Tile 1x1', 0.9622679948806763]","[144, 143, 248, 256]","(145.0, 143.0, 248.0, 256.0)",0.9549556941253692
3070 Flat Tile 1x1 012L.jpg,3070 Flat Tile 1x1,"[139, 151, 263, 251, '3070 Flat Tile 1x1', 0.9634412527084351]","[135, 151, 263, 248]","(139.0, 151.0, 263.0, 248.0)",0.940569283703472
3070 Flat Tile 1x1 017L.jpg,3070 Flat Tile 1x1,"[132, 133, 266, 263, '3070 Flat Tile 1x1', 0.9287829399108887]","[133, 135, 264, 264]","(133.0, 135.0, 264.0, 263.0)",0.9553871574269273
3070 Flat Tile 1x1 039L.jpg,3070 Flat Tile 1x1,"[140, 139, 262, 257, '3070 Flat Tile 1x1', 0.9584617018699646]","[143, 135, 263, 256]","(143.0, 139.0, 262.0, 256.0)",0.92863336223571
3298 roof tile 2x3 008L.jpg,3298 roof tile 2x3,"[102, 53, 312, 353, '3298 roof tile 2x3', 0.9889273643493652]","[104, 55, 312, 352]","(104.0, 55.0, 312.0, 352.0)",0.9805714285714285
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[33, 159, 361, 326, '3298 roof tile 2x3', 0.9948539137840271]","[33, 160, 358, 328]","(33.0, 160.0, 358.0, 326.0)",0.9733698986035435
3298 roof tile 2x3 012R.jpg,3298 roof tile 2x3,"[66, 51, 276, 338, '3298 roof tile 2x3', 0.9807271957397461]","[64, 55, 277, 336]","(66.0, 55.0, 276.0, 336.0)",0.9655883363605124
3298 roof tile 2x3 019R.jpg,3298 roof tile 2x3,"[57, 77, 344, 282, '3298 roof tile 2x3', 0.9832687377929688]","[55, 79, 343, 280]","(57.0, 79.0, 343.0, 280.0)",0.970440771814913
3298 roof tile 2x3 030R.jpg,3298 roof tile 2x3,"[91, 73, 346, 319, '3298 roof tile 2x3', 0.9908301830291748]","[87, 74, 344, 320]","(91.0, 74.0, 344.0, 319.0)",0.9690152735003986
3622 brick 1x3 002L.jpg,3622 brick 1x3,"[46, 120, 349, 296, '3622 brick 1x3', 0.9513149857521057]","[49, 119, 351, 296]","(49.0, 120.0, 349.0, 296.0)",0.978103812381905
3622 brick 1x3 010L.jpg,3622 brick 1x3,"[52, 102, 358, 294, '3622 brick 1x3', 0.969611644744873]","[55, 103, 358, 292]","(55.0, 103.0, 358.0, 292.0)",0.9747242647058824
